english,chinese,pinyin,spanish,portuguese
scrutinize,仔细检查,zǐ xì jiǎn chá,escudriñar,examinar
distill,提炼,tí liàn,destilar,destilar
adjudge,判断,pàn duàn,juzgar,julgar
examine,检查,jiǎn chá,examinar,examinar
interpret,解释,jiě shì,interpretar,interpretar
infer,推断,tuī duàn,inferir,inferir
deduce,推论,tuī lùn,deducir,deduzir
justify,证明,zhèng míng,justificar,justificar
validate,验证,yàn zhèng,validar,validar
verify,验证,yàn zhèng,verificar,verificar
credible,可信,kě xìn,creíble,credível
reliable,可靠,kě kào,confiable,confiável
subjective,主观,zhǔ guān,subjetivo,subjetivo
biased,有偏见,yǒu piān jiàn,parcial,tendencioso
rational,理性,lǐ xìng,racional,racional
discern,辨别,biàn bié,discernir,discernir
evaluate,评价,píng jià,evaluar,avaliar
appraise,评价,píng jià,tasar,avaliar
probe,探究,tàn jiū,sonda,sonda
deduction,推理,tuī lǐ,deducción,dedução
scrutinize carefully,仔细观察,zǐ xì guān chá,examinar cuidadosamente,examine cuidadosamente
scrutinize evidence,审查证据,shěn chá zhèng jù,examinar las pruebas,examinar as evidências
distill information,提炼信息,tí liàn xìn xī,destilar información,informações sobre destilação
distill down,提炼出来,tí liàn chū lái,destilar,destilar
adjudge fairly,公正裁决,gōng zhèng cái jué,juzgar de manera justa,julgar de forma justa
adjudge to be,判定为,pàn dìng wèi,declarar ser,julgo ser
examine closely,仔细检查,zǐ xì jiǎn chá,examinar detenidamente,examinar de perto
examine evidence,检查证据,jiǎn chá zhèng jù,examinar las pruebas,examinar evidências
interpret data,解释数据,jiě shì shù jù,interpretar datos,interpretar dados
interpret meaning,解释意义,jiě shì yì yì,interpretar el significado,interpretar o significado
infer from,从,cóng,inferir de,inferir de
infer that,推断出,tuī duàn chū,inferir que,inferir isso
deduce from,从,cóng,deducir de,deduzir de
deduce that,推导出,tuī dǎo chū,deducir eso,deduza isso
justify decision,证明决定的合理性,zhèng míng jué dìng de hé lǐ xìng,justificar la decisión,justificar a decisão
justify action,证明行动的合理性,zhèng míng xíng dòng de hé lǐ xìng,justificar la acción,justificar a ação
validate results,验证结果,yàn zhèng jié guǒ,validar resultados,validar resultados
validate claims,验证声明,yàn zhèng shēng míng,validar reclamaciones,validar reivindicações
verify information,验证信息,yàn zhèng xìn xī,verificar información,verificar informações
verify accuracy,验证准确性,yàn zhèng zhǔn què xìng,verificar la exactitud,verificar a precisão
credible source,可靠来源,kě kào lái yuán,fuente creíble,fonte confiável
credible evidence,可信证据,kě xìn zhèng jù,pruebas creíbles,provas credíveis
reliable source,可靠来源,kě kào lái yuán,fuente confiable,fonte confiável
reliable information,可靠信息,kě kào xìn xī,información confiable,informações confiáveis ​​
subjective opinion,主观意见,zhǔ guān yì jiàn,opinión subjetiva,opinião subjetiva
subjective view,主观看法,zhǔ guān kàn fǎ,visión subjetiva,visão subjetiva
potentially biased,可能存在偏见,kě néng cún zài piān jiàn,potencialmente sesgado,potencialmente tendencioso
biased toward,偏向,piān xiàng,parcializado hacia,tendencioso para
rational thinking,理性思考,lǐ xìng sī kǎo,pensamiento racional,pensamento racional
rational decision,理性决定,lǐ xìng jué dìng,decisión racional,decisão racional
discern between,辨别,biàn bié,discernir entre,discernir entre
discern truth,辨别真理,biàn bié zhēn lǐ,discernir la verdad,discernir a verdade
evaluate performance,评估绩效,píng gū jì xiào,evaluar el desempeño,avaliar desempenho
evaluate options,评估选项,píng gū xuǎn xiàng,evaluar opciones,avaliar opções
appraise value,评估价值,píng gū jià zhí,valor de tasación,avaliar valor
appraise situation,评价情况,píng jià qíng kuàng,evaluar la situación,avaliar situação
probe deeper,更深入地探索,gēng shēn rù dì tàn suǒ,sondear más profundamente,sondar mais profundamente
probe into,探究,tàn jiū,investigar,investigar
logical deduction,逻辑演绎,luó jí yǎn yì,deducción lógica,dedução lógica
deduction from,推理自,tuī lǐ zì,deducción de,dedução de
