english,chinese,pinyin,spanish,portuguese
yeah,是的,shì de,si,sim
yep,是的,shì de,sí,sim
nope,不,bù,no,não
cool,酷,kù,genial,legal
awesome,太棒了,tài bàng le,impresionante,incrível
weird,奇怪,qí guài,raro,estranho
crazy,疯狂,fēng kuáng,loco,louco
dude,伙计,huǒ jì,amigo,cara
guys,伙计们,huǒ jì men,chicos,pessoal
gonna,会,huì,voy a,vou
wanna,想要,xiǎng yào,quiero,quero
gotta,必须,bì xū,tengo que,tenho que
kinda,有点,yǒu diǎn,un poco,mais ou menos
sorta,有点,yǒu diǎn,más o menos,mais ou menos
alright,好吧,hǎo ba,bien,tudo bem
chill,冷静,lěng jìng,relajarse,calma
lame,无聊,wú liáo,aburrido,chato
epic,史诗,shǐ shī,épico,épico
sketchy,可疑,kě yí,sospechoso,suspeito
legit,合法,hé fǎ,legítimo,legítimo
oh yeah,哦，是的,ó ， shì de,oh si,ah sim
yeah right,是的，对,shì de ， duì,si claro,"sim, certo"
yep sure,是的，当然,shì de ， dāng rán,si claro,"sim, claro"
yep that works,是的，有效,shì de ， yǒu xiào,"sí, eso funciona","sim, isso funciona"
nope not me,不，不是我,bù ， bú shì wǒ,"No, yo no","não, eu não"
nope sorry,不，抱歉,bù ， bào qiàn,no lo siento,"não, desculpe"
so cool,太酷了,tài kù le,que genial,tão legal
cool stuff,很酷的东西,hěn kù de dōng xī,cosas interesantes,coisas legais
that's awesome,太棒了,tài bàng le,eso es increíble,isso é incrível
awesome job,太棒了,tài bàng le,trabajo increíble,trabalho incrível
so weird,好奇怪,hǎo qí guài,que raro,tão estranho
weird thing,奇怪的事情,qí guài de shì qíng,cosa rara,coisa estranha
that's crazy,太疯狂了,tài fēng kuáng le,eso es una locura,isso é loucura
crazy idea,疯狂的想法,fēng kuáng de xiǎng fǎ,idea loca,ideia maluca
hey dude,嘿伙计,hēi huǒ jì,hola amigo,ei cara
dude seriously,老兄认真的,lǎo xiōng rèn zhēn de,amigo en serio,"cara, sério"
hey guys,嘿伙计们,hēi huǒ jì men,Hola chicos,oi pessoal
you guys,你们,nǐ men,ustedes,vocês
gonna do it,会做,huì zuò,lo haré,vou fazer isso
gonna go,要去,yào qù,voy a ir,vou
wanna come,想来,xiǎng lái,quiero venir,quero vir
wanna try,想尝试,xiǎng cháng shì,quiero intentarlo,quero tentar
gotta go,得走了,dé zǒu le,tengo que irme,tenho que ir
gotta run,得跑,dé pǎo,tengo que correr,tenho que correr
kinda like,有点像,yǒu diǎn xiàng,algo así,tipo
kinda busy,有点忙,yǒu diǎn máng,un poco ocupado,meio ocupado
sorta like,有点像,yǒu diǎn xiàng,algo así como,mais ou menos como
sorta know,有点知道,yǒu diǎn zhī dào,más o menos lo sé,meio que sei
alright then,好吧,hǎo ba,esta bien entonces,tudo bem então
alright fine,好吧好吧,hǎo ba hǎo ba,bien bien,"tudo bem, tudo bem"
just chill,冷静一下,lěng jìng yī xià,simplemente relájate,apenas relaxe
chill out,放松一下,fàng sōng yī xià,relajarse,relaxe
so lame,太无聊了,tài wú liáo le,tan aburrido,tão chato
that's lame,那太无聊了,nà tài wú liáo le,eso es aburrido,isso é chato
so epic,如此史诗般,rú cǐ shǐ shī bān,tan épico,tão épico
epic fail,史诗般的失败,shǐ shī bān de shī bài,fracaso épico,falha épica
looks sketchy,看起来可疑,kàn qǐ lái kě yí,parece sospechoso,parece suspeito
sketchy place,可疑的地方,kě yí de dì fāng,lugar sospechoso,lugar suspeito
seems legit,似乎合法,sì hū hé fǎ,parece legítimo,parece legítimo
totally legit,完全合法,wán quán hé fǎ,totalmente legítimo,totalmente legítimo
