english,chinese,pinyin,spanish,portuguese
opinion,意见,yì jiàn,opinión,opinião
oppose,反对,fǎn duì,oponerse,opor-se
view,观点,guān diǎn,ver,ver
perspective,观点,guān diǎn,perspectiva,perspectiva
argument,论点,lùn diǎn,argumento,argumento
debate,辩论,biàn lùn,debate,debate
claim,声称,shēng chēng,reclamar,reivindicação
assert,断言,duàn yán,afirmar,afirmar
contend,主张,zhǔ zhāng,contender,contender
maintain,维持,wéi chí,mantener,manter
stance,立场,lì chǎng,postura,postura
standpoint,立场,lì chǎng,punto de vista,ponto de vista
viewpoint,观点,guān diǎn,punto de vista,ponto de vista
outlook,展望,zhǎn wàng,perspectiva,perspectiva
notion,概念,gài niàn,noción,noção
judgment,判断,pàn duàn,sentencia,julgamento
conviction,信念,xìn niàn,convicción,convicção
sentiment,情绪,qíng xù,sentimiento,sentimento
attitude,态度,tài dù,actitud,atitude
belief,信念,xìn niàn,creencia,crença
my opinion,我的意见,wǒ de yì jiàn,mi opinión,minha opinião
opinion on,对,duì,opinión sobre,opinião sobre
strongly oppose,强烈反对,qiáng liè fǎn duì,oponerse firmemente,opor-se fortemente
oppose the idea,反对这个想法,fǎn duì zhè ge xiǎng fǎ,oponerse a la idea,opor-se à ideia
my view,我的看法,wǒ de kàn fǎ,mi punto de vista,minha opinião
point of view,观点,guān diǎn,punto de vista,ponto de vista
different perspective,不同的视角,bù tóng de shì jiǎo,perspectiva diferente,perspectiva diferente
from this perspective,从这个角度看,cóng zhè ge jiǎo dù kàn,desde esta perspectiva,nesta perspectiva
strong argument,强有力的论据,qiáng yǒu lì de lùn jù,argumento fuerte,argumento forte
argument against,反对,fǎn duì,argumento en contra,argumento contra
great debate,伟大的辩论,wěi dà de biàn lùn,gran debate,grande debate
debate about,辩论,biàn lùn,debate sobre,debate sobre
make a claim,提出索赔,tí chū suǒ péi,hacer un reclamo,fazer uma reclamação
claim that,声称,shēng chēng,afirmar que,afirmam que
I assert,我断言,wǒ duàn yán,Afirmo,Eu afirmo
assert that,断言,duàn yán,afirmar que,afirmar que
I contend,我认为,wǒ rèn wéi,Yo sostengo,Eu afirmo
contend that,认为,rèn wéi,sostiene que,afirmam que
maintain that,坚持认为,jiān chí rèn wéi,mantener que,mantenha isso
maintain position,维持立场,wéi chí lì chǎng,mantener la posición,manter posição
firm stance,立场坚定,lì chǎng jiān dìng,postura firme,postura firme
stance on,对,duì,postura sobre,posição sobre
from my standpoint,从我的角度来看,cóng wǒ de jiǎo dù lái kàn,desde mi punto de vista,do meu ponto de vista
standpoint of,立场的,lì chǎng de,punto de vista de,ponto de vista de
different viewpoint,不同观点,bù tóng guān diǎn,punto de vista diferente,ponto de vista diferente
viewpoint on,对,duì,punto de vista sobre,ponto de vista sobre
positive outlook,积极的前景,jī jí de qián jǐng,perspectiva positiva,perspectiva positiva
outlook on,展望,zhǎn wàng,perspectivas sobre,perspectivas sobre
general notion,一般概念,yì bān gài niàn,noción general,noção geral
notion that,认为,rèn wéi,noción de que,noção de que
good judgment,良好的判断力,liáng hǎo de pàn duàn lì,buen juicio,bom senso
judgment call,判断力,pàn duàn lì,decisión judicial,chamada de julgamento
strong conviction,坚定的信念,jiān dìng de xìn niàn,fuerte convicción,forte convicção
conviction that,坚信,jiān xìn,convicción de que,convicção de que
public sentiment,舆论,yú lùn,sentimiento público,sentimento público
sentiment toward,对,duì,sentimiento hacia,sentimento em relação a
positive attitude,积极的态度,jī jí de tài dù,actitud positiva,atitude positiva
attitude toward,对,duì,actitud hacia,atitude em relação a
strong belief,坚定的信念,jiān dìng de xìn niàn,creencia fuerte,crença forte
belief in,相信,xiāng xìn,creencia en,crença em
