english,chinese,pinyin,spanish,portuguese
toilet,厕所,cè suǒ,baño,banheiro
shower,淋浴,lín yù,ducha,chuveiro
bathtub,浴缸,yù gāng,bañera,banheira
soap,肥皂,féi zào,jabón,sabonete
shampoo,洗发水,xǐ fà shuǐ,champú,xampu
towel,毛巾,máo jīn,toalla,toalha
mirror,镜子,jìng zi,espejo,espelho
faucet,水龙头,shuǐ lóng tóu,grifo,torneira
drain,排水,pái shuǐ,drenaje,drenar
toothbrush,牙刷,yá shuā,cepillo de dientes,escova de dentes
toothpaste,牙膏,yá gāo,pasta de dientes,pasta de dente
razor,剃须刀,tì xū dāo,navaja de afeitar,navalha
comb,梳子,shū zi,peine,pente
brush,刷,shuā,cepillo,escova
tile,瓷砖,cí zhuān,azulejo,azulejo
mat,垫,diàn,estera,tapete
curtain,窗帘,chuāng lián,cortina,cortina
lotion,乳液,rǔ yè,loción,loção
plunger,柱塞,zhù sāi,émbolo,êmbolo
hamper,洗衣篮,xǐ yī lán,cesto de ropa sucia,cesto de roupa suja
flush the toilet,冲厕所,chōng cè suǒ,tirar la cadena del inodoro,dar descarga
toilet paper,卫生纸,wèi shēng zhǐ,papel higiénico,papel higiênico
hot shower,热水淋浴,rè shuǐ lín yù,ducha caliente,banho quente
shower head,淋浴喷头,lín yù pēn tóu,cabezal de ducha,chuveiro
in the bathtub,在浴缸里,zài yù gāng lǐ,en la bañera,na banheira
bathtub drain,浴缸排水,yù gāng pái shuǐ,desagüe de la bañera,ralo da banheira
bar of soap,肥皂,féi zào,pastilla de jabón,barra de sabonete
hand soap,洗手液,xǐ shǒu yè,jabón de manos,sabonete para as mãos
use shampoo,使用洗发水,shǐ yòng xǐ fà shuǐ,usar champú,usar shampoo
shampoo bottle,洗发水瓶,xǐ fà shuǐ píng,botella de champú,frasco de shampoo
bath towel,浴巾,yù jīn,toalla de baño,toalha de banho
hand towel,手巾,shǒu jīn,toalla de mano,toalha de mão
bathroom mirror,浴室镜子,yù shì jìng zi,espejo del baño,espelho do banheiro
mirror image,镜像,jìng xiàng,imagen reflejada,imagem espelhada
water faucet,水龙头,shuǐ lóng tóu,grifo de agua,torneira de água
faucet handle,水龙头把手,shuǐ lóng tóu bǎ shǒu,manija del grifo,puxador da torneira
floor drain,地漏,dì lòu,drenaje de piso,dreno de piso
drain pipe,排水管,pái shuǐ guǎn,tubería de drenaje,tubo de drenagem
electric toothbrush,电动牙刷,diàn dòng yá shuā,cepillo de dientes eléctrico,escova de dentes elétrica
new toothbrush,新牙刷,xīn yá shuā,cepillo de dientes nuevo,escova de dente nova
squeeze toothpaste,挤牙膏,jǐ yá gāo,exprimir la pasta de dientes,espremer pasta de dente
toothpaste tube,牙膏管,yá gāo guǎn,tubo de pasta de dientes,tubo de pasta de dente
safety razor,安全剃须刀,ān quán tì xū dāo,maquinilla de afeitar,aparelho de barbear
razor blade,剃须刀刀片,tì xū dāo dāo piàn,hoja de afeitar,lâmina de barbear
hair comb,发梳,fā shū,peine para el cabello,pente de cabelo
comb through,梳理,shū lǐ,peinar,pentear
hair brush,毛刷,máo shuā,cepillo de pelo,escova de cabelo
brush teeth,刷牙,shuā yá,cepillarse los dientes,escovar os dentes
floor tile,地砖,dì zhuān,baldosas,ladrilho
tile floor,瓷砖地板,cí zhuān dì bǎn,suelo de baldosas,piso de cerâmica
bath mat,浴室防滑垫,yù shì fáng huá diàn,alfombra de baño,tapete de banho
floor mat,地垫,dì diàn,estera del piso,tapete
shower curtain,浴帘,yù lián,cortina de ducha,cortina de chuveiro
curtain rod,窗帘杆,chuāng lián gān,barra de cortina,haste de cortina
body lotion,润肤露,rùn fū lù,loción corporal,loção corporal
lotion bottle,乳液瓶,rǔ yè píng,botella de loción,frasco de loção
toilet plunger,马桶柱塞,mǎ tǒng zhù sāi,desatascador de inodoro,desentupidor de vaso sanitário
plunger use,柱塞使用,zhù sāi shǐ yòng,uso del émbolo,uso do êmbolo
laundry hamper,洗衣篮,xǐ yī lán,cesto de ropa sucia,cesto de roupa suja
dirty hamper,脏篮子,zàng lán zi,cesto sucio,cesto sujo
