english,chinese,pinyin,spanish,portuguese
reaction,反应,fǎn yìng,reacción,reação
element,元素,yuán sù,elemento,elemento
compound,化合物,huà hé wù,compuesto,composto
molecule,分子,fèn zǐ,molécula,molécula
atom,原子,yuán zi,átomo,átomo
force,力,lì,fuerza,força
motion,运动,yùn dòng,movimiento,movimento
gravity,重力,zhòng lì,gravedad,gravidade
mass,质量,zhì liàng,masa,massa
velocity,速度,sù dù,velocidad,velocidade
wave,波,bō,onda,onda
radiation,辐射,fú shè,radiación,radiação
electricity,电力,diàn lì,electricidad,eletricidade
magnetic,磁性,cí xìng,magnético,magnético
particle,粒子,lì zi,partícula,partícula
nuclear,核,hé,nuclear,nuclear
formula,公式,gōng shì,fórmula,fórmula
pressure,压力,yā lì,presión,pressão
density,密度,mì dù,densidad,densidade
friction,摩擦,mó cā,fricción,fricção
chemical reaction,化学反应,huà xué fǎn yìng,reacción química,reação química
reaction time,反应时间,fǎn yìng shí jiān,tiempo de reacción,tempo de reação
chemical element,化学元素,huà xué yuán sù,elemento químico,elemento químico
element symbol,元素符号,yuán sù fú hào,símbolo del elemento,símbolo do elemento
chemical compound,化合物,huà hé wù,compuesto químico,composto químico
compound word,复合词,fù hé cí,palabra compuesta,palavra composta
water molecule,水分子,shuǐ fèn zi,molécula de agua,molécula de água
molecule structure,分子结构,fēn zǐ jié gòu,estructura de la molécula,estrutura da molécula
split atom,分裂原子,fēn liè yuán zi,dividir un átomo,dividir um átomo
atom particle,原子粒子,yuán zi lì zi,partícula atómica,partícula de átomo
physical force,物理力,wù lǐ lì,fuerza física,força física
force of nature,自然之力,zì rán zhī lì,fuerza de la naturaleza,força da natureza
constant motion,持续运动,chí xù yùn dòng,movimiento constante,movimento constante
motion picture,电影,diàn yǐng,película,filme
force of gravity,重力,zhòng lì,fuerza de gravedad,força da gravidade
gravity pull,引力,yǐn lì,atracción gravitacional,atração gravitacional
body mass,体重,tǐ zhòng,masa corporal,massa corporal
mass production,量产,liàng chǎn,producción en masa,produção em massa
high velocity,高速,gāo sù,alta velocidad,alta velocidade
velocity measurement,速度测量,sù dù cè liáng,medición de velocidad,medição de velocidade
sound wave,声波,shēng bō,onda sonora,onda sonora
wave energy,波浪能,bō làng néng,energía de las olas,energia das ondas
solar radiation,太阳辐射,tài yáng fú shè,radiación solar,radiação solar
radiation exposure,辐射暴露,fú shè bào lù,exposición a la radiación,exposição à radiação
generate electricity,发电,fā diàn,generar electricidad,gerar eletricidade
electricity bill,电费单,diàn fèi dān,factura de electricidad,conta de luz
magnetic field,磁场,cí chǎng,campo magnético,campo magnético
magnetic force,磁力,cí lì,fuerza magnética,força magnética
tiny particle,微小颗粒,wēi xiǎo kē lì,partícula diminuta,partícula minúscula
particle physics,粒子物理学,lì zi wù lǐ xué,física de partículas,física de partículas
nuclear energy,核能,hé néng,energía nuclear,energia nuclear
nuclear power,核电,hé diàn,energía nuclear,energia nuclear
chemical formula,化学式,huà xué shì,fórmula química,fórmula química
formula calculation,公式计算,gōng shì jì suàn,cálculo de fórmula,cálculo da fórmula
air pressure,气压,qì yā,presión del aire,pressão do ar
pressure drop,压降,yā jiàng,caída de presión,queda de pressão
population density,人口密度,rén kǒu mì dù,densidad de población,densidade populacional
density level,密度水平,mì dù shuǐ píng,nivel de densidad,nível de densidade
reduce friction,减少摩擦,jiǎn shǎo mó cā,reducir la fricción,reduzir o atrito
friction between,之间的摩擦力,zhī jiān de mó cā lì,fricción entre,atrito entre
