english,chinese,pinyin,spanish,portuguese
alliteration,头韵,tóu yùn,aliteración,aliteração
hyperbole,夸张,kuā zhāng,hipérbole,hipérbole
sarcasm,讽刺,fěng cì,sarcasmo,sarcasmo
personification,拟人化,nǐ rén huà,personificación,personificação
oxymoron,矛盾修饰法,máo dùn xiū shì fǎ,oxímoron,oxímoro
paradox,悖论,bèi lùn,paradoja,paradoxo
foreshadowing,预示,yù shì,presagio,prenúncio
flashback,闪回,shǎn huí,flashback,retrospectiva
allusion,典故,diǎn gù,alusión,alusão
symbolism,象征意义,xiàng zhēng yì yì,simbolismo,simbolismo
motif,主题,zhǔ tí,motivo,motivo
archetype,原型,yuán xíng,arquetipo,arquétipo
euphemism,委婉说法,wěi wǎn shuō fǎ,eufemismo,eufemismo
connotation,内涵,nèi hán,connotación,conotação
juxtaposition,并置,bìng zhì,yuxtaposición,justaposição
analogy,类比,lèi bǐ,analogía,analogia
understatement,轻描淡写,qīng miáo dàn xiě,litote,litote
onomatopoeia,象声词,xiàng shēng cí,onomatopeya,onomatopeia
assonance,协和,xié hé,asonancia,assonância
synecdoche,提喻,tí yù,sinécdoque,sinédoque
use alliteration,使用头韵,shǐ yòng tóu yùn,utilizar aliteración,usar aliteração
alliteration example,头韵示例,tóu yùn shì lì,ejemplo de aliteración,exemplo de aliteração
obvious hyperbole,明显夸张,míng xiǎn kuā zhāng,hipérbole obvia,hipérbole óbvia
hyperbole for,夸张用于,kuā zhāng yòng yú,hipérbole para,hipérbole para
dripping sarcasm,满是讽刺,mǎn shì fěng cì,goteando sarcasmo,pingando sarcasmo
sarcasm intended,讽刺的意思,fěng cì de yì si,sarcasmo intencionado,sarcasmo pretendido
use personification,使用拟人化,shǐ yòng nǐ rén huà,usar personificación,usar personificação
personification of,拟人化的,nǐ rén huà de,personificación de,personificação de
classic oxymoron,经典矛盾修辞,jīng diǎn máo dùn xiū cí,oxímoron clásico,oxímoro clássico
oxymoron like,矛盾修辞如,máo dùn xiū cí rú,oxímoron como,oxímoro como
apparent paradox,明显的悖论,míng xiǎn de bèi lùn,aparente paradoja,aparente paradoxo
paradox of,悖论的,bèi lùn de,paradoja de,paradoxo de
use foreshadowing,使用伏笔,shǐ yòng fú bǐ,utilizar presagio,usar prenúncio
foreshadowing events,预示事件,yù shì shì jiàn,presagios de eventos,prenunciando eventos
narrative flashback,叙事闪回,xù shì shǎn huí,flashback narrativo,flashback narrativo
flashback to,闪回,shǎn huí,flashback a,flashback de
literary allusion,文学典故,wén xué diǎn gù,alusión literaria,alusão literária
allusion to,暗示,àn shì,alusión a,alusão a
rich symbolism,丰富的象征意义,fēng fù de xiàng zhēng yì yì,rico simbolismo,rico simbolismo
symbolism in,象征于,xiàng zhēng yú,simbolismo en,simbolismo em
recurring motif,重复出现的主题,chóng fù chū xiàn de zhǔ tí,motivo recurrente,motivo recorrente
motif of,主题的,zhǔ tí de,motivo de,motivo de
hero archetype,英雄原型,yīng xióng yuán xíng,arquetipo de héroe,arquétipo do herói
archetype of,原型的,yuán xíng de,arquetipo de,arquétipo de
polite euphemism,礼貌委婉语,lǐ mào wěi wǎn yǔ,eufemismo cortés,eufemismo educado
euphemism for,委婉说法用于,wěi wǎn shuō fǎ yòng yú,eufemismo para,eufemismo para
negative connotation,负面含义,fù miàn hán yì,connotación negativa,conotação negativa
connotation of,内涵的,nèi hán de,connotación de,conotação de
stark juxtaposition,鲜明对比,xiān míng duì bǐ,yuxtaposición marcada,justaposição total
juxtaposition of,并置的,bìng zhì de,yuxtaposición de,justaposição de
useful analogy,有用的类比,yǒu yòng de lèi bǐ,analogía útil,analogia útil
analogy between,之间的类比,zhī jiān de lèi bǐ,analogía entre,analogia entre
deliberate understatement,故意轻描淡写,gù yì qīng miáo dàn xiě,subestimación deliberada,litote deliberada
understatement of,轻描淡写,qīng miáo dàn xiě,subestimación de,litote de
use onomatopoeia,使用象声词,shǐ yòng xiàng shēng cí,utilizar onomatopeya,usar onomatopeia
onomatopoeia like,象声词如,xiàng shēng cí rú,onomatopeya como,onomatopeia como
vowel assonance,元音协和,yuán yīn xié hé,asonancia vocal,assonância vocálica
assonance in,谐音于,xié yīn yú,asonancia en,assonância em
use synecdoche,使用提喻法,shǐ yòng tí yù fǎ,utilizar sinécdoque,usar sinédoque
synecdoche for,提喻,tí yù,sinécdoque para,sinédoque para
