english,chinese,pinyin,spanish,portuguese
beef,牛肉,niú ròu,carne de res,carne bovina
pork,猪肉,zhū ròu,cerdo,carne de porco
bacon,培根,péi gēn,tocino,bacon
pizza,披萨,pī sà,pizza,pizza
pasta,面食,miàn shí,pasta,macarrão
sandwich,三明治,sān míng zhì,sándwich,sanduíche
burger,汉堡,hàn bǎo,hamburguesa,hambúrguer
steak,牛排,niú pái,filete,bife
shrimp,虾,xiā,camarones,camarão
noodles,面条,miàn tiáo,fideos,macarrão
cereal,谷物,gǔ wù,cereales,cereais
yogurt,酸奶,suān nǎi,yogur,iogurte
butter,黄油,huáng yóu,mantequilla,manteiga
cream,奶油,nǎi yóu,crema,creme
sauce,酱,jiàng,salsa,molho
pepper,胡椒,hú jiāo,pimienta,pimenta
tomato,番茄,fān qié,tomate,tomate
lettuce,生菜,shēng cài,lechuga,alface
turkey,土耳其,tǔ ěr qí,pavo,peru
seafood,海鲜,hǎi xiān,mariscos,frutos do mar
ground beef,碎牛肉,suì niú ròu,carne molida,carne moída
beef stew,炖牛肉,dùn niú ròu,estofado de ternera,ensopado de carne
pork chop,猪排,zhū pái,chuleta de cerdo,costeleta de porco
pulled pork,拉猪肉,lā zhū ròu,cerdo desmenuzado,carne de porco desfiada
crispy bacon,脆皮培根,cuì pí péi gēn,tocino crujiente,bacon crocante
bacon and eggs,培根和鸡蛋,péi gēn hé jī dàn,tocino y huevos,bacon e ovos
cheese pizza,奶酪披萨,nǎi lào pī sà,pizza de queso,pizza de queijo
pizza slice,披萨片,pī sà piàn,porción de pizza,fatia de pizza
fresh pasta,新鲜意大利面,xīn xiān yì dà lì miàn,pasta fresca,massa fresca
pasta sauce,意大利面酱,yì dà lì miàn jiàng,salsa para pasta,molho para macarrão
ham sandwich,火腿三明治,huǒ tuǐ sān míng zhì,sándwich de jamón,sanduíche de presunto
sandwich bread,三明治面包,sān míng zhì miàn bāo,pan de sándwich,pão sanduíche
cheese burger,芝士汉堡,zhī shì hàn bǎo,hamburguesa con queso,hambúrguer de queijo
burger joint,汉堡店,hàn bǎo diàn,hamburguesería,hamburgueria
grilled steak,烤牛排,kǎo niú pái,filete a la parrilla,bife grelhado
steak house,牛排馆,niú pái guǎn,asador,churrascaria
fried shrimp,炸虾,zhá xiā,camarones fritos,camarão frito
shrimp cocktail,虾鸡尾酒,xiā jī wěi jiǔ,cóctel de camarones,coquetel de camarão
egg noodles,鸡蛋面,jī dàn miàn,fideos de huevo,macarrão de ovo
noodles soup,面条汤,miàn tiáo tāng,sopa de fideos,sopa de macarrão
breakfast cereal,早餐麦片,zǎo cān mài piàn,cereales para el desayuno,cereal matinal
cereal bowl,麦片碗,mài piàn wǎn,tazón de cereal,tigela de cereal
plain yogurt,原味酸奶,yuán wèi suān nǎi,yogur natural,iogurte natural
yogurt parfait,酸奶冻糕,suān nǎi dòng gāo,parfait de yogur,parfait de iogurte
peanut butter,花生酱,huā shēng jiàng,mantequilla de maní,manteiga de amendoim
butter knife,黄油刀,huáng yóu dāo,cuchillo de mantequilla,faca de manteiga
ice cream,冰淇淋,bīng qí lín,helado,sorvete
whipped cream,鲜奶油,xiān nǎi yóu,nata montada,chantilly
tomato sauce,番茄酱,fān qié jiàng,salsa de tomate,molho de tomate
hot sauce,辣酱,là jiàng,salsa picante,molho picante
black pepper,黑胡椒,hēi hú jiāo,pimienta negra,pimenta preta
salt and pepper,盐和胡椒,yán hé hú jiāo,sal y pimienta,sal e pimenta
fresh tomato,新鲜番茄,xīn xiān fān qié,tomate fresco,tomate fresco
tomato soup,番茄汤,fān qié tāng,sopa de tomate,sopa de tomate
iceberg lettuce,卷心生菜,juǎn xīn shēng cài,lechuga iceberg,alface americana
lettuce wrap,生菜卷,shēng cài juǎn,envoltura de lechuga,wrap de alface
roast turkey,烤火鸡,kǎo huǒ jī,pavo asado,peru assado
turkey sandwich,火鸡三明治,huǒ jī sān míng zhì,sándwich de pavo,sanduíche de peru
fresh seafood,新鲜海鲜,xīn xiān hǎi xiān,mariscos frescos,marisco fresco
seafood restaurant,海鲜餐厅,hǎi xiān cān tīng,restaurante de mariscos,restaurante de frutos do mar
