english,chinese,pinyin,spanish,portuguese
premise,前提,qián tí,premisa,premissa
reasoning,推理,tuī lǐ,razonamiento,raciocínio
fallacy,谬误,miù wù,falacia,falácia
refute,反驳,fǎn bó,refutar,refutar
rebut,反驳,fǎn bó,refutar,refutar
concede,承认,chéng rèn,conceder,conceder
contention,争用,zhēng yòng,contienda,contenção
antithesis,对立,duì lì,antítesis,antítese
persuade,说服,shuō fú,persuadir,persuadir
credibility,信誉,xìn yù,credibilidad,credibilidade
controversial,有争议,yǒu zhēng yì,controvertido,polêmico
subtle,微妙,wēi miào,sutil,sutil
assertion,断言,duàn yán,afirmación,afirmação
supposition,假设,jiǎ shè,suposición,suposição
generalization,概括,gài kuò,generalización,generalização
counterargument,反驳,fǎn bó,contraargumento,contra-argumento
rhetoric,修辞,xiū cí,retórica,retórica
eloquent,雄辩,xióng biàn,elocuente,eloquente
rebuttal,反驳,fǎn bó,refutación,refutação
proposition,提议,tí yì,proposición,proposição
basic premise,基本前提,jī běn qián tí,premisa básica,premissa básica
premise that,前提是,qián tí shì,premisa de que,premissa de que
logical reasoning,逻辑推理,luó jí tuī lǐ,razonamiento lógico,raciocínio lógico
reasoning behind,背后的推理,bèi hòu de tuī lǐ,razonamiento detrás,raciocínio por trás
logical fallacy,逻辑谬误,luó jí miù wù,falacia lógica,falácia lógica
fallacy in,中的谬误,zhōng de miù wù,falacia en,falácia em
refute argument,反驳论据,fǎn bó lùn jù,refutar el argumento,refutar argumento
refute claims,反驳主张,fǎn bó zhǔ zhāng,refutar afirmaciones,refutar afirmações
rebut criticism,反驳批评,fǎn bó pī píng,refutar las críticas,refutar críticas
rebut argument,反驳论据,fǎn bó lùn jù,argumento de refutación,refutar argumento
concede point,承认一点,chéng rèn yì diǎn,conceder punto,conceder ponto
concede that,承认,chéng rèn,conceder que,admita que
main contention,主要论点,zhǔ yào lùn diǎn,argumento principal,principal contenção
contention that,争论,zhēng lùn,argumento de que,afirmação de que
complete antithesis,完全对立,wán quán duì lì,antítesis completa,antítese completa
antithesis of,的对立面,de duì lì miàn,antítesis de,antítese de
persuade people,说服人们,shuō fú rén men,persuadir a la gente,persuadir as pessoas
persuade someone,说服某人,shuō fú mǒu rén,persuadir a alguien,convencer alguém
establish credibility,建立信誉,jiàn lì xìn yù,establecer credibilidad,estabelecer credibilidade
credibility of,的可信度,de kě xìn dù,credibilidad de,credibilidade de
controversial topic,有争议的话题,yǒu zhēng yì de huà tí,tema controvertido,tema polêmico
controversial issue,有争议的问题,yǒu zhēng yì de wèn tí,tema controvertido,assunto polêmico
subtle difference,细微差别,xì wēi chā bié,diferencia sutil,diferença sutil
subtle hint,微妙的暗示,wēi miào de àn shì,pista sutil,dica sutil
bold assertion,大胆断言,dà dǎn duàn yán,afirmación audaz,afirmação ousada
assertion that,断言,duàn yán,afirmación de que,afirmação de que
mere supposition,仅仅是假设,jǐn jǐn shì jiǎ shè,mera suposición,mera suposição
supposition that,假设,jiǎ shè,suposición de que,suposição que
broad generalization,广泛概括,guǎng fàn gài kuò,amplia generalización,ampla generalização
generalization about,关于...的概括,guān yú ... de gài kuò,generalización sobre,generalização sobre
strong counterargument,强烈反驳,qiáng liè fǎn bó,fuerte contraargumento,forte contra-argumento
counterargument to,对...的反驳,duì ... de fǎn bó,contraargumento a,contra-argumento para
political rhetoric,政治言论,zhèng zhì yán lùn,retórica política,retórica política
rhetoric of,的修辞,de xiū cí,retórica de,retórica de
eloquent speaker,雄辩的演讲者,xióng biàn de yǎn jiǎng zhě,orador elocuente,orador eloquente
eloquent speech,雄辩的演讲,xióng biàn de yǎn jiǎng,discurso elocuente,discurso eloquente
offer rebuttal,提供反驳,tí gōng fǎn bó,oferta de refutación,oferecer refutação
rebuttal to,反驳,fǎn bó,refutación a,refutação para
initial proposition,初步提议,chū bù tí yì,proposición inicial,proposta inicial
proposition that,提议,tí yì,propuesta que,proposição de que
