english,chinese,pinyin,spanish,portuguese
jump,跳,tiào,saltar,pular
leap,飞跃,fēi yuè,salto,salto
lift,电梯,diàn tī,ascensor,levantar
push,推,tuī,empujar,empurrar
pull,拉,lā,tirar,puxar
carry,携带,xié dài,llevar,carregar
roll,卷,juǎn,rodar,rolar
crawl,爬行,pá xíng,gatear,rastejar
reach,到达,dào dá,alcance,alcance
bend,弯曲,wān qū,doblar,dobrar
dash,破折号,pò zhé hào,guión,traço
ascend,提升,tí shēng,ascender,ascender
descend,下降,xià jiàng,descender,descer
hover,悬停,xuán tíng,flotar,pairar
glide,滑翔,huá xiáng,deslizarse,deslizar
drift,漂移,piāo yí,deriva,deriva
tumble,翻滚,fān gǔn,caer,tombo
gallop,驰骋,chí chěng,galopar,galope
sprint,冲刺,chōng cì,carrera de velocidad,corrida
waddle,摇摇晃晃,yáo yáo huàng huǎng,contonearse,gingado
jump up,跳起来,tiào qǐ lái,saltar,pular
jump high,跳高,tiào gāo,saltar alto,pular alto
leap forward,飞跃,fēi yuè,salto adelante,salto em frente
leap of faith,信仰之跃,xìn yǎng zhī yuè,acto de fe,salto de fé
lift up,举起,jǔ qǐ,levantar,levante
lift heavy,举起重物,jǔ qǐ zhòng wù,levantar objetos pesados ​​,levantar peso
push forward,向前推进,xiàng qián tuī jìn,seguir adelante,avançar
push back,推回,tuī huí,empujar hacia atrás,recuar
pull out,拉出来,lā chū lái,sacar,retirar
pull up,拉起,lā qǐ,levantarse,puxe para cima
carry forward,发扬光大,fā yáng guāng dà,llevar adelante,levar adiante
carry over,结转,jié zhuǎn,transferir,transportar
roll over,翻滚,fān gǔn,darse la vuelta,rolar
roll out,推出,tuī chū,desplegar,lançar
crawl around,爬行,pá xíng,gatear,rastejar
crawl through,爬过,pá guò,gatear,rastejar
reach out,伸出手,shēn chū shǒu,llegar,entre em contato
reach for,伸手去拿,shēn shǒu qù ná,alcanzar,alcançar
bend over,弯腰,wān yāo,inclinarse,curvar-se
bend down,弯下腰,wān xià yāo,agacharse,abaixe-se
make a dash,破折号,pò zhé hào,haz una carrera,faça um traço
dash away,冲走,chōng zǒu,huye,sair correndo
ascend slowly,缓慢上升,huǎn màn shàng shēng,ascender lentamente,subir lentamente
ascend the stairs,爬楼梯,pá lóu tī,subir las escaleras,subir as escadas
descend quickly,快速下降,kuài sù xià jiàng,descender rápidamente,desça rapidamente
descend the mountain,下山,xià shān,descender la montaña,descer a montanha
hover over,将鼠标悬停在,jiāng shǔ biāo xuán tíng zài,pasa el cursor sobre,passe o mouse sobre
hover around,上悬停在,shàng xuán tíng zài,flotar alrededor,passe o mouse
glide through,周围滑过,zhōu wéi huá guò,deslizarse,deslizar
glide across,滑过,huá guò,deslizarse,deslizar
drift away,渐行渐远,jiàn xíng jiàn yuǎn,alejarse,se afastar
drift off,渐行渐远,jiàn xíng jiàn yuǎn,quedarse dormido,adormecer
tumble down,跌倒,diē dǎo,caer,desabar
tumble over,翻倒,fān dǎo,caerse,tombar
gallop away,驰骋远方,chí chěng yuǎn fāng,galopar,galopar
horse gallop,马驰骋,mǎ chí chěng,galope del caballo,galope do cavalo
sprint fast,快速冲刺,kuài sù chōng cì,corre rápido,correr rápido
sprint to,冲刺到,chōng cì dào,correr a,correr para
waddle around,摇摇晃晃,yáo yáo huàng huǎng,contonearse,andar por aí
waddle like,像摇摇晃晃地,xiàng yáo yáo huàng huǎng dì,contonearse como,gingar como
