english,chinese,pinyin,spanish,portuguese
society,社会,shè huì,sociedad,sociedade
social,社交,shè jiāo,sociales,sociais
community,社区,shè qū,comunidad,comunidade
equality,平等,píng děng,igualdad,igualdade
inequality,不平等,bù píng děng,desigualdad,desigualdade
discrimination,歧视,qí shì,discriminación,discriminação
prejudice,偏见,piān jiàn,prejuicio,preconceito
poverty,贫穷,pín qióng,pobreza,pobreza
wealth,财富,cái fù,riqueza,riqueza
disparity,差距,chā jù,disparidad,disparidade
oppression,压迫,yā pò,opresión,opressão
diversity,多样性,duō yàng xìng,diversidad,diversidade
inclusion,包含,bāo hán,inclusión,inclusão
minority,少数派,shǎo shù pài,minoría,minoria
activism,行动主义,xíng dòng zhǔ yì,activismo,ativismo
protest,抗议,kàng yì,protesta,protesto
reform,改革,gǎi gé,reforma,reforma
welfare,福利,fú lì,bienestar,bem-estar
segregation,隔离,gé lí,segregación,segregação
marginalization,边缘化,biān yuán huà,marginación,marginalização
modern society,现代社会,xiàn dài shè huì,sociedad moderna,sociedade moderna
society as a whole,整个社会,zhěng gè shè huì,la sociedad en su conjunto,sociedade como um todo
social life,社交生活,shè jiāo shēng huó,vida social,vida social
social issue,社会问题,shè huì wèn tí,cuestión social,questão social
local community,当地社区,dāng dì shè qū,comunidad local,comunidade local
community service,社区服务,shè qū fú wù,servicio comunitario,serviço comunitário
gender equality,性别平等,xìng bié píng děng,igualdad de género,igualdade de género
equality for all,人人平等,rén rén píng děng,igualdad para todos,igualdade para todos
income inequality,收入不平等,shōu rù bù píng děng,desigualdad de ingresos,desigualdade de renda
inequality gap,不平等差距,bù píng děng chà jù,brecha de desigualdad,lacuna de desigualdade
racial discrimination,种族歧视,zhǒng zú qí shì,discriminación racial,discriminação racial
discrimination against,对...的歧视,duì ... de qí shì,discriminación contra,discriminação contra
personal prejudice,个人偏见,gè rén piān jiàn,prejuicio personal,preconceito pessoal
prejudice toward,对...的偏见,duì ... de piān jiàn,prejuicio hacia,preconceito em relação
extreme poverty,赤贫,chì pín,pobreza extrema,pobreza extrema
poverty level,贫困水平,pín kùn shuǐ píng,nivel de pobreza,nível de pobreza
accumulate wealth,积累财富,jī lěi cái fù,acumular riqueza,acumular riqueza
wealth distribution,财富分配,cái fù fēn pèi,distribución de la riqueza,distribuição de riqueza
wage disparity,工资差距,gōng zī chā jù,disparidad salarial,disparidade salarial
disparity between,之间的差距,zhī jiān de chā jù,disparidad entre,disparidade entre
fight oppression,反抗压迫,fǎn kàng yā pò,luchar contra la opresión,combater a opressão
oppression of,的压迫,de yā pò,opresión de,opressão de
cultural diversity,文化多样性,wén huà duō yàng xìng,diversidad cultural,diversidade cultural
diversity training,多元化培训,duō yuán huà péi xùn,formación en diversidad,formação em diversidade
promote inclusion,促进包容,cù jìn bāo róng,promover la inclusión,promover a inclusão
inclusion policy,包容政策,bāo róng zhèng cè,política de inclusión,política de inclusão
ethnic minority,少数民族,shǎo shù mín zú,minoría étnica,minoria étnica
minority group,少数群体,shǎo shù qún tǐ,grupo minoritario,grupo minoritário
political activism,政治活动主义,zhèng zhì huó dòng zhǔ yì,activismo político,ativismo político
activism movement,激进主义运动,jī jìn zhǔ yì yùn dòng,movimiento de activismo,movimento de ativismo
peaceful protest,和平抗议,hé píng kàng yì,protesta pacífica,protesto pacífico
protest march,抗议游行,kàng yì yóu xíng,marcha de protesta,marcha de protesto
social reform,社会改革,shè huì gǎi gé,reforma social,reforma social
reform policy,改革政策,gǎi gé zhèng cè,política de reforma,política de reforma
social welfare,社会福利,shè huì fú lì,bienestar social,bem-estar social
welfare program,福利计划,fú lì jì huà,programa de bienestar,programa de bem-estar
racial segregation,种族隔离,zhǒng zú gé lí,segregación racial,segregação racial
segregation era,种族隔离时代,zhǒng zú gé lí shí dài,era de la segregación,era da segregação
social marginalization,社会边缘化,shè huì biān yuán huà,marginación social,marginalização social
marginalization of,边缘化,biān yuán huà,marginalización de,marginalização de
