english,chinese,pinyin,spanish,portuguese
acquire,获取,huò qǔ,adquirir,adquirir
allocate,分配,fēn pèi,asignar,alocar
ascertain,确定,què dìng,determinar,verificar
assess,评估,píng gū,evaluar,avaliar
comprehensive,全面,quán miàn,integral,abrangente
constitute,构成,gòu chéng,constituir,constituem
demonstrate,演示,yǎn shì,demostrar,demonstrar
diminish,减少,jiǎn shǎo,disminuir,diminuir
expedite,加快,jiā kuài,acelerar,agilizar
enhance,增强,zēng qiáng,mejorar,melhorar
establish,建立,jiàn lì,establecer,estabelecer
adjudicate,裁决,cái jué,adjudicar,julgar
discernible,可辨识,kě biàn shí,discernible,discernível
facilitate,方便,fāng biàn,facilitar,facilitar
fundamental,基本,jī běn,fundamentales,fundamentais
formulate,制定,zhì dìng,formular,formular
replicate,复制,fù zhì,replicar,replicar
indicate,表示,biǎo shì,indicar,indicar
inherent,固有,gù yǒu,inherente,inerente
attain,达到,dá dào,alcanzar,atingir
acquire knowledge,获取知识,huò qǔ zhī shí,adquirir conocimientos,adquirir conhecimento
acquire skills,获得技能,huò dé jì néng,adquirir habilidades,adquirir competências
allocate resources,分配资源,fēn pèi zī yuán,asignar recursos,alocar recursos
allocate funds,分配资金,fēn pèi zī jīn,asignar fondos,atribuir fundos
ascertain facts,查明事实,chá míng shì shí,determinar los hechos,apurar fatos
ascertain whether,确定是否,què dìng shì fǒu,determinar si,verifique se
assess damage,评估损害,píng gū sǔn hài,evaluar los daños,avaliar os danos
assess needs,评估需求,píng gū xū qiú,evaluar las necesidades,avaliar necessidades
comprehensive review,全面审查,quán miàn shěn chá,revisión exhaustiva,revisão abrangente
comprehensive plan,综合计划,zōng hé jì huà,plan integral,plano abrangente
constitute violation,构成违法,gòu chéng wéi fǎ,constituye una violación,constituem violação
constitute grounds,构成理由,gòu chéng lǐ yóu,constituyen motivos,constituem motivos
demonstrate ability,展示能力,zhǎn shì néng lì,demostrar habilidad,demonstrar habilidade
demonstrate how,演示如何,yǎn shì rú hé,demostrar cómo,demonstrar como
gradually diminish,逐渐减少,zhú jiàn jiǎn shǎo,disminuir gradualmente,diminuir gradativamente
diminish importance,降低重要性,jiàng dī zhòng yào xìng,disminuir la importancia,diminuir importância
expedite process,加快流程,jiā kuài liú chéng,acelerar el proceso,agilizar processo
expedite delivery,加快交货,jiā kuài jiāo huò,acelerar la entrega,agilizar a entrega
enhance performance,提高性能,tí gāo xìng néng,mejorar el rendimiento,melhorar o desempenho
enhance quality,提升品质,tí shēng pǐn zhì,mejorar la calidad,melhorar a qualidade
establish connection,建立连接,jiàn lì lián jiē,establecer conexión,estabelecer conexão
establish guidelines,建立指导方针,jiàn lì zhǐ dǎo fāng zhēn,establecer directrices,estabelecer diretrizes
adjudicate dispute,裁决争议,cái jué zhēng yì,resolver disputa,julgar disputa
adjudicate claim,裁决索赔,cái jué suǒ péi,adjudicar reclamo,julgar a reclamação
discernible difference,明显的差异,míng xiǎn de chā yì,diferencia perceptible,diferença discernível
barely discernible,几乎看不出来,jī hū kàn bù chū lái,apenas perceptible,quase imperceptível
facilitate communication,方便沟通,fāng biàn gōu tōng,facilitar la comunicación,facilitar a comunicação
facilitate learning,方便学习,fāng biàn xué xí,facilitar el aprendizaje,facilitar a aprendizagem
fundamental principle,基本原则,jī běn yuán zé,principio fundamental,princípio fundamental
fundamental change,根本性的改变,gēn běn xìng de gǎi biàn,cambio fundamental,mudança fundamental
formulate plan,制定计划,zhì dìng jì huà,formular plan,formular plano
formulate strategy,制定策略,zhì dìng cè lüè,formular estrategia,formular estratégia
replicate results,复制结果,fù zhì jié guǒ,replicar resultados,replicar resultados
replicate experiment,重复实验,chóng fù shí yàn,replicar experimento,replicar experimento
indicate interest,表示兴趣,biǎo shì xìng qù,indicar interés,indicar interesse
indicate that,表明,biǎo míng,indicar que,indique que
inherent risk,固有风险,gù yǒu fēng xiǎn,riesgo inherente,risco inerente
inherent in,,,inherente a,inerente a
attain goal,固有的达到目标,gù yǒu de dá dào mù biāo,alcanzar la meta,atingir a meta
attain success,获得成功,huò dé chéng gōng,alcanzar el éxito,alcançar o sucesso
