english,chinese,pinyin,spanish,portuguese
cognitive,认知,rèn zhī,cognitivo,cognitivo
perception,感知,gǎn zhī,percepción,percepção
attention,注意,zhù yì,atención,atenção
memory,内存,nèi cún,memoria,memória
motivation,动机,dòng jī,motivación,motivação
behavior,行为,xíng wéi,comportamiento,comportamento
stimulus,刺激,cì jī,estímulo,estímulo
arousal,唤醒,huàn xǐng,excitación,excitação
reinforcement,加固,jiā gù,refuerzo,reforço
consciousness,意识,yì shí,conciencia,consciência
subconscious,潜意识,qián yì shí,subconsciente,subconsciente
instinct,本能,běn néng,instinto,instinto
developmental,发展,fā zhǎn,de desarrollo,desenvolvimentista
behavioral,行为,xíng wéi,conductual,comportamental
emotional,情感,qíng gǎn,emocional,emocional
sensory,感官,gǎn guān,sensorial,sensorial
bias,偏见,piān jiàn,sesgo,preconceito
placebo,安慰剂,ān wèi jì,placebo,placebo
conditioning,调理,tiáo lǐ,acondicionamiento,condicionamento
psyche,心灵,xīn líng,psique,psique
cognitive ability,认知能力,rèn zhī néng lì,capacidad cognitiva,capacidade cognitiva
cognitive development,认知发展,rèn zhī fā zhǎn,desarrollo cognitivo,desenvolvimento cognitivo
visual perception,视觉感知,shì jué gǎn zhī,percepción visual,percepção visual
perception of,对,duì,percepción de,percepção de
center of attention,的看法关注中心,de kàn fǎ guān zhù zhōng xīn,centro de atención,centro das atenções
attention span,注意力持续时间,zhù yì lì chí xù shí jiān,capacidad de atención,capacidade de atenção
short-term memory,短期记忆,duǎn qī jì yì,memoria a corto plazo,memória de curto prazo
memory loss,记忆丧失,jì yì sàng shī,pérdida de memoria,perda de memória
intrinsic motivation,内在动机,nèi zài dòng jī,motivación intrínseca,motivação intrínseca
motivation to,,,motivación para,motivação para
human behavior,的动机人类行为,de dòng jī rén lèi xíng wéi,comportamiento humano,comportamento humano
behavior pattern,行为模式,xíng wéi mó shì,patrón de comportamiento,padrão de comportamento
external stimulus,外部刺激,wài bù cì jī,estímulo externo,estímulo externo
stimulus response,刺激反应,cì jī fǎn yìng,respuesta al estímulo,resposta ao estímulo
emotional arousal,情绪唤起,qíng xù huàn qǐ,excitación emocional,excitação emocional
arousal level,唤醒水平,huàn xǐng shuǐ píng,nivel de excitación,nível de excitação
positive reinforcement,正强化,zhèng qiáng huà,refuerzo positivo,reforço positivo
reinforcement learning,强化学习,qiáng huà xué xí,aprendizaje por refuerzo,aprendizagem por reforço
state of consciousness,意识状态,yì shí zhuàng tài,estado de conciencia,estado de consciência
consciousness level,意识水平,yì shí shuǐ píng,nivel de conciencia,nível de consciência
subconscious mind,潜意识,qián yì shí,mente subconsciente,mente subconsciente
subconscious thought,潜意识思维,qián yì shí sī wéi,pensamiento subconsciente,pensamento subconsciente
basic instinct,基本本能,jī běn běn néng,instinto básico,instinto básico
instinct to,本能地,běn néng dì,instinto de,instinto de
developmental stage,发育阶段,fā yù jiē duàn,etapa de desarrollo,estágio de desenvolvimento
developmental psychology,发展心理学,fā zhǎn xīn lǐ xué,psicología del desarrollo,psicologia do desenvolvimento
behavioral therapy,行为疗法,xíng wéi liáo fǎ,terapia conductual,terapia comportamental
behavioral change,行为改变,xíng wéi gǎi biàn,cambio de comportamiento,mudança comportamental
emotional response,情绪反应,qíng xù fǎn yìng,respuesta emocional,resposta emocional
emotional intelligence,情商,qíng shāng,inteligencia emocional,inteligência emocional
sensory input,感觉输入,gǎn jué shū rù,entrada sensorial,entrada sensorial
sensory perception,感官知觉,gǎn guān zhī jué,percepción sensorial,percepção sensorial
confirmation bias,确认偏差,què rèn piān chā,sesgo de confirmación,viés de confirmação
bias toward,偏向,piān xiàng,sesgo hacia,tendência para
placebo effect,安慰剂效应,ān wèi jì xiào yìng,efecto placebo,efeito placebo
placebo group,安慰剂组,ān wèi jì zǔ,grupo placebo,grupo placebo
classical conditioning,经典条件反射,jīng diǎn tiáo jiàn fǎn shè,condicionamiento clásico,condicionamento clássico
conditioning process,调理过程,tiáo lǐ guò chéng,proceso de acondicionamiento,processo de condicionamento
human psyche,人类心理,rén lèi xīn lǐ,psique humana,psique humana
psyche of,的心理,de xīn lǐ,psique de,psique de
