english,chinese,pinyin,spanish,portuguese
frustrated,沮丧,jǔ sàng,frustrado,frustrado
disappointed,失望,shī wàng,decepcionado,desapontado
embarrassed,尴尬,gān gà,avergonzado,envergonhado
jealous,嫉妒,jí dù,celoso,ciúmes
stressed,有压力,yǒu yā lì,estresado,estressado
relaxed,放松,fàng sōng,relajado,relaxado
hopeful,充满希望,chōng mǎn xī wàng,esperanzado,esperançoso
annoyed,生气,shēng qì,molesto,irritado
amazed,惊讶,jīng yà,asombrado,maravilhado
shocked,震惊,zhèn jīng,sorprendido,chocado
terrified,害怕,hài pà,aterrorizado,apavorado
delighted,很高兴,hěn gāo xìng,encantada,encantado
miserable,悲惨,bēi cǎn,miserable,miserável
cheerful,开朗,kāi lǎng,alegre,alegre
relieved,松了口气,sōng le kǒu qì,aliviado,aliviado
grateful,感激不尽,gǎn jī bù jìn,agradecido,grato
enthusiastic,热情,rè qíng,entusiasta,entusiasmado
overwhelmed,不知所措,bù zhī suǒ cuò,abrumado,sobrecarregado
nostalgic,怀旧,huái jiù,nostálgico,nostálgico
irritated,恼怒,nǎo nù,irritado,irritado
feel frustrated,感到沮丧,gǎn dào jǔ sàng,sentirse frustrado,me sinto frustrado
so frustrated,好沮丧,hǎo jǔ sàng,tan frustrado,tão frustrado
very disappointed,非常失望,fēi cháng shī wàng,muy decepcionado,muito decepcionado
disappointed in,失望,shī wàng,decepcionado,decepcionado com
feel embarrassed,感到尴尬,gǎn dào gān gà,sentirse avergonzado,sinto vergonha
embarrassed about,尴尬,gān gà,avergonzado por,envergonhado com
feel jealous,感到嫉妒,gǎn dào jí dù,sentir celos,sinto ciúmes
jealous of,嫉妒,jí dù,celoso de,ciúmes de
feel stressed,感到压力,gǎn dào yā lì,sentirse estresado,me sinto estressado
stressed out,压力重重,yā lì chóng chóng,estresado,estressado
feel relaxed,感觉轻松,gǎn jué qīng sōng,sentirse relajado,sinta-se relaxado
very relaxed,很放松,hěn fàng sōng,muy relajado,muito relaxado
feel hopeful,感到充满希望,gǎn dào chōng mǎn xī wàng,sentir esperanza,sinta-se esperançoso
hopeful for,充满希望,chōng mǎn xī wàng,esperanzado para,esperançoso para
feel annoyed,感到恼火,gǎn dào nǎo huǒ,sentirse molesto,me sinto irritado
annoyed with,生气,shēng qì,molesto con,irritado com
feel amazed,感到惊讶,gǎn dào jīng yà,siéntete asombrado,fique maravilhado
amazed by,惊讶于,jīng yà yú,asombrado por,maravilhado com
feel shocked,感到震惊,gǎn dào zhèn jīng,sentirme en shock,sinto-me chocado
shocked by,震惊,zhèn jīng,sorprendido por,chocado com
feel terrified,感到害怕,gǎn dào hài pà,sentirse aterrorizado,sinto medo
terrified of,害怕,hài pà,aterrorizado de,com medo de
feel delighted,感到高兴,gǎn dào gāo xìng,siéntete encantado,sinta-se encantado
absolutely delighted,绝对高兴,jué duì gāo xìng,absolutamente encantado,absolutamente encantada
feel miserable,感觉很痛苦,gǎn jué hěn tòng kǔ,sentirme miserable,me sinto infeliz
look miserable,看起来很惨,kàn qǐ lái hěn cǎn,luce miserable,parece miserável
feel cheerful,心情愉悦,xīn qíng yú yuè,sentirme alegre,sinta-se alegre
cheerful mood,心情愉悦,xīn qíng yú yuè,humor alegre,humor alegre
feel relieved,放心,fàng xīn,sentirme aliviado,sinta-se aliviado
so relieved,如此释然,rú cǐ shì rán,tan aliviado,tão aliviado
feel grateful,心存感激,xīn cún gǎn jī,sentirte agradecido,sinta-se grato
grateful for,感激,gǎn jī,agradecido por,grato por
feel enthusiastic,感到热情,gǎn dào rè qíng,sentir entusiasmo,sinta-se entusiasmado
enthusiastic about,热衷于,rè zhōng yú,entusiasmado con,entusiasmado com
feel overwhelmed,感到不知所措,gǎn dào bù zhī suǒ cuò,sentirse abrumado,me sinto sobrecarregado
overwhelmed by,不知所措,bù zhī suǒ cuò,abrumado por,oprimido por
feel nostalgic,怀旧的感觉,huái jiù de gǎn jué,siento nostalgia,sinto nostalgia
nostalgic for,怀念,huái niàn,nostálgico por,nostálgico por
feel irritated,感到恼火,gǎn dào nǎo huǒ,sentirse irritado,me sinto irritado
irritated by,激怒了,jī nù le,irritado por,irritado com
