english,chinese,pinyin,spanish,portuguese
healthy,健康,jiàn kāng,saludable,saudável
pain,疼痛,téng tòng,dolor,dor
headache,头痛,tóu tòng,dolor de cabeza,dor de cabeça
fever,发烧,fā shāo,fiebre,febre
chills,发冷,fā lěng,escalofríos,arrepios
flu,流感,liú gǎn,gripe,gripe
cough,咳嗽,ké sòu,tos,tosse
medicine,医学,yī xué,medicina,medicina
pill,丸,wán,pastilla,pílula
appointment,预约,yù yuē,cita,nomeação
prescription,处方,chǔ fāng,prescripción,prescrição
diet,饮食,yǐn shí,dieta,dieta
vitamin,维生素,wéi shēng sù,vitamina,vitamina
injury,伤害,shāng hài,lesión,lesão
bandage,绷带,bēng dài,vendaje,curativo
sore,疼痛,téng tòng,dolorido,dolorido
ailment,疾病,jí bìng,dolencia,doença
nausea,恶心,ě xīn,náuseas,náusea
fatigue,疲劳,pí láo,fatiga,fadiga
swelling,肿胀,zhǒng zhàng,hinchazón,inchaço
stay healthy,保持健康,bǎo chí jiàn kāng,mantente saludable,mantenha-se saudável
healthy food,健康食品,jiàn kāng shí pǐn,comida sana,alimentação saudável
back pain,背痛,bèi tòng,dolor de espalda,dor nas costas
pain relief,缓解疼痛,huǎn jiě téng tòng,alivio del dolor,alívio da dor
bad headache,头痛得厉害,tóu tòng dé lì hài,fuerte dolor de cabeza,forte dor de cabeça
headache medicine,头痛药,tóu tòng yào,medicamento para el dolor de cabeza,remédio para dor de cabeça
high fever,高烧,gāo shāo,fiebre alta,febre alta
fever broke,发烧退了,fā shāo tuì le,la fiebre desapareció,a febre baixou
cold chills,寒意袭来,hán yì xí lái,escalofríos,calafrios
chills and fever,发冷和发烧,fā lěng hé fā shāo,escalofríos y fiebre,calafrios e febre
catch the flu,感染流感,gǎn rǎn liú gǎn,coger la gripe,pegar gripe
flu season,流感季节,liú gǎn jì jié,temporada de gripe,temporada de gripe
dry cough,干咳,gān ké,tos seca,tosse seca
cough medicine,止咳药,zhǐ ké yào,medicamento para la tos,remédio para tosse
take medicine,吃药,chī yào,tomar medicamentos,tomar remédio
medicine cabinet,医药柜,yī yào guì,botiquín,armário de remédios
take a pill,吃一颗药,chī yī kē yào,toma una pastilla,tome um comprimido
sleeping pill,安眠药,ān mián yào,pastilla para dormir,comprimido para dormir
doctor appointment,预约医生,yù yuē yī shēng,cita con el médico,consulta médica
appointment time,预约时间,yù yuē shí jiān,hora de la cita,hora marcada
need a prescription,需要处方,xū yào chǔ fāng,necesito una receta,preciso de receita médica
prescription drug,处方药,chǔ fāng yào,medicamento recetado,medicamento prescrito
healthy diet,健康饮食,jiàn kāng yǐn shí,dieta saludable,alimentação saudável
diet plan,饮食计划,yǐn shí jì huà,plan de dieta,plano de dieta
take vitamin,服用维生素,fú yòng wéi shēng sù,tomar vitamina,tomar vitamina
vitamin supplement,补充维生素,bǔ chōng wéi shēng sù,suplemento vitamínico,suplemento vitamínico
minor injury,轻伤,qīng shāng,lesión menor,lesão leve
injury report,受伤报告,shòu shāng bào gào,informe de lesiones,relatório de lesões
apply bandage,包扎绷带,bāo zā bēng dài,aplicar vendaje,aplicar curativo
bandage wound,包扎伤口,bāo zā shāng kǒu,herida de vendaje,ferida de curativo
sore throat,喉咙痛,hóu lóng tòng,dolor de garganta,dor de garganta
sore muscle,肌肉酸痛,jī ròu suān tòng,dolor muscular,músculo dolorido
common ailment,常见病,cháng jiàn bìng,dolencia común,doença comum
minor ailment,小病,xiǎo bìng,dolencia menor,doença leve
feel nausea,感到恶心,gǎn dào ě xīn,siente náuseas,sinto náusea
nausea medicine,恶心药,ě xīn yào,medicamento para las náuseas,remédio para náusea
chronic fatigue,慢性疲劳,màn xìng pí láo,fatiga crónica,fadiga crônica
fatigue syndrome,疲劳综合症,pí láo zōng hé zhèng,síndrome de fatiga,síndrome da fadiga
reduce swelling,减少肿胀,jiǎn shǎo zhǒng zhàng,reducir la hinchazón,reduzir o inchaço
swelling down,肿胀,zhǒng zhàng,hinchandose,inchando
