english,chinese,pinyin,spanish,portuguese
doctor,医生,yī shēng,médico,médico
nurse,护士,hù shì,enfermera,enfermeira
teacher,老师,lǎo shī,maestro,professora
lawyer,律师,lǜ shī,abogado,advogado
engineer,工程师,gōng chéng shī,ingeniero,engenheiro
manager,经理,jīng lǐ,gerente,gerente
chef,厨师,chú shī,cocinero,chef
waiter,服务员,fú wù yuán,camarero,garçom
police,警察,jǐng chá,policía,polícia
firefighter,消防员,xiāo fáng yuán,bombero,bombeiro
scientist,科学家,kē xué jiā,científico,cientista
accountant,会计师,kuài jì shī,contador,contador
secretary,秘书,mì shū,secretaria,secretária
worker,工人,gōng rén,trabajador,trabalhador
employee,员工,yuán gōng,empleado,funcionário
boss,老板,lǎo bǎn,jefe,chefe
farmer,农民,nóng mín,granjero,agricultor
banker,银行家,yín háng jiā,banquero,banqueiro
pharmacist,药剂师,yào jì shī,farmacéutico,farmacêutico
librarian,图书管理员,tú shū guǎn lǐ yuán,bibliotecario,bibliotecária
see a doctor,看医生,kàn yī shēng,ver a un medico,consulte um médico
doctor visit,医生就诊,yī shēng jiù zhěn,visita al médico,consulta médica
head nurse,护士长,hù shì zhǎng,jefa de enfermería,enfermeira-chefe
nurse station,护士站,hù shì zhàn,estación de enfermería,posto de enfermagem
school teacher,学校老师,xué xiào lǎo shī,profesor de escuela,professora
teacher training,教师培训,jiào shī péi xùn,formación docente,formação de professores
good lawyer,好律师,hǎo lǜ shī,buen abogado,bom advogado
lawyer fee,律师费,lǜ shī fèi,honorarios de abogado,honorários advocatícios
software engineer,软件工程师,ruǎn jiàn gōng chéng shī,ingeniero de software,engenheiro de software
civil engineer,土木工程师,tǔ mù gōng chéng shī,ingeniero civil,engenheiro civil
general manager,总经理,zǒng jīng lǐ,director general,gerente geral
store manager,店长,diàn zhǎng,gerente de tienda,gerente de loja
head chef,主厨,zhǔ chú,jefe de cocina,chefe de cozinha
chef hat,厨师帽,chú shī mào,gorro de cocinero,chapéu de chef
friendly waiter,友好的服务员,yǒu hǎo de fú wù yuán,camarero amable,garçom simpático
waiter service,服务员服务,fú wù yuán fú wù,servicio de camarero,serviço de garçom
police officer,警察,jǐng chá,oficial de policía,policial
police station,警察局,jǐng chá jú,comisaría,delegacia
brave firefighter,勇敢的消防员,yǒng gǎn de xiāo fáng yuán,valiente bombero,corajoso bombeiro
firefighter truck,消防车,xiāo fáng chē,camión de bomberos,caminhão bombeiro
research scientist,研究科学家,yán jiū kē xué jiā,científico investigador,cientista pesquisador
scientist discovery,科学家发现,kē xué jiā fā xiàn,descubrimiento científico,descoberta do cientista
certified accountant,注册会计师,zhù cè kuài jì shī,contador certificado,contabilista certificado
accountant job,会计工作,kuài jì gōng zuò,trabajo de contador,trabalho de contador
office secretary,办公室秘书,bàn gōng shì mì shū,secretaria de oficina,secretária de escritório
secretary desk,秘书桌,mì shū zhuō,escritorio de secretaria,secretária
hard worker,勤奋的人,qín fèn de rén,trabajador,trabalhador esforçado
construction worker,建筑工人,jiàn zhù gōng rén,trabajador de la construcción,trabalhador da construção civil
new employee,新员工,xīn yuán gōng,nuevo empleado,novo funcionário
employee benefits,员工福利,yuán gōng fú lì,beneficios para empleados,benefícios aos empregados
big boss,大老板,dà lǎo bǎn,gran jefe,chefão
boss lady,老板娘,lǎo bǎn niáng,jefa,senhora chefe
local farmer,当地农民,dāng dì nóng mín,agricultor local,agricultor local
farmer market,农贸市场,nóng mào shì chǎng,mercado de agricultores,mercado agrícola
bank banker,银行银行家,yín háng yín háng jiā,banquero de banco,banqueiro
investment banker,投资银行家,tóu zī yín háng jiā,banquero de inversiones,banqueiro de investimento
local pharmacist,当地药剂师,dāng dì yào jì shī,farmacéutico local,farmacêutico local
pharmacist advice,药剂师建议,yào jì shī jiàn yì,consejo farmacéutico,aconselhamento farmacêutico
school librarian,学校图书馆员,xué xiào tú shū guǎn yuán,bibliotecario escolar,bibliotecária escolar
librarian desk,图书管理员办公桌,tú shū guǎn lǐ yuán bàn gōng zhuō,escritorio de bibliotecario,mesa do bibliotecário
