english,chinese,pinyin,spanish,portuguese
clothes,衣服,yī fú,ropa,roupas
shirt,衬衫,chèn shān,camisa,camisa
pants,裤子,kù zi,pantalones,calças
dress,连衣裙,lián yī qún,vestido,vestido
jacket,夹克,jiá kè,chaqueta,jaqueta
coat,外套,wài tào,abrigo,casaco
shoes,鞋,xié,zapatos,sapatos
socks,袜子,wà zi,calcetines,meias
hat,帽子,mào zi,sombrero,chapéu
bag,包,bāo,bolsa,bolsa
size,尺寸,chǐ cùn,tamaño,tamanho
pocket,口袋,kǒu dài,bolsillo,bolso
jeans,牛仔裤,niú zǎi kù,vaqueros,jeans
sweater,毛衣,máo yī,suéter,suéter
boots,靴子,xuē zi,botas,botas
glasses,眼镜,yǎn jìng,gafas,óculos
comfortable,舒适,shū shì,cómodo,confortável
button,按钮,àn niǔ,botón,botão
fashion,时尚,shí shàng,moda,moda
outfit,服装,fú zhuāng,traje,roupa
new clothes,新衣服,xīn yī fú,ropa nueva,roupas novas
clothes shopping,买衣服,mǎi yī fú,compras de ropa,compras de roupas
white shirt,白衬衫,bái chèn shān,camisa blanca,camisa branca
shirt size,衬衫尺码,chèn shān chǐ mǎ,talla de camisa,tamanho da camisa
long pants,长裤,cháng kù,pantalones largos,calças compridas
pants pocket,裤子口袋,kù zi kǒu dài,bolsillo del pantalón,bolso da calça
nice dress,漂亮的衣服,piào liàng de yī fú,bonito vestido,lindo vestido
dress up,打扮,dǎ bàn,vestirse,vestir-se
leather jacket,皮夹克,pí jiā kè,chaqueta de cuero,jaqueta de couro
jacket pocket,夹克口袋,jiá kè kǒu dài,bolsillo de la chaqueta,bolso da jaqueta
winter coat,冬季外套,dōng jì wài tào,abrigo de invierno,casaco de inverno
coat hanger,衣架,yī jià,perchero,cabide
new shoes,新鞋,xīn xié,zapatos nuevos,sapatos novos
dress shoes,正装鞋,zhèng zhuāng xié,zapatos de vestir,sapatos sociais
white socks,白袜子,bái wà zi,calcetines blancos,meias brancas
dirty socks,脏袜子,zàng wà zi,calcetines sucios,meias sujas
sun hat,太阳帽,tài yáng mào,sombrero para el sol,chapéu de sol
hat size,帽子尺寸,mào zi chǐ cùn,talla de sombrero,tamanho do chapéu
hand bag,手提包,shǒu tí bāo,bolso de mano,bolsa de mão
shopping bag,购物袋,gòu wù dài,bolsa de compras,sacola de compras
what size,什么尺寸,shén me chǐ cùn,que talla,qual tamanho
size matters,尺寸很重要,chǐ cùn hěn zhòng yào,el tamaño importa,o tamanho importa
back pocket,后袋,hòu dài,bolsillo trasero,bolso traseiro
pocket money,零用钱,líng yòng qián,dinero de bolsillo,dinheiro de bolso
blue jeans,蓝色牛仔裤,lán sè niú zǎi kù,vaqueros azules,calça jeans
jeans jacket,牛仔外套,niú zǎi wài tào,chaqueta vaquera,jaqueta jeans
warm sweater,保暖毛衣,bǎo nuǎn máo yī,suéter cálido,suéter quentinho
sweater weather,毛衣天气,máo yī tiān qì,clima del suéter,clima de suéter
rain boots,雨鞋,yǔ xié,botas de lluvia,botas de chuva
hiking boots,登山靴,dēng shān xuē,botas de montaña,botas de caminhada
reading glasses,老花镜,lǎo huā jìng,gafas de lectura,óculos de leitura
sun glasses,太阳镜,tài yáng jìng,gafas de sol,óculos de sol
very comfortable,很舒服,hěn shū fú,muy comodo,muito confortável
comfortable shoes,舒适的鞋子,shū shì de xié zi,zapatos cómodos,sapatos confortáveis ​​
shirt button,衬衫纽扣,chèn shān niǔ kòu,botón de la camisa,botão de camisa
button up,按钮向上,àn niǔ xiàng shàng,abotonar,abotoe
high fashion,高级时装,gāo jí shí zhuāng,alta costura,alta moda
fashion show,时装秀,shí zhuāng xiù,desfile de moda,desfile de moda
nice outfit,漂亮的衣服,piào liàng de yī fú,bonito traje,roupa bonita
outfit of the day,当天的服装,dàng tiān de fú zhuāng,traje del dia,roupa do dia
