english,chinese,pinyin,spanish,portuguese
a,一个,yí gè,a,um
an,一个,yí gè,un,um
the,这,zhè,el,o
this,这,zhè,este,esse
that,那,nà,eso,que
these,这些,zhè xiē,estos,esses
those,那些,nà xiē,aquellos,aqueles
any,任何,rèn hé,cualquier,qualquer
every,每一个,měi yí gè,cada,todo
each,每个,měi gè,cada,cada
all,全部,quán bù,todo,todos
both,两个都,liǎng gè dōu,ambos,ambos
either,任何一个,rèn hé yí gè,cualquiera,qualquer
neither,两者都不,liǎng zhě dōu bù,ninguno,nenhum
another,其他,qí tā,otro,outro
other,其他,qí tā,otro,outro
such,这样的,zhè yàng de,semejante,tal
own,自己的,zì jǐ de,propio,próprio
former,以前的,yǐ qián de,anterior,antigo
latter,后者,hòu zhě,último,último
a lot,很多,hěn duō,mucho,bastante
a few,几个,jǐ gè,algunos,um pouco
an hour,一个小时,yí gè xiǎo shí,una hora,uma hora
an apple,一个苹果,yí gè píng guǒ,una manzana,uma maçã
the same,相同,xiāng tóng,lo mismo,o mesmo
the best,最好的,zuì hǎo de,el mejor,o melhor
this time,这次,zhè cì,esta vez,desta vez
this way,这边走,zhè biān zǒu,Por aquí,Por aqui
like that,像这样,xiàng zhè yàng,así,assim
that way,那样,nà yàng,de esa manera,daquele jeito
these days,这些日子,zhè xiē rì zi,estos días,hoje em dia
these things,这些东西,zhè xiē dōng xī,estas cosas,essas coisas
those days,那些日子,nà xiē rì zi,esos dias,aqueles dias
those people,那些人,nà xiē rén,esas personas,aquelas pessoas
any time,任何时间,rèn hé shí jiān,en cualquier momento,a qualquer momento
any questions,有任何问题,yǒu rèn hé wèn tí,cualquier pregunta,alguma dúvida
every day,每天,měi tiān,cada día,diariamente
every time,每次,měi cì,cada vez,toda vez
each other,彼此,bǐ cǐ,entre sí,uns aos outros
each one,每一个,měi yí gè,cada persona,cada um
all the time,一直,yì zhí,todo el tiempo,o tempo todo
all day,一整天,yī zhěng tiān,todo el día,o dia todo
both of us,我们俩,wǒ men liǎ,nosotros dos,nós dois
both ways,双向,shuāng xiàng,en ambos sentidos,ambos os lados
either way,无论哪种方式,wú lùn nǎ zhǒng fāng shì,de cualquier manera,de qualquer jeito
either one,任一,rèn yī,cada uno,qualquer um
neither one,两者都不是,liǎng zhě dōu bú shì,ninguno de los dos,nenhum dos dois
neither here nor there,不着边际,bù zhuó biān jì,ni aquí ni allá,nem aqui nem ali
another time,另一次,lìng yī cì,otra vez,outra hora
one another,彼此,bǐ cǐ,unos y otros,um ao outro
the other day,日前,rì qián,el otro día,outro dia
other than,以外,yǐ wài,otro que,além de
such as,例如,lì rú,como,como
such a thing,这样的事,zhè yàng de shì,tal cosa,tal coisa
my own,我自己的,wǒ zì jǐ de,mio,meu
on your own,靠你自己,kào nǐ zì jǐ,por tu cuenta,por conta própria
former president,前总统,qián zǒng tǒng,ex-presidente,ex-presidente
former student,以前的学生,yǐ qián de xué shēng,ex alumno,ex-aluno
the latter,后者,hòu zhě,este último,esta última
latter part,后半部分,hòu bàn bù fèn,última parte,última parte
