english,chinese,pinyin,spanish,portuguese
salient,突出,tū chū,saliente,saliente
tenuous,脆弱,cuì ruò,tenue,tênue
arbitrary,任意,rèn yì,arbitrario,arbitrário
coherent,连贯,lián guàn,coherente,coerente
consistent,一致,yí zhì,consistente,consistente
contrary,相反,xiāng fǎn,contrario,contrário
conventional,常规,cháng guī,convencional,convencional
cumulative,累计,lěi jì,acumulativo,cumulativo
decisive,果断,guǒ duàn,decisivo,decisivo
definitive,明确,míng què,definitivo,definitivo
discrete,离散,lí sàn,discreto (separado),discreto (separado)
diverse,多样化,duō yàng huà,diversos,diversos
dominant,主导,zhǔ dǎo,dominante,dominante
empirical,经验,jīng yàn,empírico,empírico
explicit,显式,xiǎn shì,explícito,explícito
external,外部,wài bù,externo,externo
finite,有限,yǒu xiàn,finito,finito
holistic,整体,zhěng tǐ,holístico,holístico
implicit,隐式,yǐn shì,implícito,implícito
tangential,无关紧要的,wú guān jǐn yào de,tangencial,tangencial
salient point,突出点,tū chū diǎn,punto saliente,ponto saliente
salient feature,显着特点,xiǎn zhe tè diǎn,característica destacada,característica saliente
tenuous connection,脆弱的连接,cuì ruò de lián jiē,conexión tenue,conexão tênue
tenuous link,脆弱的链接,cuì ruò de liàn jiē,vínculo tenue,link tênue
arbitrary decision,任意决定,rèn yì jué dìng,decisión arbitraria,decisão arbitrária
arbitrary rule,任意规则,rèn yì guī zé,regla arbitraria,regra arbitrária
coherent argument,连贯的论证,lián guàn de lùn zhèng,argumento coherente,argumento coerente
coherent plan,连贯的计划,lián guàn de jì huà,plan coherente,plano coerente
consistent with,与,yǔ,consistente con,consistente com
consistent performance,一致的性能,yí zhì de xìng néng,rendimiento consistente,desempenho consistente
contrary to,与,yǔ,contrario a,contrário a
contrary opinion,相反的意见,xiāng fǎn de yì jiàn,opinión contraria,opinião contrária
conventional wisdom,传统智慧,chuán tǒng zhì huì,sabiduría convencional,sabedoria convencional
conventional approach,传统方法,chuán tǒng fāng fǎ,enfoque convencional,abordagem convencional
cumulative effect,累积效应,lěi jī xiào yìng,efecto acumulativo,efeito cumulativo
cumulative total,累计总数,lěi jì zǒng shù,total acumulado,total acumulado
decisive action,果断行动,guǒ duàn xíng dòng,acción decisiva,ação decisiva
decisive victory,决定性胜利,jué dìng xìng shèng lì,victoria decisiva,vitória decisiva
definitive answer,明确答案,míng què dá àn,respuesta definitiva,resposta definitiva
definitive guide,权威指南,quán wēi zhǐ nán,guía definitiva,guia definitivo
discrete categories,离散类别,lí sàn lèi bié,categorías discretas,categorias discretas
discrete units,离散单位,lí sàn dān wèi,unidades discretas,unidades discretas
diverse group,多元化群体,duō yuán huà qún tǐ,grupo diverso,grupo diversificado
diverse range,多样化范围,duō yàng huà fàn wéi,gama diversa,gama diversificada
dominant player,主导者,zhǔ dǎo zhě,jugador dominante,jogador dominante
dominant force,主导力量,zhǔ dǎo lì liàng,fuerza dominante,força dominante
empirical evidence,经验证据,jīng yàn zhèng jù,evidencia empírica,evidência empírica
empirical research,实证研究,shí zhèng yán jiū,investigación empírica,pesquisa empírica
explicit instructions,明确指示,míng què zhǐ shì,instrucciones explícitas,instruções explícitas
explicit content,露骨内容,lù gǔ nèi róng,contenido explícito,conteúdo explícito
external factors,外部因素,wài bù yīn sù,factores externos,fatores externos
external source,外部来源,wài bù lái yuán,fuente externa,fonte externa
finite resources,有限资源,yǒu xiàn zī yuán,recursos finitos,recursos finitos
finite number,有限数,yǒu xiàn shù,número finito,número finito
holistic approach,整体方法,zhěng tǐ fāng fǎ,enfoque holístico,abordagem holística
holistic view,整体观,zhěng tǐ guān,visión holística,visão holística
implicit understanding,隐性理解,yǐn xìng lǐ jiě,comprensión implícita,compreensão implícita
implicit bias,隐性偏见,yǐn xìng piān jiàn,sesgo implícito,viés implícito
tangential issue,无关紧要的问题,wú guān jǐn yào de wèn tí,cuestión tangencial,questão tangencial
tangential to,与...不相关,yǔ bù xiāng guān,tangencial a,tangencial a
