english,chinese,pinyin,spanish,portuguese
in,在,zài,en,em
on,于,yú,en,em
at,在,zài,en,em
to,到,dào,a,para
from,来自,lái zì,de,de
by,通过,tōng guò,por,por
up,上,shàng,arriba,para cima
down,下,xià,abajo,para baixo
over,超过,chāo guò,terminado,acabou
under,在,zài,bajo,em
between,下,xià,entre,entre
behind,之间后面,zhī jiān hòu miàn,detrás,atrás
front,前面,qián miàn,frente,frente
near,附近,fù jìn,cerca,perto
far,远,yuǎn,lejos,longe
above,上面,shàng miàn,arriba,acima
below,下面,xià miàn,abajo,abaixo
inside,里面,lǐ miàn,dentro,dentro
outside,外面,wài miàn,afuera,fora
alongside,旁边,páng biān,junto,ao lado
in here,在这里,zài zhè lǐ,aquí,aqui
in there,在那里,zài nà lǐ,ahí dentro,aí
on top,在上面,zài shàng miàn,encima,em cima
on time,准时,zhǔn shí,a tiempo,na hora certa
at home,在家,zài jiā,en casa,em casa
at work,工作中,gōng zuò zhōng,en el trabajo,no trabalho
go to,前往,qián wǎng,ir a,vá para
to me,对我,duì wǒ,a mi,para mim
from here,从这里,cóng zhè lǐ,desde aquí,daqui
from there,从那里,cóng nà lǐ,desde allí,daí
by me,由我,yóu wǒ,por mi,por mim
stand by,坚守,jiān shǒu,espera,aguardem
up here,在这里,zài zhè lǐ,aquí arriba,aqui em cima
up there,上面,shàng miàn,allá arriba,lá em cima
down here,在这里,zài zhè lǐ,aquí abajo,aqui embaixo
down below,下面,xià miàn,abajo,abaixo
over there,那边,nà biān,por allá,ali
over here,在这里,zài zhè lǐ,por aquí,aqui
under the table,桌子底下,zhuō zi dǐ xià,debajo de la mesa,embaixo da mesa
under control,受控,shòu kòng,bajo control,sob controle
between us,我们之间,wǒ men zhī jiān,entre nosotros,entre nós
between you and me,你我之间,nǐ wǒ zhī jiān,entre tu y yo,entre você e eu
behind me,在我身后,zài wǒ shēn hòu,detrás de mí,atrás de mim
behind you,在你身后,zài nǐ shēn hòu,detrás de ti,atrás de você
in front,在前面,zài qián miàn,al frente,na frente
front row,前排,qián pái,primera fila,primeira fila
near me,我附近,wǒ fù jìn,cerca de mí,perto de mim
near here,在这附近,zài zhè fù jìn,cerca de aquí,perto daqui
too far,太远了,tài yuǎn le,demasiado lejos,longe demais
not far,不远,bù yuǎn,no muy lejos,não muito longe
above all,最重要的是,zuì zhòng yào de shì,sobre todo,acima de tudo
above ground,地上,dì shàng,sobre el suelo,acima do solo
below average,低于平均水平,dī yú píng jūn shuǐ píng,por debajo del promedio,abaixo da média
below zero,低于零,dī yú líng,bajo cero,abaixo de zero
inside out,由内而外,yóu nèi ér wài,de adentro hacia afuera,de dentro para fora
go inside,进去,jìn qù,entra,entre
go outside,出去,chū qù,sal afuera,sair
outside the box,框外,kuāng wài,fuera de la caja,fora da caixa
alongside me,在我身边,zài wǒ shēn biān,junto a mí,ao meu lado
alongside each other,并肩而行,bìng jiān ér xíng,uno al lado del otro,lado a lado
