english,chinese,pinyin,spanish,portuguese
well,好吧,hǎo ba,bien,bem
basically,基本上,jī běn shàng,básicamente,basicamente
honestly,老实说,lǎo shí shuō,honestamente,honestamente
seriously,认真地,rèn zhēn dì,en serio,sério
literally,从字面上看,cóng zì miàn shàng kàn,literalmente,literalmente
obviously,显然,xiǎn rán,obviamente,obviamente
oops,哎呀,āi yā,Ups,opa
wow,哇,wa,guau,uau
oh,哦,ó,ah,ah
uh,呃,è,eh,ah
um,嗯,ń,em,hum
hmm,嗯,ń,mmm,hum
huh,嗯,ń,eh,hein
exactly,正是,zhèng shì,exactamente,exatamente
definitely,绝对,jué duì,definitivamente,definitivamente
certainly,当然,dāng rán,ciertamente,certamente
apparently,显然,xiǎn rán,aparentemente,aparentemente
generally,一般来说,yì bān lái shuō,en general,geralmente
frankly,坦白说,tǎn bái shuō,francamente,francamente
truly,确实,què shí,verdaderamente,verdadeiramente
well then,那么,nà me,bueno entonces,"bem, então"
oh well,哦，好吧,ó， hǎo ba,oh bueno,"ah, bem"
basically yes,基本上是的,jī běn shàng shì de,básicamente sí,basicamente sim
basically the same,基本一样,jī běn yī yàng,básicamente lo mismo,basicamente o mesmo
honestly speaking,老实说,lǎo shí shuō,honestamente hablando,honestamente falando
quite honestly,老实说,lǎo shí shuō,sinceramente,honestamente
seriously though,说真的,shuō zhēn de,aunque en serio,"sério, porém"
take it seriously,认真对待,rèn zhēn duì dài,tómalo en serio,leve isso a sério
literally everything,字面上的一切,zì miàn shàng de yī qiè,literalmente todo,literalmente tudo
I literally can't,我真的不能,wǒ zhēn de bù néng,Literalmente no puedo,Eu literalmente não consigo
obviously yes,显然是的,xiǎn rán shì de,obviamente si,obviamente sim
quite obviously,很明显,hěn míng xiǎn,bastante obvio,obviamente
oops sorry,哎呀抱歉,āi yā bào qiàn,Ups lo siento,"opa, desculpe"
oops my bad,哎呀是我的错,āi yā shì wǒ de cuò,mi culpa,minha culpa
wow really,哇真的,wa zhēn de,"guau, de verdad","uau, sério"
wow amazing,哇太棒了,wa tài bàng le,guau increíble,uau incrível
oh no,哦不,ó bù,oh no,ah não
oh I see,哦，我明白了,ó， wǒ míng bái le,oh ya veo,"ah, entendi"
uh yeah,呃是的,è shì de,"eh, sí",ah sim
uh maybe,呃也许,è yě xǔ,"eh, tal vez","ah, talvez"
um well,嗯，好吧,ń， hǎo ba,bueno,"hum, bem"
um let me think,嗯让我想想,ń ràng wǒ xiǎng xiǎng,déjame pensar,"hum, deixe-me pensar"
hmm interesting,嗯有趣,ń yǒu qù,Mmmm interesante,hum interessante
hmm maybe,嗯，也许,ń， yě xǔ,mmm tal vez,hum talvez
huh what,呃什么,è shén me,eh que,"hein, o que"
huh really,嗯真的吗,ń zhēn de ma,"eh, de verdad","hein, sério"
exactly right,完全正确,wán quán zhèng què,exactamente correcto,exatamente certo
that's exactly it,就是这样,jiù shì zhè yàng,eso es exactamente,é exatamente isso
definitely yes,绝对是的,jué duì shì de,Definitivamente sí,definitivamente sim
most definitely,绝对是,jué duì shì,definitivamente,com certeza
certainly true,当然是真的,dāng rán shì zhēn de,ciertamente cierto,certamente verdade
almost certainly,几乎可以肯定,jī hū kě yǐ kěn dìng,casi con certeza,quase certamente
apparently so,显然是这样,xiǎn rán shì zhè yàng,aparentemente es así,aparentemente sim
apparently not,显然不是,xiǎn rán bú shì,aparentemente no,aparentemente não
generally speaking,一般来说,yì bān lái shuō,en términos generales,de um modo geral
generally true,一般来说是正确的,yì bān lái shuō shì zhèng què de,generalmente cierto,geralmente verdadeiro
quite frankly,坦白说,tǎn bái shuō,francamente,francamente
frankly speaking,坦白说,tǎn bái shuō,francamente hablando,falando francamente
truly amazing,真是太棒了,zhēn shì tài bàng le,realmente asombroso,realmente incrível
truly sorry,真的很抱歉,zhēn de hěn bào qiàn,realmente lo siento,realmente sinto muito
