english,chinese,pinyin,spanish,portuguese
explain,解释一下,jiě shì yī xià,explicar,explicar
discuss,讨论,tǎo lùn,discutir,discutir
agree,同意,tóng yì,de acuerdo,concordo
disagree,不同意,bù tóng yì,en desacuerdo,discordo
suggest,建议,jiàn yì,sugerir,sugerir
complain,抱怨,bào yuàn,quejarse,reclamar
promise,承诺,chéng nuò,promesa,promessa
invite,邀请,yāo qǐng,invitar,convidar
introduce,介绍,jiè shào,presentar,apresentar
describe,描述,miáo shù,describir,descrever
mention,提及,tí jí,mencionar,mencionar
warn,警告,jǐng gào,advertir,avisar
advise,建议,jiàn yì,aconsejar,aconselhar
inform,告知,gào zhī,informar,informar
convince,说服,shuō fú,convencer,convencer
narrate,叙述,xù shù,narrar,narrar
elaborate,详细说明,xiáng xì shuō míng,elaborar,elaborado
summarize,总结,zǒng jié,resumir,resumir
articulate,清晰表达,qīng xī biǎo dá,articular,articular
recount,重述,chóng shù,recuento,recontar
please explain,请解释一下,qǐng jiě shì yī xià,por favor explica,por favor explique
explain why,解释一下为什么,jiě shì yī xià wèi shén me,explica por qué,explique por que
discuss later,稍后讨论,shāo hòu tǎo lùn,discutir más tarde,discutiremos mais tarde
discuss with,与,yǔ,discutir con,discutir com
I agree,讨论我同意,tǎo lùn wǒ tóng yì,Estoy de acuerdo,Eu concordo
agree to,同意,tóng yì,aceptar,concordo em
I disagree,我不同意,wǒ bù tóng yì,No estoy de acuerdo,Eu discordo
disagree with,不同意,bù tóng yì,no estoy de acuerdo con,discordo de
I suggest,我建议,wǒ jiàn yì,Sugiero,Eu sugiro
suggest that,建议,jiàn yì,sugiere que,sugiro que
don't complain,不要抱怨,bú yào bào yuàn,no te quejes,não reclame
complain about,抱怨,bào yuàn,quejarse de,reclamar
I promise,我保证,wǒ bǎo zhèng,Lo prometo,Eu prometo
promise me,答应我,dā yìng wǒ,prométemelo,me prometa
please invite,请邀请,qǐng yāo qǐng,por favor invita,por favor convide
invite over,邀请过来,yāo qǐng guò lái,invitar,convidar
let me introduce,让我介绍一下,ràng wǒ jiè shào yī xià,déjame presentarte,deixe-me apresentar
introduce yourself,自我介绍,zì wǒ jiè shào,preséntate,apresente-se
describe it,描述一下,miáo shù yī xià,describirlo,descreva
describe as,描述为,miáo shù wèi,describir como,descrever como
don't mention it,别提了,bié tí le,no lo menciones,não mencione isso
mention that,提到,tí dào,menciona que,mencione isso
warn you,警告你,jǐng gào nǐ,avisarte,te aviso
warn against,警告,jǐng gào,advertir contra,alertar contra
advise you,给你建议,gěi nǐ jiàn yì,aconsejarte,aconselho você
advise on,提供建议,tí gōng jiàn yì,asesorar sobre,aconselhar sobre
inform you,通知您,tōng zhī nín,informarte,informá-lo
inform of,通知,tōng zhī,informar de,informar de
convince me,说服我,shuō fú wǒ,convencerme,me convença
convince yourself,说服自己,shuō fú zì jǐ,Convéncete tú mismo,convença-se
narrate story,讲故事,jiǎng gù shì,narrar una historia,narrar história
narrate events,叙述事件,xù shù shì jiàn,narrar acontecimientos,narrar acontecimentos
elaborate on,详细说明,xiáng xì shuō míng,profundizar en,elaborar
please elaborate,请详细说明,qǐng xiáng xì shuō míng,por favor explique,por favor explique
summarize it,总结一下,zǒng jié yī xià,resumirlo,resumir
summarize briefly,简单总结一下,jiǎn dān zǒng jié yī xià,resumir brevemente,resumir brevemente
articulate clearly,表达清楚,biǎo dá qīng chǔ,articular claramente,articular claramente
well articulate,善于表达,shàn yú biǎo dá,bien articulado,bem articulado
recount events,重述事件,chóng shù shì jiàn,relatar eventos,recontar eventos
recount story,重述故事,chóng shù gù shì,contar la historia,recontar história
