english,chinese,pinyin,spanish,portuguese
car,汽车,qì chē,carro,carro
bus,公共汽车,gōng gòng qì chē,autobús,ônibus
train,火车,huǒ chē,tren,trem
taxi,出租车,chū zū chē,taxi,táxi
bicycle,自行车,zì xíng chē,bicicleta,bicicleta
bike,自行车,zì xíng chē,bici,bicicleta
boat,船,chuán,barco,barco
street,街道,jiē dào,calle,rua
road,路,lù,carretera,estrada
traffic,交通,jiāo tōng,tráfico,trânsito
passenger,乘客,chéng kè,pasajero,passageiro
station,车站,chē zhàn,estación,estação
commute,通勤,tōng qín,viajar al trabajo,pendular
transit,交通,jiāo tōng,tránsito,trânsito
transport,运输,yùn shū,transporte,transporte
vehicle,车辆,chē liàng,vehículo,veículo
ferry,渡轮,dù lún,ferry,balsa
tram,电车,diàn chē,tranvía,bonde
cab,出租车,chū zū chē,taxi,táxi
scooter,滑板车,huá bǎn chē,scooter,patinete
rent a car,租车,zū chē,alquilar un carro,alugar um carro
car park,停车场,tíng chē chǎng,estacionamiento,estacionamento
by bus,坐公交车,zuò gōng jiāo chē,en autobús,de ônibus
bus stop,公交车站,gōng jiāo chē zhàn,parada de autobús,ponto de ônibus
by train,坐火车,zuò huǒ chē,en tren,de trem
train station,火车站,huǒ chē zhàn,estación de tren,estação de trem
take a taxi,打车,dǎ chē,tomar un taxi,pegar um táxi
call a taxi,叫出租车,jiào chū zū chē,llamar un taxi,chamar um táxi
ride a bicycle,骑自行车,qí zì xíng chē,montar bicicleta,andar de bicicleta
bicycle lane,自行车道,zì xíng chē dào,carril de bicicleta,ciclovia
my bike,我的自行车,wǒ de zì xíng chē,mi bici,minha bicicleta
bike path,自行车道,zì xíng chē dào,camino para bicicletas,caminho de bicicleta
by boat,坐船,zuò chuán,en barco,de barco
boat ride,乘船,chéng chuán,paseo en barco,passeio de barco
main street,主街,zhǔ jiē,calle principal,rua principal
busy street,繁忙的街道,fán máng de jiē dào,calle concurrida,rua movimentada
on the road,在路上,zài lù shang,en la carretera,na estrada
road trip,公路旅行,gōng lù lǚ xíng,viaje por carretera,viagem de carro
heavy traffic,交通拥堵,jiāo tōng yōng dǔ,tráfico pesado,trânsito intenso
traffic jam,堵车,dǔ chē,atasco de tráfico,engarrafamento
bus passenger,公交乘客,gōng jiāo chéng kè,pasajero de autobús,passageiro de ônibus
passenger seat,副驾驶座,fù jià shǐ zuò,asiento del pasajero,assento do passageiro
central station,中央车站,zhōng yāng chē zhàn,estación central,estação central
bus station,汽车站,qì chē zhàn,estación de autobuses,rodoviária
daily commute,每日通勤,měi rì tōng qín,viaje diario,trajeto diário
commute to work,上班通勤,shàng bān tōng qín,viajar al trabajo,ir ao trabalho
public transit,公共交通,gōng gòng jiāo tōng,transporte público,transporte público
transit system,交通系统,jiāo tōng xì tǒng,sistema de tránsito,sistema de trânsito
transport goods,运送货物,yùn sòng huò wù,transportar bienes,transportar mercadorias
public transport,公共交通,gōng gòng jiāo tōng,transporte público,transporte público
motor vehicle,机动车,jī dòng chē,vehículo motorizado,veículo motorizado
vehicle registration,车辆登记,chē liàng dēng jì,registro de vehículo,registro de veículo
by ferry,坐渡轮,zuò dù lún,en ferry,de balsa
ferry ride,乘渡轮,chéng dù lún,viaje en ferry,passeio de balsa
by tram,坐电车,zuò diàn chē,en tranvía,de bonde
tram stop,电车站,diàn chē zhàn,parada de tranvía,ponto de bonde
hail a cab,叫出租车,jiào chū zū chē,parar un taxi,chamar um táxi
cab fare,出租车费,chū zū chē fèi,tarifa de taxi,tarifa de táxi
electric scooter,电动滑板车,diàn dòng huá bǎn chē,scooter eléctrico,patinete elétrico
scooter ride,骑滑板车,qí huá bǎn chē,viaje en scooter,passeio de patinete
