english,chinese,pinyin,spanish,portuguese
dog,狗,gǒu,perro,cachorro
cat,猫,māo,gato,gato
bird,鸟,niǎo,pájaro,pássaro
fish,鱼,yú,pescado,peixe
horse,马,mǎ,caballo,cavalo
cow,牛,niú,vaca,vaca
pig,猪,zhū,cerdo,porco
chicken,鸡,jī,pollo,frango
mouse,鼠标,shǔ biāo,ratón,rato
rabbit,兔子,tù zi,conejo,coelho
sheep,羊,yáng,ovejas,ovelhas
duck,鸭,yā,pato,pato
bear,熊,xióng,oso,urso
lion,狮子,shī zi,león,leão
elephant,大象,dà xiàng,elefante,elefante
monkey,猴子,hóu zi,mono,macaco
snake,蛇,shé,serpiente,cobra
butterfly,蝴蝶,hú dié,mariposa,borboleta
bee,蜜蜂,mì fēng,abeja,abelha
ant,蚂蚁,mǎ yǐ,hormiga,formiga
pet dog,宠物狗,chǒng wù gǒu,perro mascota,cachorro de estimação
hot dog,热狗,rè gǒu,perrito caliente,cachorro-quente
black cat,黑猫,hēi māo,gato negro,gato preto
cat food,猫粮,māo liáng,comida para gatos,comida de gato
pet bird,宠物鸟,chǒng wù niǎo,pájaro mascota,pássaro de estimação
bird song,鸟鸣,niǎo míng,canto de pájaro,canto dos pássaros
gold fish,金鱼,jīn yú,pez dorado,peixe dourado
fish tank,鱼缸,yú gāng,pecera,aquário
race horse,赛马,sài mǎ,caballo de carreras,cavalo de corrida
horse ride,骑马,qí mǎ,paseo a caballo,passeio a cavalo
dairy cow,奶牛,nǎi niú,vaca lechera,vaca leiteira
cow milk,牛奶,niú nǎi,leche de vaca,leite de vaca
pet pig,宠物猪,chǒng wù zhū,cerdo mascota,porco de estimação
pig farm,养猪场,yǎng zhū chǎng,granja de cerdos,fazenda de porcos
fried chicken,炸鸡,zhà jī,pollo frito,frango frito
chicken soup,鸡汤,jī tāng,sopa de pollo,canja de galinha
computer mouse,电脑鼠标,diàn nǎo shǔ biāo,ratón de computadora,mouse de computador
mouse trap,老鼠夹,lǎo shǔ jiā,trampa para ratones,ratoeira
pet rabbit,宠物兔,chǒng wù tù,conejo mascota,coelho de estimação
rabbit hole,兔子洞,tù zi dòng,madriguera del conejo,toca do coelho
black sheep,黑羊,hēi yáng,oveja negra,ovelha negra
sheep farm,养羊场,yǎng yáng chǎng,granja de ovejas,fazenda de ovelhas
rubber duck,橡皮鸭,xiàng pí yā,pato de goma,pato de borracha
duck pond,鸭池,yā chí,estanque de patos,lago com patos
teddy bear,泰迪熊,tài dí xióng,osito de peluche,ursinho de pelúcia
bear hug,熊抱,xióng bào,abrazo de oso,abraço de urso
lion king,狮子王,shī zi wáng,rey león,rei leão
brave lion,勇敢的狮子,yǒng gǎn de shī zi,león valiente,bravo leão
baby elephant,小象,xiǎo xiàng,bebé elefante,bebê elefante
elephant trunk,象鼻,xiàng bí,trompa de elefante,tromba de elefante
little monkey,小猴子,xiǎo hóu zi,pequeño mono,macaquinho
monkey around,猴子周围,hóu zi zhōu wéi,mono alrededor,macaco por aí
pet snake,宠物蛇,chǒng wù shé,serpiente mascota,cobra de estimação
snake bite,蛇咬伤,shé yǎo shāng,mordedura de serpiente,picada de cobra
pretty butterfly,漂亮的蝴蝶,piào liàng de hú dié,linda mariposa,linda borboleta
butterfly garden,蝴蝶园,hú dié yuán,jardín de mariposas,jardim de borboletas
honey bee,蜜蜂,mì fēng,miel de abeja,mel de abelha
bee sting,蜜蜂蜇,mì fēng zhē,picadura de abeja,picada de abelha
fire ant,火蚁,huǒ yǐ,hormiga de fuego,formiga de fogo
ant colony,蚁群,yǐ qún,colonia de hormigas,colônia de formigas
