english,chinese,pinyin,spanish,portuguese
remember,记住,jì zhù,recuerda,lembre-se
realize,意识到,yì shí dào,darse cuenta,perceber
recognize,认识,rèn shí,reconocer,reconhecer
imagine,想象,xiǎng xiàng,imagina,imagina
guess,猜猜,cāi cāi,adivinar,adivinhe
expect,期待,qī dài,esperar,esperar
hope,希望,xī wàng,esperar,esperar
wish,希望,xī wàng,desear,desejar
doubt,怀疑,huái yí,dudar,duvidar
decide,决定,jué dìng,decidir,decidir
prefer,更喜欢,gèng xǐ huān,preferir,prefiro
recall,回忆,huí yì,recordar,lembrar
ponder,思考,sī kǎo,reflexionar,ponderar
reflect,反思,fǎn sī,reflexionar,refletir
contemplate,思考,sī kǎo,contemplar,contemplar
speculate,推测,tuī cè,especular,especular
predict,预测,yù cè,predecir,prever
anticipate,预计,yù jì,anticipar,antecipar
perceive,感知,gǎn zhī,percibir,perceber
envision,设想,shè xiǎng,imaginar,imaginar
I remember,我记得,wǒ jì de,Lo recuerdo,Eu lembro
remember when,还记得什么时候,hái jì de shén me shí hòu,recuerda cuando,lembra quando
I realize,我意识到,wǒ yì shí dào,Me doy cuenta,Eu percebo
realize that,意识到,yì shí dào,date cuenta de que,perceba isso
I recognize,我认得,wǒ rèn de,Lo reconozco,Eu reconheço
recognize you,认出你了,rèn chū nǐ le,reconocerte,te reconheço
I imagine,我想象,wǒ xiǎng xiàng,Me imagino,Eu imagino
imagine that,想象一下,xiǎng xiàng yī xià,imagina eso,imagina isso
I guess,我猜,wǒ cāi,Supongo,Eu acho
guess what,你猜怎么着,nǐ cāi zěn me zhe,adivina qué,adivinhe
I expect,我期待,wǒ qī dài,Espero,Eu espero
expect to,期待,qī dài,esperar,espere
I hope,我希望,wǒ xī wàng,Espero,Espero
hope for,希望,xī wàng,esperanza de,espero por
I wish,我希望,wǒ xī wàng,Deseo,Eu desejo
wish for,愿望,yuàn wàng,deseo de,desejo
I doubt,我怀疑,wǒ huái yí,Dudo,Duvido
doubt that,怀疑,huái yí,dudo que,duvido disso
I decide,我决定,wǒ jué dìng,Yo decido,Eu decido
decide to,决定,jué dìng,decidir,decidir
I prefer,我更喜欢,wǒ gèng xǐ huān,prefiero,Eu prefiro
prefer to,更喜欢,gèng xǐ huān,prefiero,prefiro
I recall,我记得,wǒ jì de,Lo recuerdo,Eu me lembro
recall when,回想一下,huí xiǎng yī xià,recordar cuando,lembre-se de quando
ponder on,思考,sī kǎo,reflexionar sobre,pondere
ponder over,深思,shēn sī,reflexionar,ponderar sobre
reflect on,反思,fǎn sī,reflexionar sobre,refletir sobre
reflect upon,反思,fǎn sī,reflexionar sobre,refletir sobre
contemplate on,思考,sī kǎo,contemplar en,pense em
contemplate life,思考人生,sī kǎo rén shēng,contemplar la vida,contemplar a vida
speculate about,推测,tuī cè,especular sobre,especular sobre
speculate on,推测,tuī cè,especular sobre,especular sobre
predict that,预测,yù cè,predecir que,prever isso
predict the future,预测未来,yù cè wèi lái,predecir el futuro,prever o futuro
anticipate this,预计这个,yù jì zhè ge,anticipa esto,antecipar isso
anticipate the,预见,yù jiàn,anticipar el,antecipar o
perceive as,视为,shì wèi,percibir como,perceber como
perceive differently,感知不同,gǎn zhī bù tóng,percibir de manera diferente,perceber de forma diferente
envision it,想象一下,xiǎng xiàng yī xià,imagínalo,imagine isso
envision the future,展望未来,zhǎn wàng wèi lái,imaginar el futuro,imaginar o futuro
