english,chinese,pinyin,spanish,portuguese
trade,贸易,mào yì,comercio,comércio
import,导入,dǎo rù,importar,importar
export,出口,chū kǒu,exportar,exportar
market,市场,shì chǎng,mercado,mercado
competition,竞争,jìng zhēng,competencia,competição
profit,利润,lì rùn,beneficio,lucro
loss,损失,sǔn shī,pérdida,perda
revenue,收入,shōu rù,ingresos,receita
investment,投资,tóu zī,inversión,investimento
investor,投资者,tóu zī zhě,inversor,investidor
corporation,公司,gōng sī,corporación,corporação
enterprise,企业,qǐ yè,empresa,empresa
industry,行业,háng yè,industria,indústria
sector,部门,bù mén,sector,setor
consumer,消费者,xiāo fèi zhě,consumidor,consumidor
merchant,商人,shāng rén,comerciante,comerciante
wholesale,批发,pī fā,venta al por mayor,atacado
supply,供应,gōng yìng,suministro,fornecimento
demand,需求,xū qiú,demanda,demanda
commerce,商业,shāng yè,comercio,comércio
free trade,自由贸易,zì yóu mào yì,libre comercio,livre comércio
trade agreement,贸易协定,mào yì xié dìng,acuerdo comercial,acordo comercial
import goods,进口货物,jìn kǒu huò wù,importar bienes,importar mercadorias
import tax,进口税,jìn kǒu shuì,impuesto de importación,imposto de importação
export products,出口产品,chū kǒu chǎn pǐn,productos de exportación,exportar produtos
export business,出口业务,chū kǒu yè wù,negocio de exportación,negócio de exportação
market research,市场研究,shì chǎng yán jiū,investigación de mercado,pesquisa de mercado
market share,市场份额,shì chǎng fèn é,cuota de mercado,participação de mercado
tough competition,激烈的竞争,jī liè de jìng zhēng,dura competencia,concorrência acirrada
competition between,,,competencia entre,competição entre
make profit,之间的竞争赚取利润,zhī jiān de jìng zhēng zhuàn qǔ lì rùn,obtener ganancias,ter lucro
profit margin,利润率,lì rùn lǜ,margen de beneficio,margem de lucro
financial loss,经济损失,jīng jì sǔn shī,pérdida financiera,perda financeira
loss of revenue,收入损失,shōu rù sǔn shī,pérdida de ingresos,perda de receitas
annual revenue,年收入,nián shōu rù,ingresos anuales,receita anual
revenue growth,收入增长,shōu rù zēng zhǎng,crecimiento de los ingresos,crescimento da receita
foreign investment,外商投资,wài shāng tóu zī,inversión extranjera,investimento estrangeiro
investment opportunity,投资机会,tóu zī jī huì,oportunidad de inversión,oportunidade de investimento
angel investor,天使投资人,tiān shǐ tóu zī rén,inversor ángel,investidor anjo
investor meeting,投资者会议,tóu zī zhě huì yì,reunión de inversores,reunião de investidores
large corporation,大公司,dà gōng sī,gran corporación,grande corporação
corporation tax,公司税,gōng sī shuì,impuesto de sociedades,imposto sobre as sociedades
new enterprise,新企业,xīn qǐ yè,nueva empresa,novo empreendimento
enterprise solution,企业解决方案,qǐ yè jiě jué fāng àn,solución empresarial,solução empresarial
tech industry,科技行业,kē jì háng yè,industria tecnológica,indústria de tecnologia
industry leader,行业领导者,háng yè lǐng dǎo zhě,líder de la industria,líder do setor
private sector,私营部门,sī yíng bù mén,sector privado,setor privado
public sector,公共部门,gōng gòng bù mén,sector público,setor público
average consumer,普通消费者,pǔ tōng xiāo fèi zhě,consumidor medio,consumidor médio
consumer demand,消费者需求,xiāo fèi zhě xū qiú,demanda de los consumidores,demanda do consumidor
local merchant,当地商人,dāng dì shāng rén,comerciante local,comerciante local
merchant account,商家帐户,shāng jiā zhàng hù,cuenta mercantil,conta de comerciante
wholesale price,批发价,pī fā jià,precio mayorista,preço de atacado
wholesale market,批发市场,pī fā shì chǎng,mercado mayorista,mercado atacadista
supply chain,供应链,gōng yìng liàn,cadena de suministro,cadeia de abastecimento
supply and demand,供应与需求,gōng yìng yǔ xū qiú,oferta y demanda,oferta e procura
high demand,高需求,gāo xū qiú,alta demanda,alta demanda
demand for,需求,xū qiú,demanda de,demanda por
e-commerce business,电子商务业务,diàn zi shāng wù yè wù,negocio de comercio electrónico,negócio de comércio eletrônico
commerce platform,商务平台,shāng wù píng tái,plataforma de comercio,plataforma de comércio
