english,chinese,pinyin,spanish,portuguese
pay attention,注意,zhù yì,presta atención,preste atenção
keep in mind,牢记,láo jì,ten en cuenta,tenha em mente
come to a conclusion,得出结论,dé chū jié lùn,llegar a una conclusión,chegar a uma conclusão
catch a cold,感冒了,gǎn mào le,resfriarse,pegar um resfriado
catch fire,着火,zháo huǒ,incendiarse,pegar fogo
miss the point,错过重点,cuò guò zhòng diǎn,no entendí el punto,não entendi
break the rules,违反规则,wéi fǎn guī zé,romper las reglas,quebrar as regras
break a promise,违背承诺,wéi bèi chéng nuò,romper una promesa,quebrar uma promessa
break the law,触犯法律,chù fàn fǎ lǜ,violar la ley,infringir a lei
break a habit,打破习惯,dǎ pò xí guàn,romper un hábito,quebrar um hábito
save time,节省时间,jié shěng shí jiān,ahorrar tiempo,economize tempo
save money,省钱,shěng qián,ahorrar dinero,economizar dinheiro
waste time,浪费时间,làng fèi shí jiān,perder el tiempo,perder tempo
spend time,花时间,huā shí jiān,pasar tiempo,passar tempo
kill time,消磨时间,xiāo mó shí jiān,matar el tiempo,matar o tempo
tell the truth,说实话,shuō shí huà,di la verdad,diga a verdade
tell a lie,说谎,shuō huǎng,decir una mentira,contar uma mentira
tell a story,讲一个故事,jiǎng yí gè gù shì,contar una historia,contar uma história
tell the difference,说出区别,shuō chū qū bié,notar la diferencia,diga a diferença
tell a joke,讲个笑话,jiǎng gè xiào huà,contar un chiste,conte uma piada
pay attention to,关注,guān zhù,presta atención a,preste atenção em
please pay attention,请关注,qǐng guān zhù,por favor presta atención,por favor preste atenção
keep in mind that,请记住,qǐng jì zhù,ten en cuenta que,tenha em mente que
you should keep in mind,你应该记住,nǐ yīng gāi jì zhù,debes tener en cuenta,você deve ter em mente
come to a conclusion about,得出关于,dé chū guān yú,llegar a una conclusión sobre,chegar a uma conclusão sobre
finally come to a conclusion,的结论终于得出结论,de jié lùn zhōng yú dé chū jié lùn,finalmente llegue a una conclusión,finalmente cheguei a uma conclusão
catch a cold easily,容易感冒,róng yì gǎn mào,resfriarse fácilmente,pegar um resfriado facilmente
I might catch a cold,我可能会感冒,wǒ kě néng huì gǎn mào,Podría resfriarme,Posso pegar um resfriado
catch fire quickly,迅速着火,xùn sù zháo huǒ,incendiarse rápidamente,pegar fogo rapidamente
building catch fire,建筑物着火,jiàn zhù wù zháo huǒ,edificio se incendia,prédio pegou fogo
miss the point entirely,完全没有抓住重点,wán quán méi yǒu zhuā zhù zhòng diǎn,No entendí el punto por completo,não entendi completamente
you miss the point,你错过了重点,nǐ cuò guò le zhòng diǎn,no entiendes el punto,você não entendeu
break the rules often,经常违反规则,jīng cháng wéi fǎn guī zé,rompe las reglas a menudo,quebre as regras com frequência
don't break the rules,不要违反规则,bú yào wéi fǎn guī zé,no rompas las reglas,não quebre as regras
break a promise never,绝不食言,jué bù shí yán,nunca rompas una promesa,quebre uma promessa nunca
never break a promise,永不食言,yǒng bù shí yán,nunca rompas una promesa,nunca quebre uma promessa
break the law sometimes,有时会触犯法律,yǒu shí huì chù fàn fǎ lǜ,a veces infringe la ley,infringir a lei às vezes
don't break the law,不要触犯法律,bú yào chù fàn fǎ lǜ,no infrinjas la ley,não infrinja a lei
break a habit today,今天改掉一个习惯,jīn tiān gǎi diào yí gè xí guàn,rompe un hábito hoy,quebre um hábito hoje
hard to break a habit,很难改掉习惯,hěn nán gǎi diào xí guàn,difícil romper un hábito,difícil quebrar um hábito
save time by,节省时间,jié shěng shí jiān,ahorrar tiempo por,economize tempo
this will save time,这将节省时间,zhè jiāng jié shěng shí jiān,esto ahorrará tiempo,isso economizará tempo
save money for,省钱,shěng qián,ahorrar dinero para,economizar dinheiro para
need to save money,需要省钱,xū yào shěng qián,necesito ahorrar dinero,preciso economizar dinheiro
waste time on,浪费时间,làng fèi shí jiān,perder el tiempo en,perder tempo com
don't waste time,不要浪费时间,bú yào làng fèi shí jiān,no pierdas el tiempo,não perca tempo
spend time with,花时间与,huā shí jiān yǔ,pasar tiempo con,passar tempo com
spend time together,共度时光,gòng dù shí guāng,pasar tiempo juntos,passar tempo juntos
kill time waiting,消磨等待时间,xiāo mó děng dài shí jiān,matar el tiempo esperando,matar o tempo esperando
just kill time here,只是在这里消磨时间,zhǐ shì zài zhè lǐ xiāo mó shí jiān,solo mata el tiempo aquí,é só matar o tempo aqui
tell the truth always,永远说实话,yǒng yuǎn shuō shí huà,di la verdad siempre,diga sempre a verdade
please tell the truth,请说实话,qǐng shuō shí huà,por favor di la verdad,por favor diga a verdade
tell a lie never,永远不要说谎,yǒng yuǎn bú yào shuō huǎng,nunca digas una mentira,conte uma mentira nunca
don't tell a lie,不要说谎,bú yào shuō huǎng,no digas mentiras,não minta
tell a story about,讲一个关于,jiǎng yí gè guān yú,contar una historia sobre,conte uma história sobre
let me tell a story,的故事让我讲个故事,de gù shì ràng wǒ jiǎng gè gù shì,déjame contarte una historia,deixa eu contar uma história
tell the difference between,说出,shuō chū,decir la diferencia entre,diga a diferença entre
can you tell the difference,之间的区别你能看出区别吗,zhī jiān de qū bié nǐ néng kàn chū qū bié ma,¿Puedes notar la diferencia,você consegue perceber a diferença
tell a joke often,经常讲笑话,jīng cháng jiǎng xiào huà,cuenta un chiste a menudo,conte uma piada com frequência
let me tell a joke,让我讲个笑话,ràng wǒ jiǎng gè xiào huà,déjame contar un chiste,deixe-me contar uma piada
