english,chinese,pinyin,spanish,portuguese
singer,歌手,gē shǒu,cantante,cantor
band,乐队,yuè duì,banda,banda
album,专辑,zhuān jí,álbum,álbum
instrument,仪器,yí qì,instrumento,instrumento
guitar,吉他,jí tā,guitarra,guitarra
piano,钢琴,gāng qín,piano,piano
drum,鼓,gǔ,tambor,tambor
violin,小提琴,xiǎo tí qín,violín,violino
lyrics,歌词,gē cí,letras,letras
melody,旋律,xuán lǜ,melodía,melodia
rhythm,节奏,jié zòu,ritmo,ritmo
beat,节拍,jié pāi,ritmo,bater
artist,艺术家,yì shù jiā,artista,artista
painting,绘画,huì huà,pintura,pintura
drawing,绘图,huì tú,dibujo,desenho
sculpture,雕塑,diāo sù,escultura,escultura
gallery,画廊,huà láng,galería,galeria
exhibition,展览,zhǎn lǎn,exposición,exposição
composer,作曲家,zuò qǔ jiā,compositor,compositor
orchestra,乐团,yuè tuán,orquesta,orquestra
lead singer,主唱,zhǔ chàng,cantante principal,vocalista
singer voice,歌手声音,gē shǒu shēng yīn,voz de cantante,voz do cantor
rock band,摇滚乐队,yáo gǔn yuè duì,banda de rock,banda de rock
band member,乐队成员,yuè duì chéng yuán,miembro de la banda,membro da banda
new album,新专辑,xīn zhuān jí,nuevo álbum,novo álbum
album release,专辑发行,zhuān jí fā xíng,lanzamiento del álbum,lançamento do álbum
play instrument,演奏乐器,yǎn zòu yuè qì,tocar instrumento,tocar instrumento
musical instrument,乐器,yuè qì,instrumento musical,instrumento musical
play guitar,弹吉他,dàn jí tā,tocar la guitarra,tocar violão
guitar solo,吉他独奏,jí tā dú zòu,solo de guitarra,solo de guitarra
play piano,弹钢琴,tán gāng qín,tocar el piano,tocar piano
piano music,钢琴音乐,gāng qín yīn yuè,música de piano,música de piano
drum beat,鼓声,gǔ shēng,ritmo de tambor,batida de tambor
drum set,架子鼓,jià zi gǔ,batería,bateria
play violin,拉小提琴,lā xiǎo tí qín,tocar el violín,tocar violino
violin music,小提琴音乐,xiǎo tí qín yīn yuè,música de violín,música de violino
song lyrics,歌词,gē cí,letras de canciones,letras de músicas
lyrics meaning,歌词含义,gē cí hán yì,significado de la letra,significado da letra
beautiful melody,优美的旋律,yōu měi de xuán lǜ,hermosa melodía,linda melodia
melody line,旋律线,xuán lǜ xiàn,línea melódica,linha melódica
steady rhythm,节奏稳定,jié zòu wěn dìng,ritmo constante,ritmo constante
rhythm section,节奏部分,jié zòu bù fèn,sección rítmica,seção rítmica
heart beat,心跳,xīn tiào,latido del corazón,batimento cardíaco
beat drop,掉拍,diào pāi,caída del ritmo,queda de batida
famous artist,著名艺术家,zhù míng yì shù jiā,artista famoso,artista famoso
artist studio,艺术家工作室,yì shù jiā gōng zuò shì,estudio de artista,estúdio de artista
oil painting,油画,yóu huà,pintura al óleo,pintura a óleo
painting style,绘画风格,huì huà fēng gé,estilo de pintura,estilo de pintura
pencil drawing,铅笔画,qiān bǐ huà,dibujo a lápiz,desenho a lápis
drawing skills,绘画技巧,huì huà jì qiǎo,habilidades de dibujo,habilidades de desenho
bronze sculpture,青铜雕塑,qīng tóng diāo sù,escultura de bronce,escultura em bronze
sculpture art,雕塑艺术,diāo sù yì shù,arte escultórico,arte escultural
art gallery,艺术画廊,yì shù huà láng,galería de arte,galeria de arte
gallery opening,画廊开幕,huà láng kāi mù,inauguración de la galería,inauguração da galeria
art exhibition,艺术展,yì shù zhǎn,exposición de arte,exposição de arte
exhibition hall,展厅,zhǎn tīng,sala de exposiciones,sala de exposições
classical composer,古典作曲家,gǔ diǎn zuò qǔ jiā,compositor clásico,compositor clássico
composer music,作曲家音乐,zuò qǔ jiā yīn yuè,música del compositor,música do compositor
symphony orchestra,交响乐团,jiāo xiǎng yuè tuán,orquesta sinfónica,orquestra sinfônica
orchestra conductor,乐团指挥,yuè tuán zhǐ huī,director de orquesta,maestro de orquestra
