english,chinese,pinyin,spanish,portuguese
wake up,醒来,xǐng lái,despierta,acorde
get up,起来,qǐ lái,levántate,levante-se
turn on,打开,dǎ kāi,encender,ligar
turn off,关闭,guān bì,apagar,desligar
put on,穿上,chuān shàng,ponerse,colocar
take off,起飞,qǐ fēi,despegar,decolar
pick up,拿起,ná qǐ,recoger,pegar
put down,放下,fàng xià,dejar,colocar para baixo
look for,寻找,xún zhǎo,buscar,procure
give up,放弃,fàng qì,rendirse,desistir
go on,继续,jì xù,continúa,continue
come back,回来,huí lái,vuelve,volte
get back,回来,huí lái,volver,volte
work out,锻炼,duàn liàn,hacer ejercicio,malhar
find out,找出,zhǎo chū,descubrir,descubra
figure out,弄清楚,nòng qīng chǔ,descubrir,descobrir
run out,用完,yòng wán,agotar,acabou
show up,出现,chū xiàn,aparecer,aparecer
set up,设置,shè zhì,configurar,configurar
break down,分解,fēn jiě,descomponerse,quebrar
wake up early,早起,zǎo qǐ,despierta temprano,acorde cedo
time to wake up,是时候醒来了,shì shí hòu xǐng lái le,hora de despertar,hora de acordar
get up now,现在起床,xiàn zài qǐ chuáng,levántate ahora,levante agora
get up early,早起,zǎo qǐ,levantarse temprano,acordar cedo
turn on the light,开灯,kāi dēng,enciende la luz,acenda a luz
turn on music,打开音乐,dǎ kāi yīn yuè,enciende la música,ligue a música
turn off the light,关灯,guān dēng,apaga la luz,apague a luz
turn off now,立即关闭,lì jí guān bì,apagar ahora,desligue agora
put on clothes,穿上衣服,chuān shàng yī fú,ponerse ropa,colocar roupas
put on shoes,穿上鞋子,chuān shàng xié zi,ponerse los zapatos,calçar os sapatos
take off shoes,脱掉鞋子,tuō diào xié zi,quitarse los zapatos,tire os sapatos
plane take off,飞机起飞,fēi jī qǐ fēi,despegue del avión,avião decola
pick up the phone,拿起电话,ná qǐ diàn huà,levanta el teléfono,atende o telefone
pick up later,稍后再接,shāo hòu zài jiē,recoger más tarde,pegar mais tarde
put down the phone,放下电话,fàng xià diàn huà,cuelga el teléfono,desligue o telefone
put down gently,轻轻放下,qīng qīng fàng xià,dejar suavemente,abaixe suavemente
look for it,寻找它,xún zhǎo tā,búscalo,procure
look for help,寻求帮助,xún qiú bāng zhù,busca ayuda,procure ajuda
don't give up,不要放弃,bú yào fàng qì,no te rindas,não desista
never give up,永不放弃,yǒng bù fàng qì,nunca te rindas,nunca desista
go on please,请继续,qǐng jì xù,continúa por favor,continue por favor
go on ahead,继续前进,jì xù qián jìn,sigue adelante,vá em frente
come back soon,快回来,kuài huí lái,vuelve pronto,volte logo
come back later,稍后回来,shāo hòu huí lái,vuelve más tarde,volte mais tarde
get back home,回家,huí jiā,volver a casa,voltar para casa
get back to,回到,huí dào,volver a,voltar para
work out well,好好锻炼,hǎo hǎo duàn liàn,trabaja bien,funciona bem
work out daily,每天锻炼,měi tiān duàn liàn,hacer ejercicio diariamente,malhar diariamente
find out why,找出原因,zhǎo chū yuán yīn,descubre por qué,descubra por que
find out later,稍后了解,shāo hòu liǎo jiě,descúbrelo más tarde,descubra mais tarde
figure out how,弄清楚如何,nòng qīng chǔ rú hé,descubre cómo,descubra como
figure out the answer,找出答案,zhǎo chū dá àn,descubre la respuesta,descubra a resposta
run out of time,时间用完了,shí jiān yòng wán le,se acaba el tiempo,ficou sem tempo
run out of,用完,yòng wán,quedarse sin,ficar sem
show up late,迟到,chí dào,llegar tarde,chegar tarde
show up on time,准时出现,zhǔn shí chū xiàn,llegar a tiempo,chegar na hora certa
set up meeting,安排会议,ān pái huì yì,organizar una reunión,marcar reunião
set up account,设置帐户,shè zhì zhàng hù,configurar cuenta,configurar conta
break down crying,崩溃哭泣,bēng kuì kū qì,romper a llorar,começar a chorar
machine break down,机器故障,jī qì gù zhàng,máquina averiada,quebra de máquina
