english,chinese,pinyin,spanish,portuguese
can,能,néng,poder,pode
could,可以,kě yǐ,podría,poderia
will,将要,jiāng yào,voluntad,vai
would,会,huì,quería,seria
shall,将,jiāng,deber,podemos
should,应该,yīng gāi,debería,deve
may,可能,kě néng,puede,poderia
might,可能,kě néng,podría,poder
must,必须,bì xū,debe,deve
dare,敢,gǎn,atrevimiento,ousar
ought,应该,yīng gāi,debería,deveria
used,用过的,yòng guò de,usado,usado
able,有能力的,yǒu néng lì de,capaz,capaz
better,更好的,gèng hǎo de,mejor,melhorar
supposed,假设,jiǎ shè,supuesto,suposto
allowed,允许,yǔn xǔ,permitido,permitido
willing,愿意的,yuàn yì de,deseoso,disposto
capable,有能力的,yǒu néng lì de,capaz,capaz
permitted,允许的,yǔn xǔ de,permitido,permitido
obligated,有义务的,yǒu yì wù de,obligado,obrigado
can I help,我可以帮忙吗,wǒ kě yǐ bāng máng ma,puedo ayudar,posso ajudar
I can do it,我能做到,wǒ néng zuò dào,puedo hacerlo,Eu posso fazer isso
could you please,能不能请你,néng bù néng qǐng nǐ,podría usted,"você poderia, por favor"
could I ask,我可以问吗,wǒ kě yǐ wèn ma,¿podría preguntar?,eu poderia perguntar
will you come,你会来吗,nǐ huì lái ma,¿vendrás?,você virá
I will try,我会尝试,wǒ huì cháng shì,Intentaré,vou tentar
would you like,你愿意吗,nǐ yuàn yì ma,te gustaria,você gostaria
I would love to,我很乐意,wǒ hěn lè yì,me encantaría,Eu adoraria
shall we go,我们可以走了吗,wǒ men kě yǐ zǒu le ma,¿Vamos?,vamos
we shall see,我们将会看到,wǒ men jiāng huì kàn dào,veremos,veremos
should I go,我应该去吗,wǒ yīng gāi qù ma,¿debería ir?,devo ir
you should try,你应该尝试,nǐ yīng gāi cháng shì,deberías intentarlo,você deveria tentar
may I come in,我可以进来吗,wǒ kě yǐ jìn lái ma,¿puedo entrar?,posso entrar
may I ask,请问,qǐng wèn,puedo preguntar,posso perguntar
might be,可能是,kě néng shì,podría ser,pode ser
it might rain,可能会下雨,kě néng huì xià yǔ,podría llover,pode chover
must go now,现在必须走了,xiàn zài bì xū zǒu le,debe irse ahora,devo ir agora
you must try,你必须尝试,nǐ bì xū cháng shì,debes intentarlo,você deve tentar
I dare say,我敢说,wǒ gǎn shuō,me atrevo a decir,ouso dizer
don't you dare,你不敢吗,nǐ bù gǎn ma,no te atrevas,não se atreva
ought to know,应该知道,yīng gāi zhī dào,debería saber,deveria saber
you ought to try,你应该尝试,nǐ yīng gāi cháng shì,deberías intentarlo,você deveria tentar
used to be,曾经是,céng jīng shì,solía ser,costumava ser
I used to go,我曾经去过,wǒ céng jīng qù guò,yo solía ir,eu costumava ir
able to do,能够做,néng gòu zuò,capaz de hacer,capaz de fazer
I am able,我有能力,wǒ yǒu néng lì,soy capaz,eu sou capaz
you better go,你最好走,nǐ zuì hǎo zǒu,será mejor que te vayas,é melhor você ir
had better hurry,最好快点,zuì hǎo kuài diǎn,será mejor que te apresures,é melhor se apressar
supposed to be,应该是,yīng gāi shì,se supone que es,deveria ser
supposed to do,应该做的,yīng gāi zuò de,se supone que debe hacer,deveria fazer
allowed to go,允许走,yǔn xǔ zǒu,permitido ir,permitido ir
not allowed here,这里不允许,zhè lǐ bù yǔn xǔ,no permitido aquí,não é permitido aqui
willing to help,愿意帮忙,yuàn yì bāng máng,dispuesto a ayudar,disposto a ajudar
more than willing,非常愿意,fēi cháng yuàn yì,más que dispuesto,mais do que disposto
capable of doing,有能力做,yǒu néng lì zuò,capaz de hacer,capaz de fazer
very capable,非常有能力,fēi cháng yǒu néng lì,muy capaz,muito capaz
not permitted here,这里不允许,zhè lǐ bù yǔn xǔ,no permitido aquí,não é permitido aqui
permitted to enter,允许进入,yǔn xǔ jìn rù,permitido entrar,permitido entrar
feel obligated,感到有义务,gǎn dào yǒu yì wù,sentirse obligado,sinta-se obrigado
legally obligated,法律义务,fǎ lǜ yì wù,legalmente obligado,legalmente obrigado
