english,chinese,pinyin,spanish,portuguese
speak,说话,shuō huà,hablar,falar
spoke,发言,fā yán,habló,falou
spoken,口语,kǒu yǔ,hablado,falado
talk,说话,shuō huà,hablar,falar
listen,听,tīng,escucha,ouça
hear,听到,tīng dào,escuchar,ouvir
heard,听到,tīng dào,escuchado,ouvi
read,阅读,yuè dú,leer,leia
write,写,xiě,escribir,escreva
wrote,写,xiě,escribió,escreveu
written,写,xiě,escrito,escrito
learn,学习,xué xí,aprender,aprenda
teach,教,jiào,enseñar,ensinar
taught,教导,jiào dǎo,enseñado,ensinado
watch,观看,guān kàn,ver,assistir
look,看看,kàn kàn,mira,olha
shown,显示,xiǎn shì,mostrado,mostrado
call,致电,zhì diàn,llamar,ligar
shout,喊,hǎn,gritar,gritar
whisper,耳语,ěr yǔ,susurro,sussurrar
speak up,大声说出来,dà shēng shuō chū lái,hablar,fale
speak English,说英语,shuō yīng yǔ,hablar inglés,falar inglês
I spoke to him,我和他说话了,wǒ hé tā shuō huà le,Hablé con él,Falei com ele
spoke clearly,说得很清楚,shuō dé hěn qīng chǔ,habló claramente,falou claramente
well spoken,说得好,shuō dé hǎo,bien hablado,bem falado
spoken word,口语,kǒu yǔ,palabra hablada,palavra falada
let's talk,让我们谈谈,ràng wǒ men tán tán,hablemos,vamos conversar
talk to me,跟我说话,gēn wǒ shuō huà,hablame,fale comigo
listen carefully,仔细听,zǐ xì tīng,escucha atentamente,ouça com atenção
listen to me,听我说,tīng wǒ shuō,escúchame,me escute
I hear you,我听到你了,wǒ tīng dào nǐ le,Te escucho,Eu ouço você
hear me out,听我说完,tīng wǒ shuō wán,escúchame,me escute
I heard that,我听说,wǒ tīng shuō,Escuché eso,Eu ouvi isso
heard about it,听说过,tīng shuō guò,He oído hablar de ello,ouvi falar disso
read this,读这个,dú zhè ge,lee esto,leia isso
read aloud,大声朗读,dà shēng lǎng dú,leer en voz alta,leia em voz alta
write it down,写下来,xiě xià lái,escríbelo,escreva
write me,写信给我,xiě xìn gěi wǒ,escríbeme,me escreva
I wrote it,我写的,wǒ xiě de,Yo lo escribí,Eu escrevi
wrote a letter,写了一封信,xiě le yī fēng xìn,escribió una carta,escreveu uma carta
well written,写得好,xiě dé hǎo,bien escrito,bem escrito
written by,写者,xiě zhě,escrito por,escrito por
learn fast,学得快,xué dé kuài,aprende rápido,aprenda rápido
learn English,学习英语,xué xí yīng yǔ,aprender inglés,aprender inglês
teach me,教我,jiào wǒ,enséñame,me ensine
teach yourself,自学,zì xué,aprende tú mismo,aprenda sozinho
I taught her,我教她,wǒ jiào tā,Yo le enseñé,Eu ensinei ela
taught well,教得好,jiào dé hǎo,enseñó bien,ensinou bem
watch out,小心,xiǎo xīn,cuidado,cuidado
watch this,看这个,kàn zhè ge,mira esto,veja isso
look here,看这里,kàn zhè lǐ,mira aquí,olha aqui
look at me,看着我,kàn zhe wǒ,Mírame,olhe para mim
shown to be,显示为,xiǎn shì wèi,demostrado ser,mostrado ser
shown how,显示如何,xiǎn shì rú hé,mostrado cómo,mostrado como
call me,叫我,jiào wǒ,llamame,me ligue
call home,打电话回家,dǎ diàn huà huí jiā,llamar a casa,ligar para casa
don't shout,别喊,bié hǎn,no grites,não grite
shout out,大声喊出,dà shēng hǎn chū,gritar,grite
whisper quietly,轻声细语,qīng shēng xì yǔ,susurrar en voz baja,sussurre baixinho
whisper to me,对我低语,duì wǒ dī yǔ,susurrame,sussurre para mim
