english,chinese,pinyin,spanish,portuguese
sing,唱歌,chàng gē,cantar,cantar
sang,唱,chàng,cantó,cantou
swim,游泳,yóu yǒng,nadar,nadar
swam,游泳,yóu yǒng,nadé,nadou
throw,扔,rēng,tirar,lançar
threw,扔,rēng,lanzó,jogou
begin,开始,kāi shǐ,comenzar,começar
began,开始,kāi shǐ,comenzó,começou
break,打破,dǎ pò,descanso,quebrar
broke,坏了,huài le,se rompió,quebrou
understand,了解,liǎo jiě,entender,entenda
understood,明白了,míng bái le,entendido,entendido
bite,咬,yǎo,morder,morder
bit,咬了,yǎo le,mordió,mordeu
blow,吹,chuī,soplar,soprar
blew,吹了,chuī le,sopló,soprou
freeze,冻结,dòng jié,congelar,congelar
froze,冻结,dòng jié,se congeló,congelou
steal,偷,tōu,robar,roubar
stole,偷了,tōu le,robó,roubou
sing along,一起唱,yì qǐ chàng,cantar,cante junto
sing a song,唱首歌,chàng shǒu gē,cantar una canción,cante uma música
she sang well,她唱得很好,tā chàng dé hěn hǎo,ella cantó bien,ela cantou bem
sang beautifully,唱得好听,chàng dé hǎo tīng,cantó maravillosamente,cantou lindamente
let's swim,我们去游泳吧,wǒ men qù yóu yǒng ba,vamos a nadar,vamos nadar
swim fast,游得快,yóu dé kuài,nadar rápido,nade rápido
I swam there,我在那里游过,wǒ zài nà lǐ yóu guò,Nadé allí,Nadei lá
swam across,游过,yóu guò,nadé a través,nadou
throw it,扔掉它,rēng diào tā,tíralo,jogue
throw away,扔掉,rēng diào,tirar,jogar fora
I threw it,我扔了,wǒ rēng le,Lo tiré,Eu joguei
threw out,扔掉,rēng diào,tirado,jogou fora
begin now,现在开始,xiàn zài kāi shǐ,empezar ahora,comece agora
begin again,重新开始,chóng xīn kāi shǐ,empezar de nuevo,começar de novo
it began,它开始了,tā kāi shǐ le,empezó,começou
began to rain,开始下雨,kāi shǐ xià yǔ,empezó a llover,começou a chover
don't break it,不要破坏它,bú yào pò huài tā,no lo rompas,não quebre
break free,挣脱束缚,zhèng tuō shù fù,liberarse,liberte-se
it broke,它坏了,tā huài le,se rompió,quebrou
broke down,坏了,huài le,se rompió,quebrou
I understand,我明白,wǒ míng bái,Entiendo,Eu entendo
understand me,理解我,lǐ jiě wǒ,Entiéndeme,me entenda
I understood,我明白了,wǒ míng bái le,Entendí,Eu entendi
understood clearly,理解清楚,lǐ jiě qīng chǔ,entendido claramente,entendido claramente
don't bite,别咬,bié yǎo,no muerdas,não morda
bite into,咬入,yǎo rù,morder,morder
he bit it,他咬了它,tā yǎo le tā,lo mordió,ele mordeu
bit hard,咬得很用力,yǎo dé hěn yòng lì,mordió fuerte,mordeu com força
blow out,吹灭,chuī miè,explotar,explodir
blow up,炸毁,zhà huǐ,explotar,explodir
the wind blew,风吹过,fēng chuī guò,el viento sopló,o vento soprou
blew away,被吹走了,bèi chuī zǒu le,voló lejos,foi soprado
freeze up,冻结,dòng jié,congelarse,congelar
freeze it,冻结它,dòng jié tā,congelarlo,congelá-lo
the water froze,水结冰了,shuǐ jié bīng le,el agua se congeló,a água congelou
froze solid,冻成固体,dòng chéng gù tǐ,congelado,congelou
don't steal,请勿偷窃,qǐng wù tōu qiè,no robes,não roube
steal away,偷走,tōu zǒu,robar,roubar
he stole it,他偷了它,tā tōu le tā,lo robó,ele roubou
stole my heart,偷走了我的心,tōu zǒu le wǒ de xīn,me robó el corazón,roubou meu coração
