english,chinese,pinyin,spanish,portuguese
during,期间,qī jiān,durante,durante
for,对于,duì yú,para,para
about,关于,guān yú,acerca de,sobre
with,与,yǔ,con,com
through,通过,tōng guò,a través,através de
around,周围,zhōu wéi,alrededor,por aí
into,进入,jìn rù,en,em
against,反对,fǎn duì,en contra,contra
among,其中,qí zhōng,entre,entre
within,在内,zài nèi,dentro,dentro
beyond,超越,chāo yuè,más allá,além
throughout,贯穿,guàn chuān,en todas partes,em todo
beside,旁边,páng biān,al lado,ao lado
beneath,下面,xià miàn,debajo,abaixo
onto,到,dào,en,em
via,通过,tōng guò,vía,através de
amid,之中,zhī zhōng,en medio,entre
per,每,měi,por,por
regarding,关于,guān yú,respecto,sobre
concerning,关于,guān yú,relativa a,relativo
during the day,白天,bái tiān,durante el día,durante o dia
during class,上课时,shàng kè shí,durante la clase,durante a aula
for now,现在,xiàn zài,por ahora,por enquanto
for real,真正的,zhēn zhèng de,de verdad,de verdade
about time,关于时间,guān yú shí jiān,ya era hora,já era hora
think about,想想,xiǎng xiǎng,pensar en,pense em
with me,和我一起,hé wǒ yì qǐ,conmigo,comigo
with you,和你一起,hé nǐ yì qǐ,contigo,com você
through here,通过这里,tōng guò zhè lǐ,por aquí,por aqui
pass through,穿过,chuān guò,pasar,passar
around here,在这附近,zài zhè fù jìn,por aquí,por aqui
around town,城镇周围,chéng zhèn zhōu wéi,por la ciudad,pela cidade
into it,进入其中,jìn rù qí zhōng,en él,nisso
get into,进入,jìn rù,entrar,entrar
against it,反对它,fǎn duì tā,en contra,contra isso
fight against,对抗,duì kàng,luchar contra,lutar contra
among friends,朋友之间,péng yǒu zhī jiān,entre amigos,entre amigos
among us,我们之中,wǒ men zhī zhōng,entre nosotros,entre nós
within reach,触手可及,chù shǒu kě jí,al alcance,ao seu alcance
within limits,在限度内,zài xiàn dù nèi,dentro de límites,dentro dos limites
beyond belief,难以置信,nán yǐ zhì xìn,más allá de lo creíble,além da crença
go beyond,超越,chāo yuè,ir más allá,ir além
throughout the day,全天,quán tiān,durante todo el día,ao longo do dia
throughout history,纵观历史,zòng guān lì shǐ,a lo largo de la historia,ao longo da história
beside me,在我身边,zài wǒ shēn biān,a mi lado,ao meu lado
right beside,就在,jiù zài,justo al lado,logo ao lado
beneath the surface,在表面之下,zài biǎo miàn zhī xià,debajo de la superficie,abaixo da superfície
beneath you,在你之下,zài nǐ zhī xià,debajo de ti,abaixo de você
onto the floor,到地板上,dào dì bǎn shàng,al suelo,no chão
hold onto,坚持,jiān chí,aguanta,segure
via email,通过电子邮件,tōng guò diàn zi yóu jiàn,por correo electrónico,por e-mail
via phone,通过电话,tōng guò diàn huà,por teléfono,por telefone
amid chaos,混乱之中,hùn luàn zhī zhōng,en medio del caos,em meio ao caos
amid concerns,忧虑之中,yōu lǜ zhī zhōng,en medio de preocupaciones,em meio a preocupações
per day,每天,měi tiān,por día,por dia
per person,每人,měi rén,por persona,por pessoa
regarding this,关于此,guān yú cǐ,con respecto a esto,em relação a isso
regarding your request,关于您的要求,guān yú nín de yāo qiú,con respecto a su solicitud,em relação ao seu pedido
concerning the issue,关于这个问题,guān yú zhè ge wèn tí,sobre la cuestión,sobre o assunto
concerning this matter,关于此事,guān yú cǐ shì,sobre este asunto,sobre este assunto
