english,chinese,pinyin,spanish,portuguese
birth,出生,chū shēng,nacimiento,nascimento
childhood,童年,tóng nián,infancia,infância
teenager,青少年,qīng shào nián,adolescente,adolescente
adult,成人,chéng rén,adulto,adulto
elderly,老人,lǎo rén,ancianos,idosos
birthday,生日,shēng rì,cumpleaños,aniversário
graduation,毕业,bì yè,graduación,formatura
engagement,订婚,dìng hūn,compromiso,engajamento
marriage,婚姻,hūn yīn,matrimonio,casamento
pregnancy,怀孕,huái yùn,embarazo,gravidez
funeral,葬礼,zàng lǐ,entierro,funeral
retirement,退休,tuì xiū,jubilación,aposentadoria
celebration,庆典,qìng diǎn,celebración,celebração
ceremony,仪式,yí shì,ceremonia,cerimônia
tradition,传统,chuán tǒng,tradición,tradição
festival,节日,jié rì,fiesta,festival
milestone,里程碑,lǐ chéng bēi,hito,marco
achievement,成就,chéng jiù,logro,conquista
legacy,遗产,yí chǎn,legado,legado
occasion,场合,chǎng hé,ocasión,ocasião
give birth,生下,shēng xià,dar a luz,dar à luz
birth certificate,出生证明,chū shēng zhèng míng,certificado de nacimiento,certidão de nascimento
happy childhood,快乐的童年,kuài lè de tóng nián,infancia feliz,infância feliz
childhood memories,童年回忆,tóng nián huí yì,recuerdos de la infancia,memórias de infância
typical teenager,典型的青少年,diǎn xíng de qīng shào nián,adolescente típico,típico adolescente
teenager years,少年时代,shào nián shí dài,años de adolescencia,adolescência
young adult,年轻成人,nián qīng chéng rén,adulto joven,adulto jovem
adult life,成人生活,chéng rén shēng huó,vida adulta,vida adulta
elderly care,老年护理,lǎo nián hù lǐ,cuidado de personas mayores,cuidados a idosos
elderly person,老人,lǎo rén,persona mayor,pessoa idosa
happy birthday,生日快乐,shēng rì kuài lè,feliz cumpleaños,feliz aniversário
birthday party,生日聚会,shēng rì jù huì,fiesta de cumpleaños,festa de aniversário
college graduation,大学毕业,dà xué bì yè,graduación universitaria,formatura da faculdade
graduation ceremony,毕业典礼,bì yè diǎn lǐ,ceremonia de graduación,cerimônia de formatura
surprise engagement,惊喜订婚,jīng xǐ dìng hūn,compromiso sorpresa,noivado surpresa
engagement ring,订婚戒指,dìng hūn jiè zhǐ,anillo de compromiso,anel de noivado
happy marriage,婚姻幸福,hūn yīn xìng fú,feliz matrimonio,casamento feliz
marriage certificate,结婚证,jié hūn zhèng,certificado de matrimonio,certidão de casamento
early pregnancy,怀孕初期,huái yùn chū qī,embarazo temprano,gravidez precoce
pregnancy test,妊娠测试,rèn shēn cè shì,prueba de embarazo,teste de gravidez
attend funeral,参加葬礼,cān jiā zàng lǐ,asistir al funeral,comparecer ao funeral
funeral service,殡葬服务,bìn zàng fú wù,servicio funerario,serviço funerário
early retirement,提前退休,tí qián tuì xiū,jubilación anticipada,reforma antecipada
retirement plan,退休计划,tuì xiū jì huà,plan de jubilación,plano de aposentadoria
big celebration,盛大庆典,shèng dà qìng diǎn,gran celebración,grande comemoração
celebration party,庆典晚会,qìng diǎn wǎn huì,fiesta de celebración,festa de comemoração
traditional ceremony,传统仪式,chuán tǒng yí shì,ceremonia tradicional,cerimônia tradicional
wedding ceremony,婚礼,hūn lǐ,ceremonia de boda,cerimônia de casamento
family tradition,家庭传统,jiā tíng chuán tǒng,tradición familiar,tradição familiar
tradition of,传统的,chuán tǒng de,tradición de,tradição de
music festival,音乐节,yīn yuè jié,festival de música,festival de música
film festival,电影节,diàn yǐng jié,festival de cine,festival de cinema
important milestone,重要的里程碑,zhòng yào de lǐ chéng bēi,hito importante,marco importante
milestone birthday,里程碑式的生日,lǐ chéng bēi shì de shēng rì,cumpleaños importante,aniversário marcante
great achievement,伟大成就,wěi dà chéng jiù,gran logro,grande conquista
achievement award,成就奖,chéng jiù jiǎng,premio al logro,prêmio de conquista
lasting legacy,持久的遗产,chí jiǔ de yí chǎn,legado duradero,legado duradouro
leave a legacy,留下遗产,liú xià yí chǎn,dejar un legado,deixe um legado
special occasion,特殊场合,tè shū chǎng hé,ocasión especial,ocasião especial
occasion for,场合,chǎng hé,ocasión para,ocasião para
