english,chinese,pinyin,spanish,portuguese
movie,电影,diàn yǐng,película,filme
film,电影,diàn yǐng,película,filme
music,音乐,yīn yuè,música,música
song,歌曲,gē qǔ,canción,música
dance,舞蹈,wǔ dǎo,bailar,dança
concert,演唱会,yǎn chàng huì,concierto,concerto
fun,有趣,yǒu qù,divertido,divertido
enjoy,享受,xiǎng shòu,disfruta,aproveite
hobby,爱好,ài hào,pasatiempo,passatempo
television,电视,diàn shì,televisión,televisão
video,视频,shì pín,vídeo,vídeo
performance,性能,xìng néng,rendimiento,desempenho
stage,舞台,wǔ tái,etapa,estágio
fan,风扇,fēng shàn,ventilador,fã
celebrity,名人,míng rén,celebridad,celebridade
playlist,播放列表,bō fàng liè biǎo,lista de reproducción,lista de reprodução
binge,狂欢,kuáng huān,atracones,farra
encore,再来一次,zài lái yī cì,bis,bis
intermission,中场休息,zhōng chǎng xiū xī,intermedio,intervalo
screening,筛选,shāi xuǎn,proyección,triagem
watch a movie,看电影,kàn diàn yǐng,ver una película,assistir um filme
movie star,电影明星,diàn yǐng míng xīng,estrella de cine,estrela de cinema
new film,新电影,xīn diàn yǐng,nueva película,novo filme
film industry,电影业,diàn yǐng yè,industria cinematográfica,indústria cinematográfica
listen to music,听音乐,tīng yīn yuè,escuchar música,ouvir música
music video,音乐视频,yīn yuè shì pín,vídeo musical,videoclipe
love song,情歌,qíng gē,canción de amor,canção de amor
new song,新歌,xīn gē,nueva canción,nova música
dance class,舞蹈课,wǔ dǎo kè,clase de baile,aula de dança
dance music,舞曲,wǔ qǔ,música de baile,música para dançar
live concert,现场演唱会,xiàn chǎng yǎn chàng huì,concierto en vivo,concerto ao vivo
concert ticket,演唱会门票,yǎn chàng huì mén piào,entrada al concierto,bilhete de concerto
so much fun,太有趣了,tài yǒu qù le,muy divertido,muito divertido
fun time,欢乐时光,huān lè shí guāng,momento de diversión,momento divertido
enjoy it,享受它,xiǎng shòu tā,disfrútalo,aproveite
enjoy yourself,玩得开心,wán dé kāi xīn,diviértete,divirta-se
new hobby,新爱好,xīn ài hào,nuevo pasatiempo,novo hobby
hobby store,爱好商店,ài hào shāng diàn,tienda de pasatiempos,loja de hobby
watch television,看电视,kàn diàn shì,ver televisión,assistir televisão
television show,电视节目,diàn shì jié mù,programa de televisión,programa de televisão
viral video,病毒视频,bìng dú shì pín,vídeo viral,vídeo viral
video clip,视频剪辑,shì pín jiǎn jí,vídeoclip,videoclipe
great performance,出色的表现,chū sè de biǎo xiàn,gran actuación,ótimo desempenho
live performance,现场表演,xiàn chǎng biǎo yǎn,actuación en vivo,apresentação ao vivo
center stage,舞台中心,wǔ tái zhōng xīn,centro del escenario,centro do palco
on stage,舞台上,wǔ tái shàng,en el escenario,no palco
big fan,大风扇,dà fēng shàn,gran fan,grande fã
fan club,粉丝俱乐部,fěn sī jù lè bù,club de fans,fã clube
famous celebrity,著名名人,zhù míng míng rén,celebridad famosa,celebridade famosa
celebrity news,名人新闻,míng rén xīn wén,noticias de celebridades,notícias de celebridades
my playlist,我的播放列表,wǒ de bō fàng liè biǎo,mi lista de reproducción,minha playlist
playlist shuffle,播放列表随机播放,bō fàng liè biǎo suí jī bō fàng,reproducción aleatoria de listas de reproducción,reprodução aleatória da lista de reprodução
binge watch,狂看,kuáng kàn,reloj compulsivo,assistir compulsivamente
binge eating,暴饮暴食,bào yǐn bào shí,atracones,compulsão alimentar
encore performance,安可表演,ān kě biǎo yǎn,interpretación repetida,encore performance
sing encore,再唱一次,zài chàng yī cì,cantar bis,cante encore
short intermission,短暂的中场休息,duǎn zàn de zhōng chǎng xiū xī,breve intermedio,intervalo curto
during intermission,中场休息期间,zhōng chǎng xiū xī qī jiān,durante el intermedio,durante o intervalo
early screening,早期筛查,zǎo qī shāi chá,detección temprana,rastreio precoce
film screening,电影放映,diàn yǐng fàng yìng,proyección de película,exibição de filme
