english,chinese,pinyin,spanish,portuguese
apology,道歉,dào qiàn,disculpa,desculpas
excuse,借口,jiè kǒu,excusa,desculpa
forgiveness,宽恕,kuān shù,perdón,perdão
regret,遗憾,yí hàn,arrepentimiento,arrependimento
pardon,原谅,yuán liàng,perdón,perdão
fault,故障,gù zhàng,culpa,culpa
blame,责怪,zé guài,culpar,culpa
mistake,错误,cuò wù,error,erro
error,错误,cuò wù,error,erro
accident,事故,shì gù,accidente,acidente
misunderstanding,误会,wù huì,malentendido,mal-entendido
explanation,解释,jiě shì,explicación,explicação
exonerate,开脱,kāi tuō,exonerar,exonerar
forgive,原谅,yuán liàng,perdonar,perdoar
apologize,抱歉,bào qiàn,disculparte,desculpe
sincere,真诚,zhēn chéng,sincero,sincero
remorse,悔恨,huǐ hèn,remordimiento,remorso
atone,赎罪,shú zuì,expiar,expiar
repent,悔改,huǐ gǎi,arrepentirse,arrepender-se
amends,修正,xiū zhèng,modifica,altera
sincere apology,真诚的道歉,zhēn chéng de dào qiàn,sincera disculpa,sincero pedido de desculpas
apology for,为,wèi,disculpa por,desculpas por
no excuse,没有借口,méi yǒu jiè kǒu,sin excusa,sem desculpa
excuse for,借口,jiè kǒu,excusa para,desculpa para
ask forgiveness,请求原谅,qǐng qiú yuán liàng,pedir perdon,peça perdão
forgiveness for,宽恕,kuān shù,perdón por,perdão por
deep regret,深深的遗憾,shēn shēn de yí hàn,profundo arrepentimiento,profundo pesar
regret to,遗憾,yí hàn,lamento,lamento
I beg your pardon,对不起,duì bù qǐ,Le pido perdón,Me desculpe
pardon me,对不起,duì bù qǐ,perdóname,me desculpe
my fault,我的错,wǒ de cuò,mi culpa,culpa minha
fault of,过错的,guò cuò de,culpa de,culpa de
take blame,承担责任,chéng dān zé rèn,asumir la culpa,assumir a culpa
blame for,归咎于,guī jiù yú,culpa de,culpa por
make mistake,犯错误,fàn cuò wù,cometer un error,cometer um erro
mistake about,关于的错误,guān yú de cuò wù,error sobre,erro sobre
human error,人为错误,rén wéi cuò wù,error humano,erro humano
error in,错误于,cuò wù yú,error en,erro em
car accident,车祸,chē huò,accidente automovilístico,acidente de carro
accident happened,意外发生了,yì wài fā shēng le,ocurrió el accidente,acidente aconteceu
simple misunderstanding,简单的误会,jiǎn dān de wù huì,simple malentendido,simples mal-entendido
misunderstanding between,之间的误会,zhī jiān de wù huì,malentendido entre,mal-entendido entre
give explanation,给个解释,gěi gè jiě shì,dar una explicación,dar explicação
explanation for,的解释,de jiě shì,explicación para,explicação para
exonerate from,免除,miǎn chú,exonerar de,exonerar de
exonerate the,的责任开脱,de zé rèn kāi tuō,exonerar al,exonerar o
please forgive,请原谅,qǐng yuán liàng,por favor perdona,"por favor, perdoe"
forgive me,原谅我,yuán liàng wǒ,perdóname,me perdoe
I apologize,我道歉,wǒ dào qiàn,Pido disculpas,Peço desculpas
apologize for,抱歉,bào qiàn,disculpate por,desculpe por
sincere thanks,真诚的感谢,zhēn chéng de gǎn xiè,sinceros agradecimientos,sincero obrigado
sincere regret,真诚的遗憾,zhēn chéng de yí hàn,sincero arrepentimiento,arrependimento sincero
feel remorse,感到悔恨,gǎn dào huǐ hèn,sentir remordimiento,sinto remorso
remorse for,悔恨,huǐ hèn,remordimiento por,remorso por
atone for,赎罪,shú zuì,expiar,expiar
atone by,通过,tōng guò,expiar por,expiar por
repent for,赎罪为,shú zuì wèi,arrepiéntete por,arrepender-se por
repent of,悔改,huǐ gǎi,arrepiéntete de,arrepender-se de
make amends,弥补,mí bǔ,hacer las paces,fazer as pazes
amends for,的弥补,de mí bǔ,enmienda para,reparações por
