english,chinese,pinyin,spanish,portuguese
institution,机构,jī gòu,institución,instituição
norm,规范,guī fàn,norma,norma
class,类,lèi,clase,aula
status,状态,zhuàng tài,estado,estado
socialization,社会化,shè huì huà,socialización,socialização
group,组,zǔ,grupo,grupo
interaction,互动,hù dòng,interacción,interação
structure,结构,jié gòu,estructura,estrutura
role,角色,jué sè,rol,papel
deviance,偏差,piān chā,desviación,desvio
stratification,分层,fēn céng,estratificación,estratificação
demographic,人口统计,rén kǒu tǒng jì,demográfico,demográfico
urbanization,城市化,chéng shì huà,urbanización,urbanização
assimilation,同化,tóng huà,asimilación,assimilação
alienation,疏离,shū lí,alienación,alienação
bureaucracy,官僚主义,guān liáo zhǔ yì,burocracia,burocracia
collectivism,集体主义,jí tǐ zhǔ yì,colectivismo,coletivismo
individualism,个人主义,gè rén zhǔ yì,individualismo,individualismo
mobility,流动性,liú dòng xìng,movilidad,mobilidade
conformity,一致性,yí zhì xìng,conformidad,conformidade
social institution,社会机构,shè huì jī gòu,institución social,instituição social
institution of,的机构,de jī gòu,institución de,instituição de
social norm,社会规范,shè huì guī fàn,norma social,norma social
norm of,的规范,de guī fàn,norma de,norma de
social class,社会阶层,shè huì jiē céng,clase social,classe social
class system,等级制度,děng jí zhì dù,sistema de clases,sistema de classes
social status,社会地位,shè huì dì wèi,estatus social,situação social
status symbol,身份象征,shēn fèn xiàng zhēng,símbolo de estado,símbolo de status
process of socialization,社会化过程,shè huì huà guò chéng,proceso de socialización,processo de socialização
socialization into,社会化成,shè huì huà chéng,socialización en,socialização em
social group,社会团体,shè huì tuán tǐ,grupo social,grupo social
group dynamics,团体动态,tuán tǐ dòng tài,dinámica de grupo,dinâmica de grupo
social interaction,社交互动,shè jiāo hù dòng,interacción social,interação social
interaction between,之间的互动,zhī jiān de hù dòng,interacción entre,interação entre
social structure,社会结构,shè huì jié gòu,estructura social,estrutura social
structure of,的结构,de jié gòu,estructura de,estrutura de
gender role,性别角色,xìng bié jué sè,rol de género,papel de gênero
role model,榜样,bǎng yàng,modelo a seguir,modelo
social deviance,社会越轨,shè huì yuè guǐ,desviación social,desvio social
deviance from,偏离,piān lí,desviación de,desvio de
social stratification,社会分层,shè huì fēn céng,estratificación social,estratificação social
stratification in,中的分层,zhōng de fēn céng,estratificación en,estratificação em
demographic data,人口统计数据,rén kǒu tǒng jì shù jù,datos demográficos,dados demográficos
demographic shift,人口结构变化,rén kǒu jié gòu biàn huà,cambio demográfico,mudança demográfica
rapid urbanization,快速城市化,kuài sù chéng shì huà,rápida urbanización,rápida urbanização
urbanization rate,城市化率,chéng shì huà lǜ,tasa de urbanización,taxa de urbanização
cultural assimilation,文化同化,wén huà tóng huà,asimilación cultural,assimilação cultural
assimilation into,同化为,tóng huà wèi,asimilación en,assimilação em
social alienation,社会疏远,shè huì shū yuǎn,alienación social,alienação social
alienation from,疏远,shū yuǎn,alienación de,alienação de
government bureaucracy,政府官僚机构,zhèng fǔ guān liáo jī gòu,burocracia gubernamental,burocracia governamental
bureaucracy in,中的官僚主义,zhōng de guān liáo zhǔ yì,burocracia en,burocracia em
cultural collectivism,文化集体主义,wén huà jí tǐ zhǔ yì,colectivismo cultural,coletivismo cultural
collectivism vs,集体主义 vs,jí tǐ zhǔ yì vs,colectivismo vs,coletivismo vs
rugged individualism,粗犷的个人主义,cū guǎng de gè rén zhǔ yì,individualismo rudo,individualismo robusto
individualism in,中的个人主义,zhōng de gè rén zhǔ yì,individualismo en,individualismo em
social mobility,社会流动性,shè huì liú dòng xìng,movilidad social,mobilidade social
mobility between,之间的流动性,zhī jiān de liú dòng xìng,movilidad entre,mobilidade entre
social conformity,社会整合,shè huì zhěng hé,conformidad social,conformidade social
conformity to,符合,fú hé,conformidad con,conformidade com
