english,chinese,pinyin,spanish,portuguese
uncertain,不确定,bù què dìng,incierto,incerto
sure,当然,dāng rán,seguro,claro
definite,明确,míng què,definido,definido
probable,可能,kě néng,probable,provável
possible,可能,kě néng,posible,possível
conjectural,推测,tuī cè,conjetural,conjectural
likely,可能,kě néng,probable,provável
feasible,可行,kě xíng,factible,viável
obvious,明显,míng xiǎn,obvio,óbvio
vague,模糊,mó hú,vago,vago
ambiguous,模棱两可,mó léng liǎng kě,ambiguo,ambíguo
doubtful,可疑,kě yí,dudoso,duvidoso
apparent,明显,míng xiǎn,aparente,aparente
evident,明显,míng xiǎn,evidente,evidente
inevitable,不可避免,bù kě bì miǎn,inevitable,inevitável
predictable,可预测,kě yù cè,predecible,previsível
presume,假设,jiǎ shè,suponer,presumir
plausible,似是而非,sì shì ér fēi,plausible,plausível
tentative,暂定,zàn dìng,tentativo,provisório
conclusive,结论性,jié lùn xìng,concluyente,conclusivo
feel uncertain,感到不确定,gǎn dào bù què dìng,sentirse inseguro,me sinto inseguro
uncertain about,不确定,bù què dìng,inseguro sobre,incerto sobre
sure enough,果然,guǒ rán,efectivamente,com certeza
sure about,确定,què dìng,seguro de,certeza sobre
definite answer,明确的答案,míng què de dá àn,respuesta definitiva,resposta definitiva
definite plan,明确的计划,míng què de jì huà,plan definido,plano definido
probable cause,可能的原因,kě néng de yuán yīn,causa probable,causa provável
highly probable,很有可能,hěn yǒu kě néng,muy probable,altamente provável
if possible,如果可能的话,rú guǒ kě néng de huà,si es posible,se possível
possible solution,可能的解决方案,kě néng de jiě jué fāng àn,posible solución,solução possível
conjectural theory,猜想理论,cāi xiǎng lǐ lùn,teoría conjetural,teoria conjectural
purely conjectural,纯属推测,chún shǔ tuī cè,puramente conjetural,puramente conjectural
most likely,最有可能,zuì yǒu kě néng,lo más probable,provavelmente
likely to,可能,kě néng,probable que,provavelmente
technically feasible,技术上可行,jì shù shàng kě xíng,técnicamente viable,tecnicamente viável
feasible option,可行的选择,kě xíng de xuǎn zé,opción factible,opção viável
quite obvious,很明显,hěn míng xiǎn,bastante obvio,bastante óbvio
obvious choice,明显的选择,míng xiǎn de xuǎn zé,elección obvia,escolha óbvia
vague answer,模糊的答案,mó hú de dá àn,respuesta vaga,resposta vaga
somewhat vague,有点模糊,yǒu diǎn mó hú,algo vago,um tanto vago
ambiguous statement,不明确的陈述,bù míng què de chén shù,declaración ambigua,declaração ambígua
deliberately ambiguous,故意含糊,gù yì hán hú,deliberadamente ambiguo,deliberadamente ambíguo
highly doubtful,高度怀疑,gāo dù huái yí,muy dudoso,altamente duvidoso
doubtful about,怀疑,huái yí,dudoso sobre,duvidoso sobre
apparent reason,明显的原因,míng xiǎn de yuán yīn,razón aparente,motivo aparente
readily apparent,显而易见,xiǎn ér yì jiàn,fácilmente evidente,facilmente aparente
self evident,不言而喻,bù yán ér yù,evidente por sí mismo,evidente
evident from,从,cóng,evidente de,evidente em
almost inevitable,可以看出几乎不可避免,kě yǐ kàn chū jī hū bù kě bì miǎn,casi inevitable,quase inevitável
inevitable conclusion,必然的结论,bì rán de jié lùn,conclusión inevitable,conclusão inevitável
highly predictable,高度可预测,gāo dù kě yù cè,muy predecible,altamente previsível
predictable outcome,可预测的结果,kě yù cè de jié guǒ,resultado predecible,resultado previsível
presume innocent,假定无罪,jiǎ dìng wú zuì,presumir inocente,presumir inocente
presume that,假设,jiǎ shè,suponer que,presumo que
plausible explanation,合理的解释,hé lǐ de jiě shì,explicación plausible,explicação plausível
sounds plausible,听起来似乎有道理,tīng qǐ lái sì hū yǒu dào lǐ,suena plausible,parece plausível
tentative agreement,暂定协议,zàn dìng xié yì,acuerdo tentativo,acordo provisório
tentative plan,暂定计划,zàn dìng jì huà,plan tentativo,plano provisório
conclusive evidence,确凿证据,què záo zhèng jù,pruebas concluyentes,evidências conclusivas
conclusive proof,确凿的证据,què záo de zhèng jù,prueba concluyente,prova conclusiva
