english,chinese,pinyin,spanish,portuguese
biome,生物群落,shēng wù qún luò,bioma,bioma
sustainability,可持续性,kě chí xù xìng,sostenibilidad,sustentabilidade
nonrenewable,不可再生,bù kě zài shēng,no renovable,não renovável
deforestation,森林砍伐,sēn lín kǎn fá,deforestación,desmatamento
contamination,污染,wū rǎn,contaminación,contaminação
degradation,降解,jiàng jiě,degradación,degradação
restoration,恢复,huī fù,restauración,restauração
mitigation,缓解,huǎn jiě,mitigación,mitigação
adaptation,适应,shì yìng,adaptación,adaptação
stewardship,管理,guǎn lǐ,mayordomía,mordomia
climate change,气候变化,qì hòu biàn huà,cambio climático,alterações climáticas
carbon footprint,碳足迹,tàn zú jì,huella de carbono,pegada de carbono
greenhouse gas,温室气体,wēn shì qì tǐ,gases de efecto invernadero,gases com efeito de estufa
ecological,生态,shēng tài,ecológico,ecológico
preservation,保存,bǎo cún,preservación,preservação
niche,利基,lì jī,nicho,nicho
reforestation,重新造林,chóng xīn zào lín,reforestación,reflorestamento
erosion,侵蚀,qīn shí,erosión,erosão
ozone,臭氧,chòu yǎng,ozono,ozônio
watershed,分水岭,fēn shuǐ lǐng,cuenca,bacia hidrográfica
tropical biome,热带生物群落,rè dài shēng wù qún luò,bioma tropical,bioma tropical
biome type,生物群落类型,shēng wù qún luò lèi xíng,tipo de bioma,tipo de bioma
environmental sustainability,环境可持续性,huán jìng kě chí xù xìng,sostenibilidad ambiental,sustentabilidade ambiental
sustainability efforts,可持续发展努力,kě chí xù fā zhǎn nǔ lì,esfuerzos de sostenibilidad,esforços de sustentabilidade
nonrenewable resource,不可再生资源,bù kě zài shēng zī yuán,recurso no renovable,recurso não renovável
nonrenewable energy,不可再生能源,bù kě zài shēng néng yuán,energía no renovable,energia não renovável
stop deforestation,停止砍伐森林,tíng zhǐ kǎn fá sēn lín,detener la deforestación,acabar com o desmatamento
deforestation rate,森林砍伐率,sēn lín kǎn fá lǜ,tasa de deforestación,taxa de desmatamento
water contamination,水污染,shuǐ wū rǎn,contaminación del agua,contaminação da água
contamination of,,,contaminación de,contaminação de
environmental degradation,的污染环境恶化,de wū rǎn huán jìng è huà,degradación ambiental,degradação ambiental
degradation of,,,degradación de,degradação de
habitat restoration,的退化栖息地恢复,de tuì huà qī xī dì huī fù,restauración del hábitat,restauração de habitat
restoration project,修复工程,xiū fù gōng chéng,proyecto de restauración,projeto de restauração
risk mitigation,风险缓解,fēng xiǎn huǎn jiě,mitigación de riesgos,mitigação de riscos
mitigation efforts,缓解措施,huǎn jiě cuò shī,esfuerzos de mitigación,esforços de mitigação
climate adaptation,气候适应,qì hòu shì yìng,adaptación climática,adaptação climática
adaptation to,适应,shì yìng,adaptación a,adaptação para
environmental stewardship,环境管理,huán jìng guǎn lǐ,gestión ambiental,gestão ambiental
stewardship of,,,administración de,administração de
address climate change,的管理应对气候变化,de guǎn lǐ yìng duì qì hòu biàn huà,abordar el cambio climático,abordar as alterações climáticas
climate change effects,气候变化影响,qì hòu biàn huà yǐng xiǎng,efectos del cambio climático,efeitos das alterações climáticas
reduce carbon footprint,减少碳足迹,jiǎn shǎo tàn zú jì,reducir la huella de carbono,reduzir a pegada de carbono
carbon footprint reduction,减少碳足迹,jiǎn shǎo tàn zú jì,reducción de la huella de carbono,redução da pegada de carbono
greenhouse gas emissions,温室气体排放,wēn shì qì tǐ pái fàng,emisiones de gases de efecto invernadero,emissões de gases com efeito de estufa
greenhouse gas effect,温室气体效应,wēn shì qì tǐ xiào yìng,efecto de los gases de efecto invernadero,efeito de gases com efeito de estufa
ecological balance,生态平衡,shēng tài píng héng,equilibrio ecológico,equilíbrio ecológico
ecological system,生态系统,shēng tài xì tǒng,sistema ecológico,sistema ecológico
wildlife preservation,野生动物保护,yě shēng dòng wù bǎo hù,preservación de la vida silvestre,preservação da vida selvagem
preservation of,保存,bǎo cún,preservación de,preservação de
ecological niche,生态位,shēng tài wèi,nicho ecológico,nicho ecológico
niche market,利基市场,lì jī shì chǎng,nicho de mercado,nicho de mercado
support reforestation,支持重新造林,zhī chí zhòng xīn zào lín,apoyar la reforestación,apoiar a reflorestação
reforestation efforts,重新造林努力,chóng xīn zào lín nǔ lì,esfuerzos de reforestación,esforços de reflorestamento
soil erosion,土壤侵蚀,tǔ rǎng qīn shí,erosión del suelo,erosão do solo
erosion control,侵蚀控制,qīn shí kòng zhì,control de la erosión,controle da erosão
ozone layer,臭氧层,chòu yǎng céng,capa de ozono,camada de ozônio
ozone depletion,臭氧层破坏,chòu yǎng céng pò huài,agotamiento del ozono,destruição da camada de ozono
protect watershed,保护分水岭,bǎo hù fēn shuǐ lǐng,proteger la cuenca,proteger bacia hidrográfica
watershed area,流域面积,liú yù miàn jī,área de cuenca,área da bacia hidrográfica
