english,chinese,pinyin,spanish,portuguese
mental,心理,xīn lǐ,mentales,mental
anxiety,焦虑,jiāo lǜ,ansiedad,ansiedade
depression,抑郁症,yì yù zhèng,depresión,depressão
stress,压力,yā lì,estrés,estresse
therapist,治疗师,zhì liáo shī,terapeuta,terapeuta
counselor,辅导员,fǔ dǎo yuán,consejero,conselheiro
psychology,心理学,xīn lǐ xué,psicología,psicologia
disorder,紊乱,wěn luàn,trastorno,transtorno
trauma,创伤,chuāng shāng,trauma,trauma
panic,恐慌,kǒng huāng,pánico,pânico
phobia,恐惧症,kǒng jù zhèng,fobia,fobia
obsession,痴迷,chī mí,obsesión,obsessão
compulsion,强迫,qiǎng pò,compulsión,compulsão
mood,心情,xīn qíng,estado de ánimo,humor
emotion,情感,qíng gǎn,emoción,emoção
coping,应对,yìng duì,afrontamiento,enfrentamento
mindfulness,正念,zhèng niàn,atención plena,atenção plena
meditation,冥想,míng xiǎng,meditación,meditação
burnout,倦怠,juàn dài,agotamiento,esgotamento
resilience,韧性,rèn xìng,resiliencia,resiliência
mental health,心理健康,xīn lǐ jiàn kāng,salud mental,saúde mental
mental illness,精神疾病,jīng shén jí bìng,enfermedad mental,doença mental
anxiety disorder,焦虑症,jiāo lǜ zhèng,trastorno de ansiedad,transtorno de ansiedade
social anxiety,社交焦虑,shè jiāo jiāo lǜ,ansiedad social,ansiedade social
clinical depression,临床抑郁症,lín chuáng yì yù zhèng,depresión clínica,depressão clínica
depression treatment,抑郁症治疗,yì yù zhèng zhì liáo,tratamiento de la depresión,tratamento da depressão
work stress,工作压力,gōng zuò yā lì,estrés laboral,estresse no trabalho
stress management,压力管理,yā lì guǎn lǐ,manejo del estrés,gestão do estresse
see a therapist,看治疗师,kàn zhì liáo shī,ver a un terapeuta,consulte um terapeuta
therapist appointment,治疗师预约,zhì liáo shī yù yuē,cita con el terapeuta,consulta com terapeuta
school counselor,学校辅导员,xué xiào fǔ dǎo yuán,consejero escolar,conselheiro escolar
counselor advice,辅导员建议,fǔ dǎo yuán jiàn yì,consejo del consejero,aconselhamento de conselheiro
study psychology,学习心理学,xué xí xīn lǐ xué,estudiar psicología,estudar psicologia
psychology degree,心理学学位,xīn lǐ xué xué wèi,Licenciatura en Psicología,licenciatura em psicologia
eating disorder,饮食失调,yǐn shí shī tiáo,trastorno alimentario,transtorno alimentar
disorder symptoms,失调症状,shī tiáo zhèng zhuàng,síntomas del trastorno,sintomas do transtorno
emotional trauma,情感创伤,qíng gǎn chuāng shāng,trauma emocional,trauma emocional
trauma response,创伤反应,chuāng shāng fǎn yìng,respuesta al trauma,resposta ao trauma
panic attack,惊恐发作,jīng kǒng fā zuò,ataque de pánico,ataque de pânico
panic disorder,恐慌症,kǒng huāng zhèng,trastorno de pánico,transtorno de pânico
social phobia,社交恐惧症,shè jiāo kǒng jù zhèng,fobia social,fobia social
phobia of,对某物的恐惧,duì mǒu wù de kǒng jù,fobia a,fobia de
unhealthy obsession,不健康的痴迷,bù jiàn kāng de chī mí,obsesión enfermiza,obsessão doentia
obsession with,痴迷,chī mí,obsesión con,obsessão por
compulsion to,强迫,qiǎng pò,compulsión a,compulsão para
compulsion behavior,强迫行为,qiǎng pò xíng wéi,comportamiento de compulsión,comportamento compulsivo
good mood,好心情,hǎo xīn qíng,buen humor,bom humor
mood swing,情绪波动,qíng xù bō dòng,cambio de humor,mudança de humor
strong emotion,强烈的情感,qiáng liè de qíng gǎn,emoción fuerte,emoção forte
emotion regulation,情绪调节,qíng xù tiáo jié,regulación de las emociones,regulação emocional
coping mechanism,应对机制,yìng duì jī zhì,mecanismo de afrontamiento,mecanismo de enfrentamento
coping with,应对,yìng duì,afrontar,lidando com
practice mindfulness,练习正念,liàn xí zhèng niàn,practicar la atención plena,pratique a atenção plena
mindfulness exercise,正念练习,zhèng niàn liàn xí,ejercicio de atención plena,exercício de atenção plena
daily meditation,每日冥想,měi rì míng xiǎng,meditación diaria,meditação diária
meditation practice,冥想练习,míng xiǎng liàn xí,práctica de meditación,prática de meditação
job burnout,工作倦怠,gōng zuò juàn dài,agotamiento laboral,esgotamento profissional
burnout symptoms,倦怠症状,juàn dài zhèng zhuàng,síntomas de agotamiento,sintomas de esgotamento
build resilience,建立韧性,jiàn lì rèn xìng,desarrollar resiliencia,construir resiliência
resilience training,复原力训练,fù yuán lì xùn liàn,entrenamiento de resiliencia,treinamento de resiliência
