english,chinese,pinyin,spanish,portuguese
bake,烘烤,hōng kǎo,hornear,assar
fry,炒,chǎo,freír,fritar
boil,煮沸,zhǔ fèi,hervir,ferver
grill,烧烤,shāo kǎo,asar a la parrilla,grelhar
roast,烤,kǎo,asar,assar
steam,蒸,zhēng,cocinar al vapor,cozinhar no vapor
sauté,炒,chǎo,saltear,refogar
simmer,煨,wēi,cocinar a fuego lento,cozinhar em fogo baixo
broil,烤,kǎo,asar,grelhar
barbecue,烧烤,shāo kǎo,barbacoa,churrasco
reheat,再加热,zài jiā rè,recalentar,reaquecer
defrost,除霜,chú shuāng,descongelar,descongelar
marinate,腌制,yān zhì,marinar,marinar
blanch,焯水,chāo shuǐ,blanquear,escaldar
stir,搅拌,jiǎo bàn,revolver,mexer
chop,切碎,qiē suì,picar,cortar
slice,切片,qiē piàn,rebanar,fatiar
braise,焖,mèn,estofar,guisar
poach,水煮,shuǐ zhǔ,escalfar,escalfar
caramelize,焦糖化,jiāo táng huà,caramelizar,caramelizar
bake cookies,烤饼干,kǎo bǐng gān,hornear galletas,assar biscoitos
bake a cake,烤蛋糕,kǎo dàn gāo,hornear un pastel,fazer um bolo
fry chicken,炸鸡,zhà jī,freír pollo,fritar frango
fry an egg,煎鸡蛋,jiān jī dàn,freír un huevo,fritar um ovo
boil water,烧开水,shāo kāi shuǐ,hervir agua,ferver água
boil eggs,煮鸡蛋,zhǔ jī dàn,hervir huevos,ferver ovos
grill steak,烤牛排,kǎo niú pái,bistec a la parrilla,bife grelhado
grill vegetables,烧烤蔬菜,shāo kǎo shū cài,verduras a la parrilla,grelhar legumes
roast chicken,烤鸡,kǎo jī,pollo asado,frango assado
roast beef,烤牛肉,kǎo niú ròu,carne asada,rosbife
steam vegetables,蒸蔬菜,zhēng shū cài,verduras al vapor,legumes a vapor
steam fish,蒸鱼,zhēng yú,pescado al vapor,peixe a vapor
sauté onions,炒洋葱,chǎo yáng cōng,saltear cebollas,refogar cebola
sauté mushrooms,炒蘑菇,chǎo mó gū,saltear champiñones,saltear cogumelos
let simmer,慢炖,màn dùn,dejar hervir a fuego lento,deixe cozinhar em fogo baixo
simmer slowly,慢火慢炖,màn huǒ màn dùn,cocine a fuego lento,cozinhe lentamente
broil fish,烤鱼,kǎo yú,asar pescado,grelhar peixe
broil steak,烤牛排,kǎo niú pái,bistec a la parrilla,bife grelhado
barbecue ribs,烧烤排骨,shāo kǎo pái gǔ,costillas a la barbacoa,costela de churrasco
barbecue party,烧烤派对,shāo kǎo pài duì,fiesta de barbacoa,festa de churrasco
reheat food,重新加热食物,chóng xīn jiā rè shí wù,recalentar la comida,reaquecer alimentos
reheat leftovers,重新加热剩菜,chóng xīn jiā rè shèng cài,recalentar las sobras,reaquecer sobras
defrost meat,解冻肉,jiě dòng ròu,descongelar carne,descongelar carne
defrost frozen,解冻冷冻,jiě dòng lěng dòng,descongelar lo congelado,descongelar o congelado
marinate chicken,腌鸡肉,yān jī ròu,marinar pollo,marinar frango
marinate overnight,腌过夜,yān guò yè,marinar durante la noche,marinar durante a noite
blanch vegetables,焯蔬菜,chāo shū cài,blanquear verduras,escaldar legumes
blanch spinach,焯菠菜,chāo bō cài,blanquear espinacas,escalde espinafre
stir constantly,不断搅拌,bù duàn jiǎo bàn,revuelva constantemente,mexa constantemente
stir well,搅拌均匀,jiǎo bàn jūn yún,revuelva bien,mexa bem
chop onions,切洋葱,qiè yáng cōng,picar cebollas,picar cebola
chop vegetables,切蔬菜,qiè shū cài,picar verduras,picar legumes
slice bread,切片面包,qiē piàn miàn bāo,rebanar el pan,fatiar o pão
slice thin,切成薄片,qiè chéng báo piàn,rebanar fino,fatiar fino
braise beef,红烧牛肉,hóng shāo niú ròu,estofar ternera,cozinhar carne ao molho
braise slowly,慢炖,màn dùn,estofar lentamente,cozinhe lentamente
poach eggs,荷包蛋,hé bāo dàn,huevos escalfados,ovos escalfados
poach chicken,水煮鸡,shuǐ zhǔ jī,pollo escalfado,escaldar frango
caramelize onions,焦糖洋葱,jiāo táng yáng cōng,caramelizar cebollas,caramelizar cebolas
caramelize sugar,熬糖,áo táng,caramelizar el azúcar,caramelizar açúcar
