english,chinese,pinyin,spanish,portuguese
I,我,wǒ,yo,eu
me,我,wǒ,a mí,me
you,你,nǐ,tú,você
he,他,tā,él,ele
him,他,tā,a él,ele
she,她,tā,ella,ela
it,它,tā,ello,isto
we,我们,wǒ men,nosotros,nós
us,我们,wǒ men,a nosotros,nós
they,他们,tā men,ellos,eles
them,他们,tā men,a ellos,eles
myself,我,wǒ,mí mismo,eu mesmo
yourself,你自己,nǐ zì jǐ,tú mismo,você mesmo
himself,他自己,tā zì jǐ,sí mismo,ele mesmo
herself,她自己,tā zì jǐ,sí misma,ela mesma
itself,本身,běn shēn,sí mismo,em si
ourselves,我们自己,wǒ men zì jǐ,nosotros mismos,nós mesmos
themselves,他们自己,tā men zì jǐ,ellos mismos,eles mesmos
someone,某人,mǒu rén,alguien,alguém
anyone,任何人,rèn hé rén,alguien,qualquer um
I know,我知道,wǒ zhī dào,Sé,Eu sei
I think,我认为,wǒ rèn wéi,Creo,Eu penso
give me,给我,gěi wǒ,dame,me dê
tell me,告诉我,gào sù wǒ,dime,diga-me
for you,为你,wèi nǐ,para ti,para você
you know,你知道,nǐ zhī dào,sabes,você sabe
he said,他说,tā shuō,el dijo,ele disse
he knows,他知道,tā zhī dào,el sabe,ele sabe
tell him,告诉他,gào sù tā,dile,diga a ele
give him,给他,gěi tā,dale,dê a ele
she said,她说,tā shuō,ella dijo,ela disse
she knows,她知道,tā zhī dào,ella sabe,ela sabe
it is,这是,zhè shì,es,isso é
it works,有用,yǒu yòng,funciona,funciona
we are,我们是,wǒ men shì,somos,nós somos
we know,我们知道,wǒ men zhī dào,sabemos,nós sabemos
join us,加入我们,jiā rù wǒ men,únete a nosotros,Junte-se a nós
tell us,告诉我们,gào sù wǒ men,cuéntanos,diga-nos
they are,他们是,tā men shì,ellos son,eles são
they know,他们知道,tā men zhī dào,ellos saben,eles sabem
tell them,告诉他们,gào sù tā men,diles,diga a eles
give them,给他们,gěi tā men,darles,dê a eles
I did it myself,我自己做的,wǒ zì jǐ zuò de,lo hice yo mismo,Eu fiz isso sozinho
by myself,我自己,wǒ zì jǐ,por mi cuenta,sozinho
do it yourself,自己做,zì jǐ zuò,hazlo tu mismo,faça você mesmo
help yourself,帮助自己,bāng zhù zì jǐ,ayudar a sí mismo,ajude-se
he did it himself,他自己做的,tā zì jǐ zuò de,él mismo lo hizo,ele mesmo fez isso
by himself,他自己,tā zì jǐ,por sí mismo,sozinho
she did it herself,她自己做的,tā zì jǐ zuò de,ella misma lo hizo,ela mesma fez isso
by herself,独自一人,dú zì yī rén,por ella misma,sozinha
the door opened by itself,门自己开了,mén zì jǐ kāi le,la puerta se abrió sola,a porta abriu sozinha
by itself,就其本身,jiù qí běn shēn,por si mismo,por si só
we did it ourselves,我们自己做的,wǒ men zì jǐ zuò de,lo hicimos nosotros mismos,nós mesmos fizemos isso
by ourselves,我们自己,wǒ men zì jǐ,por nosotros mismos,sozinhos
they did it themselves,他们自己做的,tā men zì jǐ zuò de,ellos mismos lo hicieron,eles mesmos fizeram isso
by themselves,他们自己,tā men zì jǐ,por ellos mismos,sozinhos
someone called,有人打电话,yǒu rén dǎ diàn huà,alguien llamó,alguém ligou
someone knows,有人知道,yǒu rén zhī dào,alguien sabe,alguém sabe
anyone can,任何人都可以,rèn hé rén dōu kě yǐ,cualquiera puede,qualquer um pode
anyone here,这里有人,zhè lǐ yǒu rén,alguien aquí,alguém aqui
