english,chinese,pinyin,spanish,portuguese
cold feet,临阵退缩,lín zhèn tuì suō,pies fríos,pés frios
keep an eye on,关注,guān zhù,mantente atento,fique de olho
give a hand,伸出援助之手,shēn chū yuán zhù zhī shǒu,echa una mano,dê uma mão
head over heels,神魂颠倒,shén hún diān dǎo,perdidamente enamorado,de ponta-cabeça
pain in the neck,麻烦事,má fán shì,dolor en el cuello,dor no pescoço
know by heart,熟记于心,shú jì yú xīn,lo sé de memoria,sei de cor
let the cat out of the bag,泄露秘密,xiè lòu mì mì,deja que el gato salga de la bolsa,deixe o gato sair da bolsa
kill two birds with one stone,一石二鸟,yī shí èr niǎo,matar dos pájaros de un tiro,matar dois coelhos com uma cajadada só
elephant in the room,房间里的大象,fáng jiān lǐ de dà xiàng,elefante en la habitación,elefante na sala
hold your horses,牵住你的马,qiān zhù nǐ de mǎ,sujeta tus caballos,segure seus cavalos
straight from the horse's mouth,直接从马口中出来,zhí jiē cóng mǎ kǒu zhōng chū lái,directamente de la boca del caballo,direto da boca do cavalo
when pigs fly,当猪飞的时候,dāng zhū fēi de shí hòu,cuando los cerdos vuelan,quando os porcos voam
raining cats and dogs,下着猫狗雨,xià zhe māo gǒu yǔ,lloviendo a cántaros,chovendo cães e gatos
bite off more than you can chew,贪多嚼不烂,tān duō jiáo bù làn,muerde más de lo que puedes masticar,morda mais do que você consegue mastigar
better late than never,迟到总比不到好,chí dào zǒng bǐ bú dào hǎo,más vale tarde que nunca,antes tarde do que nunca
I got cold feet,我临阵退缩,wǒ lín zhèn tuì suō,Tengo los pies fríos,Fiquei com medo
getting cold feet about,临阵退缩,lín zhèn tuì suō,tener miedo de eso,ficando com medo
keep an eye on the kids,留意孩子们,liú yì hái zi men,vigila a los niños,fique de olho nas crianças
keep an eye on it,密切关注,mì qiè guān zhù,mantenlo atento,fique de olho
can you give a hand,你能帮忙吗,nǐ néng bāng máng ma,puedes echar una mano,você pode dar uma mão
give a hand with this,伸出援助之手,shēn chū yuán zhù zhī shǒu,echa una mano con esto,dê uma ajuda nisso
head over heels in love,为爱神魂颠倒,wèi ài shén hún diān dǎo,perdidamente enamorado,perdidamente apaixonado
falling head over heels,神魂颠倒,shén hún diān dǎo,cayendo perdidamente,caindo de ponta-cabeça
that's a pain in the neck,真麻烦,zhēn má fán,eso es un dolor de cabeza,isso é uma dor de cabeça
such a pain in the neck,真讨厌,zhēn tǎo yàn,que dolor en el cuello,que dor no pescoço
I know by heart it,我记在心里,wǒ jì zài xīn lǐ,Me lo sé de memoria,Eu sei de cor
I know by heart every word,每个字我都熟记,měi gè zì wǒ dōu shú jì,Me sé de memoria cada palabra,Sei de cor cada palavra
don't let the cat out of the bag,不要泄露秘密,bú yào xiè lòu mì mì,no dejes que el gato se salga de la bolsa,não deixe o gato sair da bolsa
he let the cat out of the bag,他泄露了秘密,tā xiè lòu le mì mì,dejó salir al gato de la bolsa,ele deixou o gato sair da bolsa
kill two birds with one stone here,这里一石二鸟,zhè lǐ yī shí èr niǎo,mata dos pájaros de un tiro aquí,mate dois coelhos com uma cajadada só aqui
trying to kill two birds with one stone,一石二鸟,yī shí èr niǎo,intentando matar dos pájaros de un tiro,tentando matar dois coelhos com uma cajadada só
ignore the elephant in the room,忽略房间里的大象,hū lüè fáng jiān lǐ de dà xiàng,ignora al elefante en la habitación,ignore o elefante na sala
there's an elephant in the room,房间里有一头大象,fáng jiān lǐ yǒu yī tóu dà xiàng,hay un elefante en la habitación,tem um elefante na sala
hold your horses please,请放马,qǐng fàng mǎ,sostengan sus caballos por favor,"segurem seus cavalos, por favor"
just hold your horses,只要牵着你的马,zhǐ yào qiān zhe nǐ de mǎ,solo sujeta tus caballos,apenas segure seus cavalos
heard it straight from the horse's mouth,直接从马口中听到的,zhí jiē cóng mǎ kǒu zhōng tīng dào de,lo escuché directamente de la boca del caballo,ouvi direto da boca do cavalo
I got it straight from the horse's mouth,我是直接从马嘴里得到的,wǒ shì zhí jiē cóng mǎ zuǐ lǐ dé dào de,Lo saqué directamente de la boca del caballo,Tirei direto da boca do cavalo
that will happen when pigs fly,当猪飞起来时就会发生这种情况,dāng zhū fēi qǐ lái shí jiù huì fā shēng zhè zhǒng qíng kuàng,eso pasara cuando los cerdos vuelen,isso vai acontecer quando os porcos voarem
sure when pigs fly,当然，猪什么时候会飞,dāng rán， zhū shén me shí hòu huì fēi,seguro cuando los cerdos vuelan,claro quando os porcos voam
it's raining cats and dogs outside,外面下着倾盆大雨,wài miàn xià zhe qīng pén dà yǔ,afuera está lloviendo a cántaros,está chovendo muito lá fora
raining cats and dogs today,今天下着倾盆大雨,jīn tiān xià zhe qīng pén dà yǔ,Hoy llueve a cántaros,chovendo muito hoje
don't bite off more than you can chew,不要贪多嚼不烂,bú yào tān duō jiáo bù làn,no muerdas más de lo que puedes masticar,não morda mais do que você consegue mastigar
you bite off more than you can chew often,你经常咬得比你能咀嚼的多,nǐ jīng cháng yǎo dé bǐ nǐ néng jǔ jué de duō,muerdes más de lo que puedes masticar a menudo,você morde mais do que consegue mastigar com frequência
well better late than never,迟到总比不到好,chí dào zǒng bǐ bú dào hǎo,"bueno, más vale tarde que nunca","bem, antes tarde do que nunca"
I guess better late than never,我想迟到总比不到好,wǒ xiǎng chí dào zǒng bǐ bú dào hǎo,Supongo que más vale tarde que nunca,Acho que antes tarde do que nunca
