english,chinese,pinyin,spanish,portuguese
example,例子,lì zi,ejemplo,exemplo
part,部分,bù fèn,parte,parte
side,侧面,cè miàn,lado,lado
end,结束,jié shù,fin,fim
fact,事实,shì shí,hecho,fato
point,点,diǎn,punto,ponto
story,故事,gù shì,historia,história
word,词,cí,palabra,palavra
area,面积,miàn jī,zona,área
country,国家,guó jiā,país,país
city,城市,chéng shì,ciudad,cidade
state,状态,zhuàng tài,estado,estado
case,案例,àn lì,caso,caso
lot,大量,dà liàng,lote,muito
difference,区别,qū bié,diferencia,diferença
type,类型,lèi xíng,tipo,tipo
topic,主题,zhǔ tí,tema,tópico
matter,事,shì,materia,importa
concern,关注,guān zhù,preocupación,preocupação
detail,详细,xiáng xì,detalle,detalhe
for example,例如,lì rú,por ejemplo,por exemplo
good example,好例子,hǎo lì zi,buen ejemplo,bom exemplo
big part,很大一部分,hěn dà yī bù fèn,gran parte,grande parte
part of,部分的,bù fèn de,parte de,parte de
each side,的一部分每一边,de yī bù fèn měi yī biān,cada lado,cada lado
other side,另一边,lìng yī biān,otro lado,outro lado
in the end,最后,zuì hòu,al final,no final
end of,结束的,jié shù de,fin de,fim de
in fact,结束事实上,jié shù shì shí shàng,de hecho,na verdade
fun fact,有趣的事实,yǒu qù de shì shí,dato curioso,curiosidade
starting point,起点,qǐ diǎn,punto de partida,ponto de partida
the point,要点,yào diǎn,el punto,o ponto
long story,长话短说,cháng huà duǎn shuō,larga historia,longa história
short story,短篇小说,duǎn piān xiǎo shuō,cuento,conto
in other words,换句话说,huàn jù huà shuō,en otras palabras,em outras palavras
key word,关键词,guān jiàn cí,palabra clave,palavra-chave
this area,该区域,gāi qū yù,esta zona,esta área
local area,当地,dāng dì,área local,área local
home country,祖国,zǔ guó,país de origen,país de origem
country side,乡村,xiāng cūn,campo,zona rural
big city,大城市,dà chéng shì,gran ciudad,cidade grande
city center,市中心,shì zhōng xīn,centro de la ciudad,centro da cidade
current state,当前状态,dāng qián zhuàng tài,estado actual,estado atual
state of mind,心态,xīn tài,estado de ánimo,estado de espírito
in that case,在那种情况下,zài nà zhǒng qíng kuàng xià,en ese caso,nesse caso
just in case,以防万一,yǐ fáng wàn yī,por si acaso,por precaução
empty lot,空地,kòng dì,lote baldío,terreno vazio
lot of,很多,hěn duō,muchos,muitos
spot the difference,找出差异,zhǎo chū chāi yì,encuentra la diferencia,descubra a diferença
what's the difference,有什么区别,yǒu shén me qū bié,cual es la diferencia,qual é a diferença
this type,这种类型,zhè zhǒng lèi xíng,este tipo,esse tipo
type of,类型的,lèi xíng de,tipo de,tipo de
main topic,的类型主要话题,de lèi xíng zhǔ yào huà tí,tema principal,tópico principal
off topic,题外话,tí wài huà,fuera de tema,fora do tópico
no matter,不管,bù guǎn,no importa,não importa
dark matter,暗物质,àn wù zhì,materia oscura,matéria escura
main concern,主要关注点,zhǔ yào guān zhù diǎn,principal preocupación,principal preocupação
concern for,关心,guān xīn,preocupación por,preocupação com
in detail,详细,xiáng xì,en detalle,em detalhes
more detail,更多细节,gèng duō xì jié,más detalle,mais detalhes
