english,chinese,pinyin,spanish,portuguese
company,公司,gōng sī,empresa,empresa
business,业务,yè wù,negocio,negócio
department,部门,bù mén,departamento,departamento
employer,雇主,gù zhǔ,empleador,empregador
colleague,同事,tóng shì,colega,colega
meeting,会议,huì yì,reunión,reunião
presentation,演示,yǎn shì,presentación,apresentação
report,报告,bào gào,informe,relatório
deadline,截止日期,jié zhǐ rì qī,fecha límite,prazo
project,项目,xiàng mù,proyecto,projeto
task,任务,rèn wù,tarea,tarefa
schedule,时间表,shí jiān biǎo,horario,cronograma
promotion,晋升,jìn shēng,promoción,promoção
salary,工资,gōng zī,salario,salário
interview,面试,miàn shì,entrevista,entrevista
resume,简历,jiǎn lì,currículum,currículo
career,职业生涯,zhí yè shēng yá,carrera,carreira
title,职位,zhí wèi,título,título
responsibilities,职责,zhí zé,responsabilidades,responsabilidades
office,办公室,bàn gōng shì,oficina,escritório
big company,大公司,dà gōng sī,gran empresa,grande empresa
company policy,公司政策,gōng sī zhèng cè,política de la empresa,política da empresa
start a business,创业,chuàng yè,iniciar un negocio,começar um negócio
business meeting,商务会议,shāng wù huì yì,reunión de negocios,reunião de negócios
sales department,销售部,xiāo shòu bù,departamento de ventas,departamento de vendas
department head,部门主管,bù mén zhǔ guǎn,jefe de departamento,chefe de departamento
current employer,现任雇主,xiàn rèn gù zhǔ,empleador actual,empregador atual
employer benefits,员工福利,yuán gōng fú lì,beneficios para el empleador,benefícios patronais
work colleague,工作同事,gōng zuò tóng shì,colega de trabajo,colega de trabalho
colleague friend,同事朋友,tóng shì péng yǒu,amigo colega,colega amigo
team meeting,团队会议,tuán duì huì yì,reunión de equipo,reunião de equipe
meeting room,会议室,huì yì shì,sala de reuniones,sala de reuniões
give presentation,进行演示,jìn xíng yǎn shì,dar presentación,fazer apresentação
presentation slides,演示幻灯片,yǎn shì huàn dēng piàn,diapositivas de presentación,slides de apresentação
write report,写报告,xiě bào gào,escribir informe,escrever relatório
progress report,进度报告,jìn dù bào gào,informe de progreso,relatório de progresso
meet deadline,满足截止日期,mǎn zú jié zhǐ rì qī,cumplir con el plazo,cumprir prazo
deadline approaching,截止日期临近,jié zhǐ rì qī lín jìn,Se acerca la fecha límite,prazo se aproximando
new project,新项目,xīn xiàng mù,nuevo proyecto,novo projeto
project manager,项目经理,xiàng mù jīng lǐ,director de proyecto,gerente de projetos
complete task,完成任务,wán chéng rèn wù,completar tarea,completar tarefa
task list,任务列表,rèn wù liè biǎo,lista de tareas,lista de tarefas
work schedule,工作安排,gōng zuò ān pái,horario de trabajo,horário de trabalho
schedule meeting,安排会议,ān pái huì yì,programar reunión,agendar reunião
job promotion,职位晋升,zhí wèi jìn shēng,promoción laboral,promoção de emprego
promotion opportunity,晋升机会,jìn shēng jī huì,oportunidad de ascenso,oportunidade de promoção
monthly salary,月薪,yuè xīn,salario mensual,salário mensal
salary raise,加薪,jiā xīn,aumento salarial,aumento salarial
job interview,求职面试,qiú zhí miàn shì,entrevista de trabajo,entrevista de emprego
interview questions,面试问题,miàn shì wèn tí,preguntas de la entrevista,perguntas da entrevista
update resume,更新简历,gēng xīn jiǎn lì,actualizar currículum,atualizar currículo
resume template,简历模板,jiǎn lì mú bǎn,plantilla de currículum,modelo de currículo
career path,职业道路,zhí yè dào lù,trayectoria profesional,plano de carreira
career change,职业转变,zhí yè zhuǎn biàn,cambio de carrera,mudança de carreira
job title,职位名称,zhí wèi míng chēng,título del trabajo,cargo
title change,职位变更,zhí wèi biàn gēng,cambio de título,mudança de título
job responsibilities,工作职责,gōng zuò zhí zé,responsabilidades laborales,responsabilidades profissionais
responsibilities include,职责包括,zhí zé bāo kuò,responsabilidades incluyen,as responsabilidades incluem
home office,家庭办公室,jiā tíng bàn gōng shì,oficina en casa,escritório em casa
office work,办公室工作,bàn gōng shì gōng zuò,trabajo de oficina,trabalho de escritório
