english,chinese,pinyin,spanish,portuguese
home,家,jiā,inicio,casa
house,房子,fáng zi,casa,casa
room,房间,fáng jiān,habitación,quarto
kitchen,厨房,chú fáng,cocina,cozinha
bedroom,卧室,wò shì,dormitorio,quarto
bathroom,浴室,yù shì,baño,banheiro
living room,客厅,kè tīng,salón,sala de estar
dining room,餐厅,cān tīng,comedor,sala de jantar
garage,车库,chē kù,garaje,garagem
basement,地下室,dì xià shì,sótano,porão
attic,阁楼,gé lóu,ático,sótão
yard,院子,yuàn zi,patio,quintal
garden,花园,huā yuán,jardín,jardim
door,门,mén,puerta,porta
window,窗口,chuāng kǒu,ventana,janela
wall,墙,qiáng,pared,parede
floor,地板,dì bǎn,piso,chão
ceiling,天花板,tiān huā bǎn,techo,teto
stairs,楼梯,lóu tī,escaleras,escadas
hallway,走廊,zǒu láng,pasillo,corredor
come home,回家,huí jiā,vuelve a casa,volte para casa
home sweet home,甜蜜的家,tián mì de jiā,hogar dulce hogar,lar doce lar
new house,新房子,xīn fáng zi,casa nueva,casa nova
house party,家庭聚会,jiā tíng jù huì,fiesta en casa,festa em casa
my room,我的房间,wǒ de fáng jiān,mi habitación,meu quarto
room temperature,室温,shì wēn,temperatura ambiente,temperatura ambiente
in the kitchen,在厨房,zài chú fáng,en la cocina,na cozinha
kitchen table,厨房桌子,chú fáng zhuō zi,mesa de cocina,mesa de cozinha
master bedroom,主卧室,zhǔ wò shì,dormitorio principal,quarto principal
bedroom door,卧室门,wò shì mén,puerta del dormitorio,porta do quarto
in the bathroom,在浴室,zài yù shì,en el baño,no banheiro
bathroom sink,浴室水槽,yù shì shuǐ cáo,lavabo del baño,pia do banheiro
in the living room,在客厅,zài kè tīng,en el salón,na sala
living room sofa,客厅沙发,kè tīng shā fā,sofá de salón,sofá da sala
in the dining room,在餐厅,zài cān tīng,en el comedor,na sala de jantar
dining room table,餐桌,cān zhuō,mesa de comedor,mesa de jantar
car garage,车库,chē kù,garaje para coches,garagem para carros
garage door,车库门,chē kù mén,puerta de garaje,portão de garagem
in the basement,在地下室,zài dì xià shì,en el sótano,no porão
basement floor,地下室地板,dì xià shì dì bǎn,planta sótano,subsolo
in the attic,在阁楼,zài gé lóu,en el ático,no sótão
attic space,阁楼空间,gé lóu kōng jiān,espacio del ático,sótão
back yard,后院,hòu yuàn,patio trasero,quintal
front yard,前院,qián yuàn,patio delantero,quintal da frente
flower garden,花园,huā yuán,jardín de flores,jardim de flores
garden party,花园派对,huā yuán pài duì,fiesta en el jardín,festa no jardim
front door,前门,qián mén,puerta de entrada,porta da frente
door bell,门铃,mén líng,timbre de puerta,campainha
open window,打开窗口,dǎ kāi chuāng kǒu,abrir ventana,abrir janela
window seat,靠窗座位,kào chuāng zuò wèi,asiento junto a la ventana,assento na janela
brick wall,砖墙,zhuān qiáng,pared de ladrillo,parede de tijolos
wall art,墙壁艺术,qiáng bì yì shù,arte de la pared,arte de parede
wood floor,木地板,mù dì bǎn,suelo de madera,piso de madeira
floor plan,平面图,píng miàn tú,plano de planta,planta baixa
high ceiling,高高的天花板,gāo gāo de tiān huā bǎn,techo alto,teto alto
ceiling fan,吊扇,diào shàn,ventilador de techo,ventilador de teto
down the stairs,下楼梯,xià lóu tī,bajando las escaleras,descendo as escadas
stairs up,上楼梯,shàng lóu tī,escaleras arriba,escadas subindo
long hallway,长长的走廊,cháng cháng de zǒu láng,pasillo largo,longo corredor
hallway light,走廊灯,zǒu láng dēng,luz del pasillo,luz do corredor
