english,chinese,pinyin,spanish,portuguese
fig,无花果,wú huā guǒ,higo,figo
grape,葡萄,pú táo,uva,uva
strawberry,草莓,cǎo méi,fresa,morango
watermelon,西瓜,xī guā,sandía,melancia
pineapple,菠萝,bō luó,piña,abacaxi
mango,芒果,máng guǒ,mango,manga
peach,桃子,táo zi,melocotón,pêssego
lemon,柠檬,níng méng,limón,limão
cherry,樱桃,yīng táo,cereza,cereja
pear,梨,lí,pera,pêra
lime,青柠,qīng níng,lima,limão
coconut,椰子,yē zi,coco,coco
blueberry,蓝莓,lán méi,arándano,mirtilo
raspberry,覆盆子,fù pén zǐ,frambuesa,framboesa
kiwi,猕猴桃,mí hóu táo,kiwi,kiwi
melon,瓜,guā,melón,melão
plum,梅子,méi zi,ciruela,ameixa
grapefruit,柚子,yòu zi,pomelo,toranja
berry,浆果,jiāng guǒ,baya,baga
avocado,鳄梨,è lí,aguacate,abacate
dried fig,无花果干,wú huā guǒ gàn,higo seco,figo seco
fig tree,无花果树,wú huā guǒ shù,higuera,figueira
red grape,红葡萄,hóng pú táo,uva tinta,uva vermelha
grape juice,葡萄汁,pú táo zhī,zumo de uva,suco de uva
fresh strawberry,新鲜草莓,xīn xiān cǎo méi,fresa fresca,morango fresco
strawberry jam,草莓酱,cǎo méi jiàng,mermelada de fresa,geléia de morango
sweet watermelon,甜甜的西瓜,tián tián de xī guā,sandía dulce,melancia doce
watermelon slice,西瓜片,xī guā piàn,rodaja de sandía,fatia de melancia
fresh pineapple,新鲜菠萝,xīn xiān bō luó,piña fresca,abacaxi fresco
pineapple juice,菠萝汁,bō luó zhī,jugo de piña,suco de abacaxi
ripe mango,成熟的芒果,chéng shú de máng guǒ,mango maduro,manga madura
mango smoothie,芒果冰沙,máng guǒ bīng shā,batido de mango,smoothie de manga
juicy peach,多汁的桃子,duō zhī de táo zi,melocotón jugoso,pêssego suculento
peach cobbler,桃子馅饼,táo zi xiàn bǐng,zapatero de melocotón,torta de pêssego
fresh lemon,新鲜柠檬,xīn xiān níng méng,limón fresco,limão fresco
lemon juice,柠檬汁,níng méng zhī,jugo de limón,suco de limão
sweet cherry,甜樱桃,tián yīng táo,cereza dulce,cereja doce
cherry pie,樱桃派,yīng táo pài,pastel de cerezas,torta de cereja
ripe pear,熟梨,shú lí,pera madura,pêra madura
pear tree,梨树,lí shù,peral,pereira
fresh lime,新鲜酸橙,xīn xiān suān chéng,lima fresca,limão fresco
lime juice,酸橙汁,suān chéng zhī,jugo de lima,suco de limão
coconut milk,椰奶,yē nǎi,leche de coco,leite de coco
coconut oil,椰子油,yē zi yóu,aceite de coco,óleo de coco
fresh blueberry,新鲜蓝莓,xīn xiān lán méi,arándano fresco,mirtilo fresco
blueberry muffin,蓝莓松饼,lán méi sōng bǐng,muffin de arándanos,muffin de mirtilo
fresh raspberry,新鲜覆盆子,xīn xiān fù pén zǐ,frambuesa fresca,framboesa fresca
raspberry jam,覆盆子果酱,fù pén zǐ guǒ jiàng,mermelada de frambuesa,geléia de framboesa
fresh kiwi,新鲜猕猴桃,xīn xiān mí hóu táo,kiwi fresco,kiwi fresco
kiwi fruit,猕猴桃,mí hóu táo,kiwi,kiwi
honey melon,蜜瓜,mì guā,melón miel,melão
melon slice,冬瓜片,dōng guā piàn,rodaja de melón,fatia de melão
ripe plum,成熟的李子,chéng shú de lǐ zi,ciruela madura,ameixa madura
plum tree,李子树,lǐ zi shù,ciruelo,ameixeira
pink grapefruit,粉红西柚,fěn hóng xī yòu,pomelo rosado,toranja rosa
grapefruit juice,柚子汁,yòu zi zhī,zumo de pomelo,suco de toranja
mixed berry,混合浆果,hùn hé jiāng guǒ,bayas mixtas,frutas mistas
berry smoothie,浆果冰沙,jiāng guǒ bīng shā,batido de frutos rojos,smoothie de frutas vermelhas
ripe avocado,成熟的鳄梨,chéng shú de è lí,aguacate maduro,abacate maduro
avocado toast,鳄梨吐司,è lí tǔ sī,tostada de aguacate,torrada de abacate
