english,chinese,pinyin,spanish,portuguese
when,什么时候,shén me shí hòu,cuando,quando
where,在哪里,zài nǎ lǐ,dónde,onde
why,为什么,wèi shén me,por qué,por que
how,如何,rú hé,cómo,como
how much,多少,duō shǎo,cuánto,quanto
how many,多少,duō shǎo,cuántos,quantos
how long,多长时间,duō zhǎng shí jiān,cuánto tiempo,quanto tempo
how far,多远,duō yuǎn,Hasta dónde,quão longe
how often,多常,duō cháng,con qué frecuencia,com que frequência
how old,多大了,duō dà le,cuántos años,que idade
what kind,什么样的,shén me yàng de,que tipo,que tipo
what time,什么时候,shén me shí hòu,¿a qué hora?,que horas
what if,如果什么,rú guǒ shén me,Y si,e se
why not,为什么不呢,wèi shén me bù ne,por qué no,por que não
how come,怎么会,zěn me huì,Cómo,Por quê
wherever,无论在哪里,wú lùn zài nǎ lǐ,lo que sea,onde quer que
whenever,每当,měi dāng,cuando sea,em qualquer momento
whomever,无论是谁,wú lùn shì shuí,quienquiera,quem quer que seja
somehow,不知何故,bù zhī hé gù,de alguna manera,de alguma forma
anyhow,无论如何,wú lùn rú hé,de todos modos,de qualquer forma
when is it,什么时候,shén me shí hòu,cuando es,quando é isso
when we arrive,当我们到达时,dāng wǒ men dào dá shí,cuando lleguemos,quando chegarmos
where is it,它在哪里,tā zài nǎ lǐ,donde esta,Cadê
where are you,你在哪,nǐ zài nǎ,dónde estás,onde você está
why is that,这是为什么,zhè shì wèi shén me,porqué es eso,por que é que
why not try,为什么不尝试,wèi shén me bù cháng shì,¿Por qué no intentarlo?,por que não tentar
how are you,你好吗,nǐ hǎo ma,Cómo estás,como vai
how do you know,你怎么知道,nǐ zěn me zhī dào,Cómo lo sabes,como você sabe
how much is it,多少钱,duō shǎo qián,Cuánto cuesta,quanto isso custa
how much does it cost,它要多少钱,tā yào duō shǎo qián,Cuánto cuesta,quanto custa isso
how many are there,有多少人,yǒu duō shǎo rén,cuantos hay,quantos existem
how many do you want,你想要多少,nǐ xiǎng yào duō shǎo,cuantos quieres,quantos você quer
how long does it take,多久时间,duō jiǔ shí jiān,Cuánto tiempo se tarda,Quanto tempo leva
how long will it be,需要多长时间,xū yào duō zhǎng shí jiān,cuanto tiempo sera,quanto tempo vai demorar
how far is it,有多远,yǒu duō yuǎn,¿Qué tan lejos está?,quão longe está
how far away,有多远,yǒu duō yuǎn,que tan lejos,quão longe
how often do you go,你多久去一次,nǐ duō jiǔ qù yī cì,¿Con qué frecuencia vas?,com que frequência você vai
how often does it happen,它多久发生一次,tā duō jiǔ fā shēng yī cì,¿Con qué frecuencia sucede?,com que frequência isso acontece
how old are you,你今年多大,nǐ jīn nián duō dà,cuántos años tiene,quantos anos você tem
how old is she,她年纪多大,tā nián jì duō dà,Qué edad tiene ella,quantos anos ela tem
what kind of food,什么样的食物,shén me yàng de shí wù,que tipo de comida,que tipo de comida
what kind is it,它是什么类型的,tā shì shén me lèi xíng de,¿Qué tipo es?,que tipo é isso
what time is it,现在是几点,xiàn zài shì jǐ diǎn,¿qué hora es?,que horas são
what time do we leave,我们什么时候出发,wǒ men shén me shí hòu chū fā,¿A qué hora salimos?,que horas partimos
what if it rains,如果下雨怎么办,rú guǒ xià yǔ zěn me bàn,¿Qué pasa si llueve?,e se chover
what if we try,如果我们尝试怎么办,rú guǒ wǒ men cháng shì zěn me bàn,¿Qué pasa si lo intentamos?,e se tentarmos
why not go,为什么不去,wèi shén me bù qù,¿Por qué no ir?,por que não ir
why not try it,为什么不尝试一下,wèi shén me bù cháng shì yī xià,¿Por qué no intentarlo?,por que não tentar
how come you know,你怎么知道,nǐ zěn me zhī dào,¿Cómo es que lo sabes?,como é que você sabe
how come he left,他怎么离开了,tā zěn me lí kāi le,¿Cómo es que se fue?,como é que ele foi embora
wherever you go,无论你去哪里,wú lùn nǐ qù nǎ lǐ,dondequiera que vayas,onde quer que você vá
wherever it is,无论它在哪里,wú lùn tā zài nǎ lǐ,dondequiera que esté,onde quer que esteja
whenever you want,每当你想要的时候,měi dāng nǐ xiǎng yào de shí hòu,cuando quieras,sempre que você quiser
whenever possible,只要有可能,zhǐ yào yǒu kě néng,siempre que es posible,sempre que possível
give it to whomever,给任何人,gěi rèn hé rén,dáselo a quien sea,dê para quem
whomever you want,无论你想要谁,wú lùn nǐ xiǎng yào shuí,quien quieras,quem você quiser
somehow I knew,不知何故我知道,bù zhī hé gù wǒ zhī dào,de alguna manera lo sabía,de alguma forma eu sabia
somehow it works,不知何故它有效,bù zhī hé gù tā yǒu xiào,de alguna manera funciona,de alguma forma funciona
anyhow it happened,无论如何它发生了,wú lùn rú hé tā fā shēng le,de todos modos sucedió,"de qualquer forma, isso aconteceu"
anyhow we tried,无论如何我们尝试过,wú lùn rú hé wǒ men cháng shì guò,de todos modos lo intentamos,"de qualquer forma, tentamos"
